name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
North Mountain Fine Coffees	45.04465399999999	-64.735591	Business	Cafe	"<b>North Mountain Fine Coffees</b><br><i>210 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-9308<br><a href=""https://www.northmountaincoffee.com/"">https://www.northmountaincoffee.com/</a>"	(902) 538-9308	https://www.northmountaincoffee.com/	210 Commercial St, Berwick, NS B0P 1E0, Canada	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 09:00 T: 16:00	closed	north-mountain-fine-coffees.jpg
Robin's	45.0420508	-64.7353033	Business	Cafe	"<b>Robin's</b><br><i>181 Commercial St, Berwick, NS B0P 0A5, Canada</i><br><a href=""http://robinsmaritimes.ca/"">http://robinsmaritimes.ca/</a>"		http://robinsmaritimes.ca/	181 Commercial St, Berwick, NS B0P 0A5, Canada								robin-s.jpg
Farm Cafe	45.074045	-64.749454	Business	Cafe	"<b>Farm Cafe</b><br><i>Somerset, NS B0P 1E0, Canada</i><br>Tel: (902) 309-4800<br><a href=""https://www.facebook.com/Farm-Cafe-100287439171648/"">https://www.facebook.com/Farm-Cafe-100287439171648/</a>"	(902) 309-4800	https://www.facebook.com/Farm-Cafe-100287439171648/	Somerset, NS B0P 1E0, Canada	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	closed	closed	
Apple Valley Pies Plus Outlet	45.0422634	-64.73588939999999	Business	Food	<b>Apple Valley Pies Plus Outlet</b><br><i>185 Commercial St, Berwick, NS B0P 0A7, Canada</i><br>Tel: (902) 538-5731	(902) 538-5731		185 Commercial St, Berwick, NS B0P 0A7, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 09:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 09:00 T: 17:00	closed	apple-valley-pies-plus-outlet.jpg
Jeff's Your Independent Grocer Berwick	45.043547	-64.736296	Business	Shops	"<b>Jeff's Your Independent Grocer Berwick</b><br><i>197 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-8818<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/1623?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/1623?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	(902) 538-8818	https://www.yourindependentgrocer.ca/store-locator/details/1623?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws	197 Commercial St, Berwick, NS B0P 1E0, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 09:00 T: 18:00	jeff-s-your-independent-grocer-berwick.jpg
Dream Crumb True with Jaime	45.04053399999999	-64.7393087	Business	Food	<b>Dream Crumb True with Jaime</b><br><i>101 Foster St, Berwick, NS B0P 1E0, Canada</i>			101 Foster St, Berwick, NS B0P 1E0, Canada	closed	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	
FYidoctors - Berwick	45.0401991	-64.7336923	Business	Shops	"<b>FYidoctors - Berwick</b><br><i>158 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-1500<br><a href=""https://fyidoctors.com/pages/fyidoctors-berwick"">https://fyidoctors.com/pages/fyidoctors-berwick</a>"	(902) 538-1500	https://fyidoctors.com/pages/fyidoctors-berwick	158 Commercial St, Berwick, NS B0P 1E0, Canada	F: 08:30 T: 17:00	F: 08:30 T: 18:00	F: 08:30 T: 17:00	F: 08:30 T: 17:00	F: 08:30 T: 17:00	closed	closed	fyidoctors-berwick.jpg
Feeds'n Needs (Shur-Gain)	45.045741	-64.73667090000001	Business	Shops	"<b>Feeds'n Needs (Shur-Gain)</b><br><i>229 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-8901<br><a href=""https://feedsnneeds.ca/"">https://feedsnneeds.ca/</a>"	(902) 538-8901	https://feedsnneeds.ca/	229 Commercial St, Berwick, NS B0P 1E0, Canada	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 17:00	F: 12:00 T: 17:00	feeds-n-needs-shur-gain.jpg
The Briar Patch Farm & Nursery	45.03431999999999	-64.719374	Business	Shops	"<b>The Briar Patch Farm & Nursery</b><br><i>4568 Nova Scotia Trunk 1, South Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-9164<br><a href=""http://briarpatchnursery.com/"">http://briarpatchnursery.com/</a>"	(902) 538-9164	http://briarpatchnursery.com/	4568 Nova Scotia Trunk 1, South Berwick, NS B0P 1E0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	the-briar-patch-farm-nursery.jpg
Dempsey's Custom Sewing & Upholstery	45.041028	-64.7360279	Business	Shops	<b>Dempsey's Custom Sewing & Upholstery</b><br><i>113 Mill St, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 538-9259	(902) 538-9259		113 Mill St, Berwick, NS B0P 0A5, Canada	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 12:30	closed	closed	dempsey-s-custom-sewing-upholstery.jpg
NAPA Auto Parts - NAPA Berwick	45.04584639999999	-64.7358311	Business	Shops	"<b>NAPA Auto Parts - NAPA Berwick</b><br><i>228 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-3195<br><a href=""https://www.napacanada.com/en/ns/berwick/store/1000335?utm_source=G&utm_medium=local&utm_campaign=google-local"">https://www.napacanada.com/en/ns/berwick/store/1000335?utm_source=G&utm_medium=local&utm_campaign=google-local</a>"	(902) 538-3195	https://www.napacanada.com/en/ns/berwick/store/1000335?utm_source=G&utm_medium=local&utm_campaign=google-local	228 Commercial St, Berwick, NS B0P 1E0, Canada	F: 07:30 T: 17:00	F: 07:30 T: 17:00	F: 07:30 T: 17:00	F: 07:30 T: 17:00	F: 07:30 T: 17:00	F: 08:00 T: 12:00	closed	
Needs Convenience Berwick	45.041984	-64.734433	Business	Automotive	"<b>Needs Convenience Berwick</b><br><i>174 Commercial St Irving, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 538-7122<br><a href=""https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 538-7122	https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	174 Commercial St Irving, Berwick, NS B0P 0A5, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	needs-convenience-berwick.jpg
Guy's Frenchys Ltd	45.0407333	-64.7358856	Business	Shops	"<b>Guy's Frenchys Ltd</b><br><i>104 Front St, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 538-3657<br><a href=""https://www.guysfrenchys.com/"">https://www.guysfrenchys.com/</a>"	(902) 538-3657	https://www.guysfrenchys.com/	104 Front St, Berwick, NS B0P 0A5, Canada	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 17:00	F: 12:00 T: 17:00	guy-s-frenchys-ltd.jpg
Winning Edge Sports	45.0453631	-64.74316809999999	Business	Shops	"<b>Winning Edge Sports</b><br><i>250 Veterans Dr, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 497-2182<br><a href=""http://www.winningedgesport.ca/"">http://www.winningedgesport.ca/</a>"	(902) 497-2182	http://www.winningedgesport.ca/	250 Veterans Dr, Berwick, NS B0P 1E0, Canada	F: 17:15 T: 21:00	F: 16:30 T: 21:00	F: 17:15 T: 21:00	F: 16:30 T: 21:00	F: 16:30 T: 21:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	
H E A T	45.0328711	-64.7278366	Business	Shops	"<b>H E A T</b><br><i>4432 Nova Scotia Trunk 1, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-8313<br><a href=""https://hearthenergy.ca/"">https://hearthenergy.ca/</a>"	(902) 538-8313	https://hearthenergy.ca/	4432 Nova Scotia Trunk 1, Berwick, NS B0P 1E0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 10:00 T: 15:00	closed	
Corkum's K & A Pipe & Culvert	45.01003059999999	-64.7398688	Business	Shops	"<b>Corkum's K & A Pipe & Culvert</b><br><i>272 Windermere Rd, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-8066<br><a href=""https://www.corkumspipe.ca/"">https://www.corkumspipe.ca/</a>"	(902) 538-8066	https://www.corkumspipe.ca/	272 Windermere Rd, Berwick, NS B0P 1E0, Canada	F: 07:00 T: 17:15	F: 07:00 T: 17:15	F: 07:00 T: 17:15	F: 07:00 T: 17:15	F: 07:00 T: 17:15	closed	closed	corkum-s-k-a-pipe-culvert.jpg
Eileen Boyd Art and Chasing Rabbits Gift Shop	45.0130711	-64.7647556	Landmark	Gallery	"<b>Eileen Boyd Art and Chasing Rabbits Gift Shop</b><br><i>1976 Hall Rd, Windermere, NS B0P 1E0, Canada</i><br>Tel: (902) 680-0927<br><a href=""http://eileenboyd.com/"">http://eileenboyd.com/</a>"	(902) 680-0927	http://eileenboyd.com/	1976 Hall Rd, Windermere, NS B0P 1E0, Canada								eileen-boyd-art-and-chasing-rabbits-gift-shop.jpg
de Weever's Wovens	45.03151099999999	-64.78797999999999	Business	Shops	"<b>de Weever's Wovens</b><br><i>3486 Nova Scotia Trunk 1, Aylesford, NS B0P 1E0, Canada</i><br>Tel: (902) 847-9270<br><a href=""http://www.deweeverswovens.com/"">http://www.deweeverswovens.com/</a>"	(902) 847-9270	http://www.deweeverswovens.com/	3486 Nova Scotia Trunk 1, Aylesford, NS B0P 1E0, Canada								de-weever-s-wovens.jpg
Reimer Gardens	45.0711119	-64.6911801	Business	Shops	"<b>Reimer Gardens</b><br><i>2121 Black Rock Rd, Waterville, NS B0P 1V0, Canada</i><br>Tel: (902) 679-0399<br><a href=""http://www.reimergardens.com/"">http://www.reimergardens.com/</a>"	(902) 679-0399	http://www.reimergardens.com/	2121 Black Rock Rd, Waterville, NS B0P 1V0, Canada								reimer-gardens.jpg
Penner Tire Service Ltd.	45.049007	-64.6762634	Business	Shops	<b>Penner Tire Service Ltd.</b><br><i>1566 Black Rock Rd, Waterville, NS B0P 1V0, Canada</i><br>Tel: (902) 538-8228	(902) 538-8228		1566 Black Rock Rd, Waterville, NS B0P 1V0, Canada	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	closed	closed	penner-tire-service-ltd.jpg
Sign Me Up	45.01965999999999	-64.728646	Business	Shops	"<b>Sign Me Up</b><br><i>95 Lawrence Rd, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 375-3005<br><a href=""http://www.signme-up.com/"">http://www.signme-up.com/</a>"	(902) 375-3005	http://www.signme-up.com/	95 Lawrence Rd, Berwick, NS B0P 1E0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	closed	
Berwick Home Hardware Building Centre	45.0401234	-64.7354481	Business	Shops	"<b>Berwick Home Hardware Building Centre</b> — Branch of a chain store offering products like paint, tools, grills & home-improvement supplies.<br><i>155 Commercial St, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 538-8000<br><a href=""https://www.homehardware.ca/store/31051?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=31051"">https://www.homehardware.ca/store/31051?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=31051</a>"	(902) 538-8000	https://www.homehardware.ca/store/31051?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=31051	155 Commercial St, Berwick, NS B0P 0A5, Canada	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 18:00	F: 08:00 T: 17:00	F: 10:00 T: 17:00	berwick-home-hardware-building-centre.jpg
NSLC Beer, Wine, Spirits, Cannabis	45.043951	-64.734883	Business	Shops	"<b>NSLC Beer, Wine, Spirits, Cannabis</b><br><i>200 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-9310<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	(902) 538-9310	http://www.mynslc.com/	200 Commercial St, Berwick, NS B0P 1E0, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	closed	nslc-beer-wine-spirits-cannabis.jpg
Shay Tire Limited	45.0328816	-64.7400179	Business	Shops	"<b>Shay Tire Limited</b><br><i>4241 Nova Scotia Trunk 1, South Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-1155<br><a href=""https://shaytire.com/"">https://shaytire.com/</a>"	(902) 538-1155	https://shaytire.com/	4241 Nova Scotia Trunk 1, South Berwick, NS B0P 1E0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	shay-tire-limited.jpg
MacQuarries Pharmasave Berwick	45.0440532	-64.7367928	Business	Health	"<b>MacQuarries Pharmasave Berwick</b><br><i>213 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-3185<br><a href=""http://pharmasave.com/berwick"">http://pharmasave.com/berwick</a>"	(902) 538-3185	http://pharmasave.com/berwick	213 Commercial St, Berwick, NS B0P 1E0, Canada	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 17:00	F: 10:00 T: 16:00	macquarries-pharmasave-berwick.jpg
Fraser's Pro Home Centre	45.0323931	-64.7459707	Business	Shops	"<b>Fraser's Pro Home Centre</b><br><i>4147 Nova Scotia Trunk 1, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-3183<br><a href=""http://www.frasers.ca/"">http://www.frasers.ca/</a>"	(902) 538-3183	http://www.frasers.ca/	4147 Nova Scotia Trunk 1, Berwick, NS B0P 1E0, Canada	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 08:00 T: 17:00	closed	fraser-s-pro-home-centre.jpg
Foodland - Berwick	45.044966	-64.736015	Business	Shops	"<b>Foodland - Berwick</b><br><i>223 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-3686<br><a href=""https://foodland.ca/stores/foodland-berwick/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://foodland.ca/stores/foodland-berwick/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 538-3686	https://foodland.ca/stores/foodland-berwick/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	223 Commercial St, Berwick, NS B0P 1E0, Canada	F: 07:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 21:00	F: 09:00 T: 18:00	foodland-berwick.jpg
Rising Sun Natural Foods	45.0440142	-64.7354726	Business	Shops	<b>Rising Sun Natural Foods</b><br><i>202 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-0317	(902) 538-0317		202 Commercial St, Berwick, NS B0P 1E0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:30	F: 10:00 T: 16:00	closed	rising-sun-natural-foods.jpg
Wilsons Home Store	45.043888	-64.736003	Business	Shops	"<b>Wilsons Home Store</b><br><i>205 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-3600<br><a href=""http://shop.wilsonshomestore.ca/"">http://shop.wilsonshomestore.ca/</a>"	(902) 538-3600	http://shop.wilsonshomestore.ca/	205 Commercial St, Berwick, NS B0P 1E0, Canada	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	closed	wilsons-home-store.jpg
Amazing Wellness	45.047556	-64.7372319	Business	Shops	<b>Amazing Wellness</b><br><i>245 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 385-8805	(902) 385-8805		245 Commercial St, Berwick, NS B0P 1E0, Canada								
LuPe Leather	45.042834	-64.736925	Business	Shops	"<b>LuPe Leather</b><br><i>142 Union St, Berwick, NS B0P 0A7, Canada</i><br>Tel: (902) 212-1609<br><a href=""http://www.lupeleather.com/"">http://www.lupeleather.com/</a>"	(902) 212-1609	http://www.lupeleather.com/	142 Union St, Berwick, NS B0P 0A7, Canada	F: 09:00 T: 14:00	F: 21:00 T: 02:00	F: 09:00 T: 14:00	F: 09:00 T: 14:00	F: 09:00 T: 14:00	closed	closed	lupe-leather.jpg
Precision Computer Services	45.0465491	-64.7413694	Business	Shops	"<b>Precision Computer Services</b><br><i>157 Foster St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 691-1499<br><a href=""https://pcs157.com/"">https://pcs157.com/</a>"	(902) 691-1499	https://pcs157.com/	157 Foster St, Berwick, NS B0P 1E0, Canada								
Little Jamaican Market	45.0414006	-64.7359201	Business	Shops	<b>Little Jamaican Market</b><br><i>106 Mill St, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 321-8107	(902) 321-8107		106 Mill St, Berwick, NS B0P 0A5, Canada	closed	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 12:00 T: 17:00	little-jamaican-market.jpg
The Little Side Hustle	45.0509991	-64.73765039999999	Business	Shops	<b>The Little Side Hustle</b><br><i>241 Main St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 670-4011	(902) 670-4011		241 Main St, Berwick, NS B0P 1E0, Canada								the-little-side-hustle.jpg
Mainstreet Convenience	45.0516333	-64.73856549999999	Business	Shops	<b>Mainstreet Convenience</b><br><i>287 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 538-7931	(902) 538-7931		287 Commercial St, Berwick, NS B0P 1E0, Canada								
Noreaster Apparel	45.03893619999999	-64.73428539999999	Business	Shops	"<b>Noreaster Apparel</b><br><i>145 Commercial St, Berwick, NS B0P 0A5, Canada</i><br>Tel: (902) 375-1057<br><a href=""https://www.noreasterapparel.com/locations"">https://www.noreasterapparel.com/locations</a>"	(902) 375-1057	https://www.noreasterapparel.com/locations	145 Commercial St, Berwick, NS B0P 0A5, Canada								
Prairie and Sea	45.0453327	-64.7473504	Business	Shops	"<b>Prairie and Sea</b><br><i>42 MacIntosh St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 955-0179<br><a href=""https://www.prairieandsea.ca/"">https://www.prairieandsea.ca/</a>"	(902) 955-0179	https://www.prairieandsea.ca/	42 MacIntosh St, Berwick, NS B0P 1E0, Canada								
Tammie's Tiny Treasures	45.034233	-64.7319667	Business	Shops	<b>Tammie's Tiny Treasures</b><br><i>100 Commercial St, Berwick, NS B0P 1E0, Canada</i><br>Tel: (902) 692-1632	(902) 692-1632		100 Commercial St, Berwick, NS B0P 1E0, Canada	F: 18:00 T: 20:00	F: 18:00 T: 20:00	F: 18:00 T: 20:00	F: 18:00 T: 20:00	F: 18:00 T: 21:00	F: 18:00 T: 20:00	closed	
