name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Paddy's Brewpub & Rosie's Restaurant	45.0916543	-64.3631601	Business	Bar	"<b>Paddy's Brewpub & Rosie's Restaurant</b><br><i>460 Main St, Wolfville, NS B4P 2A1, Canada</i><br>Tel: (902) 542-0059<br><a href=""http://www.paddyswolfville.ca/"">http://www.paddyswolfville.ca/</a>"	(902) 542-0059	http://www.paddyswolfville.ca/	460 Main St, Wolfville, NS B4P 2A1, Canada	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	paddy-s-brewpub-rosie-s-restaurant.jpg
The Port Pub And Bistro	45.0968284	-64.4059371	Business	Bar	"<b>The Port Pub And Bistro</b><br><i>980 Terrys Creek Rd, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-5555<br><a href=""http://www.theportpub.com/"">http://www.theportpub.com/</a>"	(902) 542-5555	http://www.theportpub.com/	980 Terrys Creek Rd, Port Williams, NS B0P 1T0, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	the-port-pub-and-bistro.jpg
Le Caveau	45.1017431	-64.3079218	Business	Restaurant	"<b>Le Caveau</b> — Gourmet Nova Scotia dishes with global flair are served at this elegant fine-dining mainstay.<br><i>11611 Evangeline Trl, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-7177<br><a href=""https://grandprewines.com/pages/le-caveau"">https://grandprewines.com/pages/le-caveau</a>"	(902) 542-7177	https://grandprewines.com/pages/le-caveau	11611 Evangeline Trl, Grand Pré, NS B0P 1M0, Canada	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	le-caveau.jpg
Juniper Food + Wine	45.091564	-64.36038289999999	Business	Restaurant	"<b>Juniper Food + Wine</b><br><i>389 Main St, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 542-3548<br><a href=""http://www.juniperluncheonette.com/"">http://www.juniperluncheonette.com/</a>"	(902) 542-3548	http://www.juniperluncheonette.com/	389 Main St, Wolfville, NS B4P 2B8, Canada	closed	closed	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	juniper-food-wine.jpg
Noypi Kusina Ltd.	45.0922236	-64.36011359999999	Business	Restaurant	<b>Noypi Kusina Ltd.</b><br><i>10 Harbourside Dr, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 670-4521	(902) 670-4521		10 Harbourside Dr, Wolfville, NS B4P 2B8, Canada	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 19:00	noypi-kusina-ltd.jpg
The Real Scoop Ice Cream & Espresso Shop	45.09114069999999	-64.36001019999999	Business	Shops	"<b>The Real Scoop Ice Cream & Espresso Shop</b><br><i>10 Gaspereau Ave, Wolfville, NS B4P 2C2, Canada</i><br>Tel: (902) 697-2777<br><a href=""http://www.realscoop.ca/"">http://www.realscoop.ca/</a>"	(902) 697-2777	http://www.realscoop.ca/	10 Gaspereau Ave, Wolfville, NS B4P 2C2, Canada	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	the-real-scoop-ice-cream-espresso-shop.jpg
The Church Brewing Co	45.0916204	-64.3580392	Business	Restaurant	"<b>The Church Brewing Co</b><br><i>329 Main St, Wolfville, NS B4P 1C4, Canada</i><br>Tel: (902) 542-2337<br><a href=""http://www.churchbrewing.ca/"">http://www.churchbrewing.ca/</a>"	(902) 542-2337	http://www.churchbrewing.ca/	329 Main St, Wolfville, NS B4P 1C4, Canada	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 22:00	F: 11:30 T: 22:00	F: 11:30 T: 21:00	the-church-brewing-co.jpg
Li's Wok & Grill	45.0924425	-64.3615446	Business	Restaurant	"<b>Li's Wok & Grill</b><br><i>112 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-4097<br><a href=""https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website"">https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website</a>"	(902) 542-4097	https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website	112 Front St, Wolfville, NS B4P 1A4, Canada	closed	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	li-s-wok-grill.jpg
Pizza Lupa	45.092062	-64.3618403	Business	Restaurant	"<b>Pizza Lupa</b><br><i>117 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-3038<br><a href=""http://pizzalupa.ca/"">http://pizzalupa.ca/</a>"	(902) 542-3038	http://pizzalupa.ca/	117 Front St, Wolfville, NS B4P 1A4, Canada	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	pizza-lupa.jpg
Cruisin' Gourmet	45.09199589999999	-64.3573878	Business	Restaurant	<b>Cruisin' Gourmet</b><br><i>310 Main St, Wolfville, NS B4P 2G5, Canada</i><br>Tel: (613) 266-6810	(613) 266-6810		310 Main St, Wolfville, NS B4P 2G5, Canada	closed	F: 11:30 T: 18:00	F: 11:30 T: 18:00	F: 11:30 T: 18:00	F: 11:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 18:00	cruisin-gourmet.jpg
The Rice Bowl	45.0924081	-64.35509499999999	Business	Restaurant	"<b>The Rice Bowl</b><br><i>250 Main St, Wolfville, NS B4P 2J4, Canada</i><br>Tel: (902) 697-8899<br><a href=""https://thericebowlcatering.ca/"">https://thericebowlcatering.ca/</a>"	(902) 697-8899	https://thericebowlcatering.ca/	250 Main St, Wolfville, NS B4P 2J4, Canada								the-rice-bowl.jpg
Mulberries Bistro	45.09015890000001	-64.37402949999999	Business	Restaurant	"<b>Mulberries Bistro</b><br><i>620 Main St, Wolfville, NS B4P 1E8, Canada</i><br>Tel: (902) 542-7696<br><a href=""https://www.tattingstoneinn.com/mulberriesbistro"">https://www.tattingstoneinn.com/mulberriesbistro</a>"	(902) 542-7696	https://www.tattingstoneinn.com/mulberriesbistro	620 Main St, Wolfville, NS B4P 1E8, Canada	closed	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 10:00 T: 13:00	mulberries-bistro.jpg
Pizzeria Robust	45.0961757	-64.4086121	Business	Restaurant	"<b>Pizzeria Robust</b><br><i>980 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 697-2700<br><a href=""https://www.instagram.com/pizzeriarobust"">https://www.instagram.com/pizzeriarobust</a>"	(902) 697-2700	https://www.instagram.com/pizzeriarobust	980 NS-358, Port Williams, NS B0P 1T0, Canada	closed	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	closed	pizzeria-robust.jpg
Longfellow Restaurant	45.1026823	-64.3050834	Business	Restaurant	"<b>Longfellow Restaurant</b><br><i>11668 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 697-2163<br><a href=""https://www.theevangeline.ca/longfellow-restaurant"">https://www.theevangeline.ca/longfellow-restaurant</a>"	(902) 697-2163	https://www.theevangeline.ca/longfellow-restaurant	11668 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada	closed	closed	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	longfellow-restaurant.jpg
The Kitchen at Planters Ridge	45.1136121	-64.413026	Business	Restaurant	"<b>The Kitchen at Planters Ridge</b><br><i>1441 Church St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-2711<br><a href=""https://plantersridge.ca/contact/"">https://plantersridge.ca/contact/</a>"	(902) 542-2711	https://plantersridge.ca/contact/	1441 Church St, Port Williams, NS B0P 1T0, Canada	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 19:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	the-kitchen-at-planters-ridge.jpg
Planters Ridge Winery	45.1138771	-64.41312239999999	Landmark	Historic	"<b>Planters Ridge Winery</b><br><i>1441 Church St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-2711<br><a href=""https://www.plantersridge.ca/shop"">https://www.plantersridge.ca/shop</a>"	(902) 542-2711	https://www.plantersridge.ca/shop	1441 Church St, Port Williams, NS B0P 1T0, Canada	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 19:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	planters-ridge-winery.jpg
Just Us! Wolfville Café	45.0916229	-64.3627138	Business	Cafe	"<b>Just Us! Wolfville Café</b><br><i>450 Main St, Wolfville, NS B4P 2A1, Canada</i><br>Tel: (902) 542-7474<br><a href=""http://www.justuscoffee.com/"">http://www.justuscoffee.com/</a>"	(902) 542-7474	http://www.justuscoffee.com/	450 Main St, Wolfville, NS B4P 2A1, Canada	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	just-us-wolfville-cafe.jpg
The Axe Lounge	45.08836369999999	-64.36444709999999	Business	Bar	<b>The Axe Lounge</b><br><i>30 Highland Ave, Wolfville, NS B4P 1Y7, Canada</i><br>Tel: (902) 585-2146	(902) 585-2146		30 Highland Ave, Wolfville, NS B4P 1Y7, Canada	closed	F: 16:00 T: 01:00	F: 16:00 T: 22:00	F: 16:00 T: 01:00	F: 16:00 T: 01:00	F: 16:00 T: 01:00	closed	the-axe-lounge.jpg
Gaspereau Vineyards	45.06887999999999	-64.3571051	Business	Bar	"<b>Gaspereau Vineyards</b><br><i>2239 White Rock Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 697-2083<br><a href=""https://gaspereauwine.ca/"">https://gaspereauwine.ca/</a>"	(902) 697-2083	https://gaspereauwine.ca/	2239 White Rock Rd, Wolfville, NS B4P 2R1, Canada	closed	closed	closed	closed	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	gaspereau-vineyards.jpg
Annapolis Cider Company	45.0918028	-64.3601944	Business	Bar	"<b>Annapolis Cider Company</b><br><i>388 Main St, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 697-2707<br><a href=""http://drinkannapolis.ca/"">http://drinkannapolis.ca/</a>"	(902) 697-2707	http://drinkannapolis.ca/	388 Main St, Wolfville, NS B4P 2B8, Canada	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 21:00	F: 10:00 T: 00:00	F: 10:00 T: 21:00	F: 10:00 T: 20:00	annapolis-cider-company.jpg
Mercator Vineyards	45.101147	-64.327752	Business	Bar	"<b>Mercator Vineyards</b><br><i>88 Dyke Rd, Wolfville, NS B0P 1M0, Canada</i><br>Tel: (902) 542-7770<br><a href=""https://mercatorwine.ca/"">https://mercatorwine.ca/</a>"	(902) 542-7770	https://mercatorwine.ca/	88 Dyke Rd, Wolfville, NS B0P 1M0, Canada	closed	closed	closed	closed	F: 11:00 T: 18:00	F: 11:00 T: 18:00	F: 11:00 T: 18:00	mercator-vineyards.jpg
Bay of Fundy Brewing Co.	45.0964379	-64.4063452	Business	Bar	"<b>Bay of Fundy Brewing Co.</b><br><i>1116 Kars St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-7462<br><a href=""https://www.bayoffundybrewing.com/"">https://www.bayoffundybrewing.com/</a>"	(902) 542-7462	https://www.bayoffundybrewing.com/	1116 Kars St, Port Williams, NS B0P 1T0, Canada								bay-of-fundy-brewing-co.jpg
Rafters Bar	45.0726294	-64.4016006	Business	Bar	<b>Rafters Bar</b><br><i>153 Greenwich Rd S #153, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 542-1327	(902) 542-1327		153 Greenwich Rd S #153, Wolfville, NS B4P 2R2, Canada	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	rafters-bar.jpg
Your Independent Grocer Main Street	45.09181399999999	-64.360685	Business	Shops	"<b>Your Independent Grocer Main Street</b><br><i>396 Main St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-9680<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	(902) 542-9680	https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws	396 Main St, Wolfville, NS B4P 1A4, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 09:00 T: 19:00	your-independent-grocer-main-street.jpg
Grand Pre Bagels	45.0984624	-64.3046123	Business	Food	"<b>Grand Pre Bagels</b><br><i>1961 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br><a href=""https://www.grandprebagels.ca/"">https://www.grandprebagels.ca/</a>"		https://www.grandprebagels.ca/	1961 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada	closed	closed	closed	closed	closed	F: 12:00 T: 16:00	closed	grand-pre-bagels.jpg
Wolfville Integrated Health Care	45.09348790000001	-64.3651465	Business	Shops	"<b>Wolfville Integrated Health Care</b><br><i>189 Dykeland St #3, Wolfville, NS B4P 1A3, Canada</i><br>Tel: (902) 542-2000<br><a href=""https://www.wolfvillehealthcare.com/"">https://www.wolfvillehealthcare.com/</a>"	(902) 542-2000	https://www.wolfvillehealthcare.com/	189 Dykeland St #3, Wolfville, NS B4P 1A3, Canada	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 14:00	closed	wolfville-integrated-health-care.jpg
The Clayground Studio	45.091917	-64.358781	Business	Shops	"<b>The Clayground Studio</b><br><i>348 Main St, Wolfville, NS B4P 2E8, Canada</i><br>Tel: (902) 542-2169<br><a href=""https://www.theclaygroundstudio.com/"">https://www.theclaygroundstudio.com/</a>"	(902) 542-2169	https://www.theclaygroundstudio.com/	348 Main St, Wolfville, NS B4P 2E8, Canada	closed	closed	F: 12:00 T: 17:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 10:00 T: 18:00	F: 12:00 T: 17:00	the-clayground-studio.jpg
Herbin Jewellers	45.09133	-64.362905	Business	Shops	"<b>Herbin Jewellers</b><br><i>453 Main St, Wolfville, NS B4P 1E3, Canada</i><br>Tel: (902) 542-5705<br><a href=""https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville"">https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville</a>"	(902) 542-5705	https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville	453 Main St, Wolfville, NS B4P 1E3, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 18:00	F: 10:00 T: 17:00	closed	herbin-jewellers.jpg
Applewicks Craft Shoppe	45.091533	-64.3585034	Business	Shops	"<b>Applewicks Craft Shoppe</b><br><i>341 Main St, Wolfville, NS B4P 2C2, Canada</i><br>Tel: (902) 542-3520<br><a href=""https://www.larchehomefires.org/our-products"">https://www.larchehomefires.org/our-products</a>"	(902) 542-3520	https://www.larchehomefires.org/our-products	341 Main St, Wolfville, NS B4P 2C2, Canada								applewicks-craft-shoppe.jpg
Randall House Museum	45.0920203	-64.3553373	Landmark	Museum	"<b>Randall House Museum</b><br><i>259 Main St, Wolfville, NS B4P 1C6, Canada</i><br>Tel: (902) 542-9775<br><a href=""http://wolfvillehs.ednet.ns.ca/"">http://wolfvillehs.ednet.ns.ca/</a>"	(902) 542-9775	http://wolfvillehs.ednet.ns.ca/	259 Main St, Wolfville, NS B4P 1C6, Canada								randall-house-museum.jpg
Stirling's Farm Market (Greenwich)	45.085153	-64.382674	Business	Shops	"<b>Stirling's Farm Market (Greenwich)</b><br><i>10328 Evangeline Trl, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 542-2789<br><a href=""http://www.stirlingfruitfarms.ca/"">http://www.stirlingfruitfarms.ca/</a>"	(902) 542-2789	http://www.stirlingfruitfarms.ca/	10328 Evangeline Trl, Wolfville, NS B4P 2R2, Canada	F: 09:00 T: 19:00	F: 09:00 T: 19:00	F: 09:00 T: 19:00	F: 09:00 T: 19:00	F: 09:00 T: 19:00	F: 09:00 T: 19:00	F: 09:00 T: 19:00	stirling-s-farm-market-greenwich.jpg
Circle K	45.0850574	-64.39712709999999	Business	Shops	"<b>Circle K</b><br><i>10095 Nova Scotia Trunk 1, Greenwich, NS B4P 0M7, Canada</i><br>Tel: (902) 542-2722<br><a href=""https://www.circlek.com/ca/atlantic/store-locator/CA/greenwich/10095-hwy-1/6002070?utm_source=google&utm_medium=local&utm_campaign=google-local"">https://www.circlek.com/ca/atlantic/store-locator/CA/greenwich/10095-hwy-1/6002070?utm_source=google&utm_medium=local&utm_campaign=google-local</a>"	(902) 542-2722	https://www.circlek.com/ca/atlantic/store-locator/CA/greenwich/10095-hwy-1/6002070?utm_source=google&utm_medium=local&utm_campaign=google-local	10095 Nova Scotia Trunk 1, Greenwich, NS B4P 0M7, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	circle-k.jpg
Workplace Essentials Ltd	45.0968048	-64.4080835	Business	Shops	"<b>Workplace Essentials Ltd</b><br><i>Box 25, 1087 Middle St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (800) 565-2605<br><a href=""http://www.workplaceessentials.ca/"">http://www.workplaceessentials.ca/</a>"	(800) 565-2605	http://www.workplaceessentials.ca/	Box 25, 1087 Middle St, Port Williams, NS B0P 1T0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	workplace-essentials-ltd.jpg
Studio 14 Gifts & Gallery	45.0833205	-64.4006471	Landmark	Gallery	"<b>Studio 14 Gifts & Gallery</b><br><i>10032 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 697-1414<br><a href=""http://www.facebook.com/studio14giftsandgallery"">http://www.facebook.com/studio14giftsandgallery</a>"	(902) 697-1414	http://www.facebook.com/studio14giftsandgallery	10032 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada	F: 12:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 12:00 T: 17:00	studio-14-gifts-gallery.jpg
Dabro Farms	45.06122690000001	-64.37582069999999	Business	Shops	<b>Dabro Farms</b><br><i>105 Gaspereau River Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (587) 979-0758	(587) 979-0758		105 Gaspereau River Rd, Wolfville, NS B4P 2R1, Canada								dabro-farms.jpg
Fireworks FX	45.0911648	-64.3027465	Business	Shops	"<b>Fireworks FX</b><br><i>1794 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (800) 717-2292<br><a href=""https://www.fireworksfx.com/"">https://www.fireworksfx.com/</a>"	(800) 717-2292	https://www.fireworksfx.com/	1794 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	closed	closed	fireworks-fx.jpg
Lantz Truck Body Ltd	45.0906381	-64.4173098	Business	Shops	<b>Lantz Truck Body Ltd</b><br><i>Belcher Wolfville, NS Canada, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-9797	(902) 542-9797		Belcher Wolfville, NS Canada, Port Williams, NS B0P 1T0, Canada	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	closed	closed	
