name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Highwheeler Cafe & Bakery	46.0997912	-60.7518786	Business	Restaurant	"<b>Highwheeler Cafe & Bakery</b><br><i>484 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3006<br><a href=""https://www.facebook.com/baddeckcafe/"">https://www.facebook.com/baddeckcafe/</a>"	(902) 295-3006	https://www.facebook.com/baddeckcafe/	484 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 07:00 T: 15:00	closed	F: 07:00 T: 15:00	F: 07:00 T: 15:00	F: 07:00 T: 15:00	F: 07:00 T: 15:00	F: 07:00 T: 15:00	highwheeler-cafe-bakery.jpg
The Lookout Restaurant - Baddeck	46.0982601	-60.7568233	Business	Restaurant	"<b>The Lookout Restaurant - Baddeck</b><br><i>387 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2849<br><a href=""https://giseles.com/dining-room/"">https://giseles.com/dining-room/</a>"	(902) 295-2849	https://giseles.com/dining-room/	387 Shore Rd, Baddeck, NS B0E 1B0, Canada	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	the-lookout-restaurant-baddeck.jpg
The Freight Shed : At The Terrace	46.1002747	-60.7491996	Business	Restaurant	<b>The Freight Shed : At The Terrace</b><br><i>22 Water St, Baddeck, NS B0E 1B0, Canada</i>			22 Water St, Baddeck, NS B0E 1B0, Canada	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	the-freight-shed-at-the-terrace.jpg
Main Street Restaurant- Baddeck	46.1010807	-60.7487248	Business	Restaurant	<b>Main Street Restaurant- Baddeck</b><br><i>525 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2544	(902) 295-2544		525 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	main-street-restaurant-baddeck.jpg
The Freight Shed: Waterside Bistro & Market	46.1000366	-60.74778339999999	Business	Restaurant	<b>The Freight Shed: Waterside Bistro & Market</b> — Lakeside eatery in a weatherboarded building with a beamed ceiling serving local beers & seafood.<br><i>22 Water St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1389	(902) 295-1389		22 Water St, Baddeck, NS B0E 1B0, Canada	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	the-freight-shed-waterside-bistro-market.jpg
Lakeside Restaurant	46.0945277	-60.7547674	Business	Restaurant	"<b>Lakeside Restaurant</b><br><i>368 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3500<br><a href=""https://inveraryresort.com/dining/"">https://inveraryresort.com/dining/</a>"	(902) 295-3500	https://inveraryresort.com/dining/	368 Shore Rd, Baddeck, NS B0E 1B0, Canada	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	F: 17:00 T: 21:00	lakeside-restaurant.jpg
Bean There Cafe	46.1005406	-60.75055159999999	Business	Cafe	"<b>Bean There Cafe</b><br><i>503 Chebucto St #3, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1634<br><a href=""https://www.facebook.com/Bean-There-Cafe-172645366130232/"">https://www.facebook.com/Bean-There-Cafe-172645366130232/</a>"	(902) 295-1634	https://www.facebook.com/Bean-There-Cafe-172645366130232/	503 Chebucto St #3, Baddeck, NS B0E 1B0, Canada	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 14:00	closed	bean-there-cafe.jpg
Tetra Cafe	46.103403	-60.7463523	Business	Cafe	<b>Tetra Cafe</b><br><i>559 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1643	(902) 295-1643		559 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	tetra-cafe.jpg
Julias Bakery Ltd	46.0988351	-60.7523947	Business	Food	<b>Julias Bakery Ltd</b><br><i>48 Twining St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3000	(902) 295-3000		48 Twining St, Baddeck, NS B0E 1B0, Canada								julias-bakery-ltd.jpg
Baddeck Home Hardware	46.1003948	-60.75159099999999	Business	Shops	"<b>Baddeck Home Hardware</b> — Branch of a chain store offering products like paint, tools, grills & home-improvement supplies.<br><i>491 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2170<br><a href=""https://www.homehardware.ca/store/30495?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=30495"">https://www.homehardware.ca/store/30495?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=30495</a>"	(902) 295-2170	https://www.homehardware.ca/store/30495?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=30495	491 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 17:00	closed	baddeck-home-hardware.jpg
Baddeck Building Supplies Co Ltd	46.0973968	-60.75192320000001	Business	Shops	<b>Baddeck Building Supplies Co Ltd</b><br><i>22 Twining St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2903	(902) 295-2903		22 Twining St, Baddeck, NS B0E 1B0, Canada	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 07:00 T: 16:00	F: 08:00 T: 12:00	closed	baddeck-building-supplies-co-ltd.jpg
NSLC Beer, Wine, Spirits, Cannabis	46.099388	-60.758845	Business	Shops	"<b>NSLC Beer, Wine, Spirits, Cannabis</b><br><i>16 Jessica Wong Ln, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2390<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	(902) 295-2390	http://www.mynslc.com/	16 Jessica Wong Ln, Baddeck, NS B0E 1B0, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 12:00 T: 17:00	nslc-beer-wine-spirits-cannabis.jpg
Proof Positive Coins	46.09814420000001	-60.75493100000001	Business	Shops	"<b>Proof Positive Coins</b><br><i>404 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3007<br><a href=""http://proofpositivecoins.com/"">http://proofpositivecoins.com/</a>"	(902) 295-3007	http://proofpositivecoins.com/	404 Shore Rd, Baddeck, NS B0E 1B0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	proof-positive-coins.jpg
Drinnan Computers	46.09886849999999	-60.750656	Business	Shops	"<b>Drinnan Computers</b><br><i>4 Mechanic St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 294-0305<br><a href=""http://facebook.com/michaeldrinnancomputers"">http://facebook.com/michaeldrinnancomputers</a>"	(902) 294-0305	http://facebook.com/michaeldrinnancomputers	4 Mechanic St, Baddeck, NS B0E 1B0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	drinnan-computers.jpg
Needs Convenience Baddeck	46.09961199999999	-60.754141	Business	Automotive	"<b>Needs Convenience Baddeck</b><br><i>7 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3025<br><a href=""https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 295-3025	https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	7 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 17:30	F: 08:30 T: 19:30	F: 08:30 T: 19:30	F: 08:30 T: 17:30	F: 08:30 T: 23:00	needs-convenience-baddeck.jpg
Signature	46.10141239999999	-60.7474527	Business	Shops	<b>Signature</b><br><i>549 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2370	(902) 295-2370		549 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	
Aphrodite Gift Shop	46.0999157	-60.75347249999999	Business	Shops	<b>Aphrodite Gift Shop</b><br><i>street, 96 Twining St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2045	(902) 295-2045		street, 96 Twining St, Baddeck, NS B0E 1B0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	aphrodite-gift-shop.jpg
Breton Naturals	46.1002046	-60.7520737	Business	Shops	"<b>Breton Naturals</b><br><i>485 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 322-4322<br><a href=""http://www.bretonnaturals.com/contact.htm"">http://www.bretonnaturals.com/contact.htm</a>"	(902) 322-4322	http://www.bretonnaturals.com/contact.htm	485 Chebucto St, Baddeck, NS B0E 1B0, Canada								
Isle Of Fog Thrift & More	46.099816	-60.75100740000001	Business	Shops	<b>Isle Of Fog Thrift & More</b><br><i>492 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-7727	(902) 295-7727		492 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 10:00 T: 16:30	closed	F: 10:00 T: 16:30	F: 10:00 T: 16:30	F: 10:00 T: 16:30	F: 10:00 T: 16:30	F: 10:00 T: 16:30	isle-of-fog-thrift-more.jpg
Flying Kite Artisan Shop	46.10069339999999	-60.750102	Business	Shops	"<b>Flying Kite Artisan Shop</b><br><i>507 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3424<br><a href=""http://www.flyingkiteshop.ca/"">http://www.flyingkiteshop.ca/</a>"	(902) 295-3424	http://www.flyingkiteshop.ca/	507 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 11:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	flying-kite-artisan-shop.jpg
Needs Baddeck	46.101431	-60.746765	Business	Automotive	"<b>Needs Baddeck</b><br><i>Box 569, Chebucto &, Twining St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3025<br><a href=""https://www.needs.ca/en/stores/needs-baddeck/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://www.needs.ca/en/stores/needs-baddeck/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 295-3025	https://www.needs.ca/en/stores/needs-baddeck/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	Box 569, Chebucto &, Twining St, Baddeck, NS B0E 1B0, Canada	F: 07:00 T: 23:00	F: 07:00 T: 23:00	F: 07:00 T: 23:00	F: 07:00 T: 23:00	F: 07:00 T: 23:00	F: 07:00 T: 23:00	F: 07:00 T: 23:00	needs-baddeck.jpg
Scotch-Hill Woodworking	46.1062392	-60.7572471	Business	Shops	<b>Scotch-Hill Woodworking</b><br><i>228 Twining St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1963	(902) 295-1963		228 Twining St, Baddeck, NS B0E 1B0, Canada	F: 08:30 T: 17:00	F: 08:30 T: 17:00	F: 08:30 T: 17:00	F: 08:30 T: 17:00	F: 08:30 T: 17:00	closed	closed	scotch-hill-woodworking.jpg
RBC Royal Bank	46.1000867	-60.750856	Business	Finance	"<b>RBC Royal Bank</b><br><i>496 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2224<br><a href=""https://maps.rbcroyalbank.com/NS-BADDECK-branch-553"">https://maps.rbcroyalbank.com/NS-BADDECK-branch-553</a>"	(902) 295-2224	https://maps.rbcroyalbank.com/NS-BADDECK-branch-553	496 Chebucto St, Baddeck, NS B0E 1B0, Canada	F: 09:30 T: 17:00	F: 09:30 T: 17:00	F: 09:30 T: 17:00	F: 09:30 T: 17:00	F: 09:30 T: 17:00	closed	closed	rbc-royal-bank.jpg
BADDECK GYM	46.1006876	-60.7485683	Business	Health	"<b>BADDECK GYM</b><br><i>526 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br><a href=""http://baddeckgym.com/"">http://baddeckgym.com/</a>"		http://baddeckgym.com/	526 Chebucto St, Baddeck, NS B0E 1B0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	
Broadwater Inn & Cottages Cape Breton	46.114406	-60.72748319999999	Business	Accommodation	"<b>Broadwater Inn & Cottages Cape Breton</b> — Suites & cottages in a historic bayside retreat offering water views & a lounge.<br><i>975 NS-205, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1101<br><a href=""http://broadwaterinn.com/"">http://broadwaterinn.com/</a>"	(902) 295-1101	http://broadwaterinn.com/	975 NS-205, Baddeck, NS B0E 1B0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	broadwater-inn-cottages-cape-breton.jpg
Baddeck Inn	46.08864519999999	-60.78286319999999	Business	Accommodation	"<b>Baddeck Inn</b><br><i>8282 Trans-Canada Hwy, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (844) 887-0200<br><a href=""http://www.baddeckinn.com/"">http://www.baddeckinn.com/</a>"	(844) 887-0200	http://www.baddeckinn.com/	8282 Trans-Canada Hwy, Baddeck, NS B0E 1B0, Canada								baddeck-inn.jpg
Bell View Bed & Breakfast	46.1049999	-60.7386087	Business	Accommodation	<b>Bell View Bed & Breakfast</b><br><i>713 NS-205, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-2334	(902) 295-2334		713 NS-205, Baddeck, NS B0E 1B0, Canada								bell-view-bed-breakfast.jpg
Dunlop Inn	46.100933	-60.747145	Business	Accommodation	"<b>Dunlop Inn</b> — Genteel waterfront B&B offering a private beach & 2 bayside decks, plus cosy rooms with free Wi-Fi.<br><i>552 Chebucto St, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1100<br><a href=""https://dunlopinn.ca/"">https://dunlopinn.ca/</a>"	(902) 295-1100	https://dunlopinn.ca/	552 Chebucto St, Baddeck, NS B0E 1B0, Canada								dunlop-inn.jpg
Ceilidh Country Lodge	46.0974396	-60.7582235	Business	Accommodation	"<b>Ceilidh Country Lodge</b> — Simple rooms & cabins, some with lake views, in a relaxed property offering free breakfast & Wi-Fi.<br><i>369 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-1122<br><a href=""http://ceilidhcountrylodge.com/"">http://ceilidhcountrylodge.com/</a>"	(902) 295-1122	http://ceilidhcountrylodge.com/	369 Shore Rd, Baddeck, NS B0E 1B0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	ceilidh-country-lodge.jpg
Kildare Landing by Cape Breton Resorts	46.09538	-60.75495590000001	Business	Accommodation	<b>Kildare Landing by Cape Breton Resorts</b> — Refined rooms, some with kitchens, in a lakeside resort with a golf course, a spa & an indoor pool.<br><i>368 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 435-9782	(902) 435-9782		368 Shore Rd, Baddeck, NS B0E 1B0, Canada								kildare-landing-by-cape-breton-resorts.jpg
The Worn Doorstep Guest House	46.0996434	-60.7568232	Business	Accommodation	"<b>The Worn Doorstep Guest House</b><br><i>43 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-8401<br><a href=""https://www.theworndoorstep.com/"">https://www.theworndoorstep.com/</a>"	(902) 295-8401	https://www.theworndoorstep.com/	43 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada								the-worn-doorstep-guest-house.jpg
High Street Inn	46.1026286	-60.7547189	Business	Accommodation	<b>High Street Inn</b> — Laid-back rooms with free WiFi, minifridges & private entrances, plus a porch & a garden.<br><i>18 High St, Baddeck, NS B0E 1B0, Canada</i>			18 High St, Baddeck, NS B0E 1B0, Canada								high-street-inn.jpg
Bayside Haven Vacation Home	46.12221599999999	-60.7172832	Business	Accommodation	"<b>Bayside Haven Vacation Home</b><br><i>1211 NS-205, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 595-4308<br><a href=""http://www.baysidehaven.com/"">http://www.baysidehaven.com/</a>"	(902) 595-4308	http://www.baysidehaven.com/	1211 NS-205, Baddeck, NS B0E 1B0, Canada								bayside-haven-vacation-home.jpg
Macaulay’s Hill Farm	46.0999169	-60.754676	Business	Accommodation	"<b>Macaulay’s Hill Farm</b><br><i>2112 W Bay Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (902) 295-3450<br><a href=""http://macaulayshill-farm.com/"">http://macaulayshill-farm.com/</a>"	(902) 295-3450	http://macaulayshill-farm.com/	2112 W Bay Rd, Baddeck, NS B0E 1B0, Canada								
The Upside Down House	46.098812	-60.75343700000001	Business	Accommodation	"<b>The Upside Down House</b><br><i>430 Shore Rd, Baddeck, NS B0E 1B0, Canada</i><br><a href=""https://www.airbnb.ca/rooms/30464744?source_impression_id=p3_1625416439_vbrw%2BT9bmYdXwDHs&guests=1&adults=1"">https://www.airbnb.ca/rooms/30464744?source_impression_id=p3_1625416439_vbrw%2BT9bmYdXwDHs&guests=1&adults=1</a>"		https://www.airbnb.ca/rooms/30464744?source_impression_id=p3_1625416439_vbrw%2BT9bmYdXwDHs&guests=1&adults=1	430 Shore Rd, Baddeck, NS B0E 1B0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	
Auberge Gisele's Inn - Deluxe King Room	46.09777829999999	-60.75609970000001	Business	Accommodation	"<b>Auberge Gisele's Inn - Deluxe King Room</b><br><i>Baddeck, NS B0E 1B0, Canada</i><br><a href=""https://www.freecancellations.com/search/F2giQ1NQS3UAXFIBVVhYTQ8KVkhmEFRG?lat=46.09778&lng=-60.7561&language=en"">https://www.freecancellations.com/search/F2giQ1NQS3UAXFIBVVhYTQ8KVkhmEFRG?lat=46.09778&lng=-60.7561&language=en</a>"		https://www.freecancellations.com/search/F2giQ1NQS3UAXFIBVVhYTQ8KVkhmEFRG?lat=46.09778&lng=-60.7561&language=en	Baddeck, NS B0E 1B0, Canada								
Selkie’s Rest S /Y Elsie Lighthouse (Blue)	46.1023216	-60.7556114	Business	Accommodation	<b>Selkie’s Rest S /Y Elsie Lighthouse (Blue)</b><br><i>Baddeck, NS B0E 1B0, Canada</i>			Baddeck, NS B0E 1B0, Canada								
Bryson's Bed & Breakfast	46.1005903	-60.75861270000001	Business	Accommodation	"<b>Bryson's Bed & Breakfast</b><br><i>64 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada</i><br>Tel: (905) 622-5057<br><a href=""https://brysonsbedandbreakfast.com/"">https://brysonsbedandbreakfast.com/</a>"	(905) 622-5057	https://brysonsbedandbreakfast.com/	64 Old Margaree Rd, Baddeck, NS B0E 1B0, Canada								bryson-s-bed-breakfast.jpg
Ceilidh Country Lodge - Larger Room with King Bed, Lake View	46.0970993	-60.756981	Business	Accommodation	<b>Ceilidh Country Lodge - Larger Room with King Bed, Lake View</b><br><i>Baddeck, NS B0E 1B0, Canada</i>			Baddeck, NS B0E 1B0, Canada								
Heart of Baddeck Village	46.10300060000001	-60.75099949999999	Business	Accommodation	<b>Heart of Baddeck Village</b><br><i>Baddeck, NS B0E 1B0, Canada</i>			Baddeck, NS B0E 1B0, Canada								
Little Oasis in Baddeck. Family-size house only 5 min away from downtown.	46.1067581	-60.74966809999999	Business	Accommodation	<b>Little Oasis in Baddeck. Family-size house only 5 min away from downtown.</b><br><i>Baddeck, NS B0E 1B0, Canada</i>			Baddeck, NS B0E 1B0, Canada								
Charming Modern Cottage with water views and private Spa. Quiet Coastal Location	46.1026306	-60.7424392	Business	Accommodation	<b>Charming Modern Cottage with water views and private Spa. Quiet Coastal Location</b><br><i>Baddeck, NS B0E 1B0, Canada</i>			Baddeck, NS B0E 1B0, Canada								
