name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Chrismaria Family Restaurant Ltd	44.9875359	-64.9495622	Business	Restaurant	"<b>Chrismaria Family Restaurant Ltd</b><br><i>583 Main St, Kingston, NS B0P 0A3, Canada</i><br>Tel: (902) 765-2899<br><a href=""https://chrismariarestaurant.com/"">https://chrismariarestaurant.com/</a>"	(902) 765-2899	https://chrismariarestaurant.com/	583 Main St, Kingston, NS B0P 0A3, Canada	closed	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	closed	F: 12:00 T: 19:00	chrismaria-family-restaurant-ltd.jpg
Mama Sofia Pizzeria (KINGSTON)	44.9870375	-64.95113049999999	Business	Restaurant	<b>Mama Sofia Pizzeria (KINGSTON)</b><br><i>521 Main St, Kingston, NS B0P 0A3, Canada</i><br>Tel: (902) 765-8855	(902) 765-8855		521 Main St, Kingston, NS B0P 0A3, Canada	F: 15:00 T: 20:00	F: 15:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 14:00 T: 21:00	F: 15:00 T: 20:00	mama-sofia-pizzeria-kingston.jpg
Bento Sushi	44.9843219	-64.9521785	Business	Restaurant	"<b>Bento Sushi</b><br><i>470 Main St, Kingston, NS B0P 0A3, Canada</i><br><a href=""https://www.bentosushi.com/"">https://www.bentosushi.com/</a>"		https://www.bentosushi.com/	470 Main St, Kingston, NS B0P 0A3, Canada	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 10:00 T: 20:00	bento-sushi.jpg
Wendy's	44.9710718	-64.93486349999999	Business	Restaurant	"<b>Wendy's</b> — Fast-food burger chain serving sides such as chili & baked potatoes.<br><i>812 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-9435<br><a href=""https://locations.wendys.com/canada/ns/greenwood/812-central-avenue?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_CA"">https://locations.wendys.com/canada/ns/greenwood/812-central-avenue?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_CA</a>"	(902) 765-9435	https://locations.wendys.com/canada/ns/greenwood/812-central-avenue?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search&utm_content=EN_CA	812 Central Ave, Greenwood, NS B0P 1N0, Canada	F: 06:30 T: 00:00	F: 06:30 T: 00:00	F: 06:30 T: 00:00	F: 06:30 T: 00:00	F: 06:30 T: 00:00	F: 06:30 T: 00:00	F: 06:30 T: 00:00	wendy-s.jpg
Pizza Hut Greenwood	44.9700243	-64.93593419999999	Business	Restaurant	"<b>Pizza Hut Greenwood</b> — Popular delivery, carry-out & dine-in chain known for pizza, wings & pasta, plus sides & desserts.<br><i>780 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-2233<br><a href=""https://www.pizzahut.ca/huts/ca-1/R60901"">https://www.pizzahut.ca/huts/ca-1/R60901</a>"	(902) 765-2233	https://www.pizzahut.ca/huts/ca-1/R60901	780 Central Ave, Greenwood, NS B0P 1N0, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	pizza-hut-greenwood.jpg
Tim Hortons	44.9693473	-64.9372638	Business	Cafe	"<b>Tim Hortons</b> — Canadian chain for signature premium-blend coffee, plus light fare, pastries & breakfast sandwiches.<br><i>752 Ward Rd, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-6947<br><a href=""https://www.timhortons.ca/?lang=en"">https://www.timhortons.ca/?lang=en</a>"	(902) 765-6947	https://www.timhortons.ca/?lang=en	752 Ward Rd, Greenwood, NS B0P 1N0, Canada	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	tim-hortons.jpg
Ed's Take Out	44.97829099999999	-64.9680189	Business	Restaurant	<b>Ed's Take Out</b><br><i>15108 Evangeline Trl, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 363-2444	(902) 363-2444		15108 Evangeline Trl, Kingston, NS B0P 1R0, Canada	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	ed-s-take-out.jpg
Pita Pit	44.9683118	-64.9297725	Business	Restaurant	"<b>Pita Pit</b> — Diners create their own sandwiches at this health-oriented counter-serve chain.<br><i>1113 Argus Dr, Greenwood, NS B0P 1R0, Canada</i><br>Tel: (902) 765-6089<br><a href=""https://pitapit.ca/"">https://pitapit.ca/</a>"	(902) 765-6089	https://pitapit.ca/	1113 Argus Dr, Greenwood, NS B0P 1R0, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 11:30 T: 21:00	pita-pit.jpg
Oaken Barrel Pub	44.969291	-64.9250969	Business	Restaurant	"<b>Oaken Barrel Pub</b><br><i>944 Pickering Ln, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-8933<br><a href=""http://www.oakenbarrel.ca/"">http://www.oakenbarrel.ca/</a>"	(902) 765-8933	http://www.oakenbarrel.ca/	944 Pickering Ln, Greenwood, NS B0P 1N0, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	oaken-barrel-pub.jpg
Kings Arms Pub Greenwood	44.9670686	-64.9412187	Business	Restaurant	<b>Kings Arms Pub Greenwood</b><br><i>678 Central Ave, Greenwood, NS B0P 1R0, Canada</i><br>Tel: (902) 765-2093	(902) 765-2093		678 Central Ave, Greenwood, NS B0P 1R0, Canada								kings-arms-pub-greenwood.jpg
Subway	44.9686452	-64.9263464	Business	Restaurant	"<b>Subway</b> — Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.<br><i>963 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-2267<br><a href=""https://restaurants.subway.com/canada/ns/greenwood/963-central-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11273&utm_campaign=evergreen-2020&y_source=1_MTQ5MTkyNzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"">https://restaurants.subway.com/canada/ns/greenwood/963-central-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11273&utm_campaign=evergreen-2020&y_source=1_MTQ5MTkyNzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D</a>"	(902) 765-2267	https://restaurants.subway.com/canada/ns/greenwood/963-central-ave?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11273&utm_campaign=evergreen-2020&y_source=1_MTQ5MTkyNzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	963 Central Ave, Greenwood, NS B0P 1N0, Canada	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 07:30 T: 22:00	F: 07:30 T: 22:00	F: 07:30 T: 22:00	F: 07:30 T: 22:00	F: 08:00 T: 22:00	subway.jpg
Greco Pizza	44.968604	-64.9247269	Business	Restaurant	"<b>Greco Pizza</b><br><i>963 Central Ave Unit 14, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-6363<br><a href=""http://www.greco.ca/"">http://www.greco.ca/</a>"	(902) 765-6363	http://www.greco.ca/	963 Central Ave Unit 14, Greenwood, NS B0P 1N0, Canada	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 12:00 T: 19:00	greco-pizza.jpg
The Indian Masala House - Greenwood Restaurant	44.9678772	-64.92711969999999	Business	Restaurant	<b>The Indian Masala House - Greenwood Restaurant</b><br><i>982 Central Ave, Greenwood, NS B0P 1N0, Canada</i>			982 Central Ave, Greenwood, NS B0P 1N0, Canada								
Mama Evelyn Pizzeria	44.9676705	-64.9267814	Business	Restaurant	"<b>Mama Evelyn Pizzeria</b><br><i>986 Central Ave, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 242-9999<br><a href=""http://www.mamapizzas.ca/"">http://www.mamapizzas.ca/</a>"	(902) 242-9999	http://www.mamapizzas.ca/	986 Central Ave, Kingston, NS B0P 1R0, Canada	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 22:00	F: 11:00 T: 22:00	F: 15:00 T: 20:00	mama-evelyn-pizzeria.jpg
Cakes by Ginette	45.00921959999999	-64.97420149999999	Business	Food	<b>Cakes by Ginette</b><br><i>140 NS-221, Kingston, NS B0P 1R0, Canada</i><br>Tel: (647) 219-4598	(647) 219-4598		140 NS-221, Kingston, NS B0P 1R0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	cakes-by-ginette.jpg
Canadian Tire	44.96746450000001	-64.9360879	Business	Shops	"<b>Canadian Tire</b><br><i>Box 1360, 730 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-6338<br><a href=""https://www.canadiantire.ca/en/store-details/ns/greenwood-ns-261.html?utm_source=google&utm_medium=lss&utm_content=261"">https://www.canadiantire.ca/en/store-details/ns/greenwood-ns-261.html?utm_source=google&utm_medium=lss&utm_content=261</a>"	(902) 765-6338	https://www.canadiantire.ca/en/store-details/ns/greenwood-ns-261.html?utm_source=google&utm_medium=lss&utm_content=261	Box 1360, 730 Central Ave, Greenwood, NS B0P 1N0, Canada	closed	F: 08:00 T: 19:00	F: 08:00 T: 19:00	F: 08:00 T: 19:00	F: 08:00 T: 19:00	F: 08:00 T: 18:00	F: 09:00 T: 18:00	canadian-tire.jpg
Sobeys Greenwood	44.96754399999999	-64.938549	Business	Shops	"<b>Sobeys Greenwood</b><br><i>720 Central Ave, Greenwood, NS B0P 1R0, Canada</i><br>Tel: (902) 765-4033<br><a href=""https://www.sobeys.com/stores/sobeys-greenwood/?f=789&utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://www.sobeys.com/stores/sobeys-greenwood/?f=789&utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 765-4033	https://www.sobeys.com/stores/sobeys-greenwood/?f=789&utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	720 Central Ave, Greenwood, NS B0P 1R0, Canada	F: 07:00 T: 21:00	F: 07:00 T: 21:00	F: 07:00 T: 21:00	F: 07:00 T: 21:00	F: 07:00 T: 21:00	F: 07:00 T: 21:00	F: 09:00 T: 20:00	sobeys-greenwood.jpg
Dollarama	44.96776500000001	-64.92249699999999	Business	Shops	"<b>Dollarama</b><br><i>Mart Plaza, 1065 Central Ave K, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (888) 365-4266<br><a href=""https://www.dollarama.com/en-CA/locations/ns/greenwood-1065-central-ave?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama"">https://www.dollarama.com/en-CA/locations/ns/greenwood-1065-central-ave?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama</a>"	(888) 365-4266	https://www.dollarama.com/en-CA/locations/ns/greenwood-1065-central-ave?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama	Mart Plaza, 1065 Central Ave K, Greenwood, NS B0P 1N0, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	dollarama.jpg
Cleve's Source For Sports	44.96869419999999	-64.9271481	Business	Shops	"<b>Cleve's Source For Sports</b> — National sports retail brand selling clothing & footwear, plus equipment & accessories.<br><i>Greenwood Mall, 963 Central Ave, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 765-2475<br><a href=""https://www.sourceforsports.ca/pages/cleves-source-for-sports-greenwood-kingston"">https://www.sourceforsports.ca/pages/cleves-source-for-sports-greenwood-kingston</a>"	(902) 765-2475	https://www.sourceforsports.ca/pages/cleves-source-for-sports-greenwood-kingston	Greenwood Mall, 963 Central Ave, Kingston, NS B0P 1R0, Canada	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 18:00	F: 12:00 T: 17:00	cleve-s-source-for-sports.jpg
Pharmasave Kingston	44.9879611	-64.9485457	Business	Health	"<b>Pharmasave Kingston</b><br><i>613 Main St, Kingston, NS B0P 0A3, Canada</i><br>Tel: (902) 765-2103<br><a href=""http://pharmasave.com/store/pharmasave-kingston/"">http://pharmasave.com/store/pharmasave-kingston/</a>"	(902) 765-2103	http://pharmasave.com/store/pharmasave-kingston/	613 Main St, Kingston, NS B0P 0A3, Canada	F: 09:00 T: 20:00	F: 09:00 T: 20:00	F: 09:00 T: 20:00	F: 09:00 T: 20:00	F: 09:00 T: 20:00	F: 09:00 T: 17:00	F: 12:00 T: 17:00	
JC's Hot Tubs and Pools	44.981811	-64.96166099999999	Business	Shops	<b>JC's Hot Tubs and Pools</b><br><i>323 Main St, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 765-6370	(902) 765-6370		323 Main St, Kingston, NS B0P 1R0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 13:00	closed	jc-s-hot-tubs-and-pools.jpg
Essentials Lingerie	44.9691309	-64.93782949999999	Business	Shops	"<b>Essentials Lingerie</b><br><i>748 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-0988<br><a href=""https://www.essentialslingerie.ca/"">https://www.essentialslingerie.ca/</a>"	(902) 765-0988	https://www.essentialslingerie.ca/	748 Central Ave, Greenwood, NS B0P 1N0, Canada	closed	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 10:00 T: 17:00	closed	essentials-lingerie.jpg
easyhome Lease to Own	44.9680847	-64.9263847	Business	Shops	"<b>easyhome Lease to Own</b><br><i>963 Central Ave Unit 48, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-2797<br><a href=""https://easyhome.ca/?utm_source=yext&utm_medium=referral&utm_campaign=businessdirectory&y_source=1_MjAzMzA3OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"">https://easyhome.ca/?utm_source=yext&utm_medium=referral&utm_campaign=businessdirectory&y_source=1_MjAzMzA3OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D</a>"	(902) 765-2797	https://easyhome.ca/?utm_source=yext&utm_medium=referral&utm_campaign=businessdirectory&y_source=1_MjAzMzA3OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	963 Central Ave Unit 48, Greenwood, NS B0P 1N0, Canada	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 09:00 T: 18:00	closed	
Mind Bender Toys Ltd	44.9683859	-64.9260801	Business	Shops	"<b>Mind Bender Toys Ltd</b><br><i>963 Central Ave, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-6497<br><a href=""http://www.greenwoodmall.ns.ca/"">http://www.greenwoodmall.ns.ca/</a>"	(902) 765-6497	http://www.greenwoodmall.ns.ca/	963 Central Ave, Greenwood, NS B0P 1N0, Canada	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 18:00	F: 12:00 T: 17:00	mind-bender-toys-ltd.jpg
Needs Convenience Kingston	44.991044	-64.93988	Business	Automotive	"<b>Needs Convenience Kingston</b><br><i>800 Main St, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 765-2055<br><a href=""https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 765-2055	https://www.needs.ca/en/store-locator/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	800 Main St, Kingston, NS B0P 1R0, Canada	F: 06:00 T: 00:00	F: 06:00 T: 00:00	F: 06:00 T: 00:00	F: 06:00 T: 00:00	F: 06:00 T: 00:00	F: 06:00 T: 00:00	F: 06:00 T: 00:00	needs-convenience-kingston.jpg
Coast	44.98606139999999	-64.954278	Business	Shops	"<b>Coast</b><br><i>473 Main St, Kingston, NS B0P 0A3, Canada</i><br>Tel: (902) 765-6348<br><a href=""http://coast.ca/"">http://coast.ca/</a>"	(902) 765-6348	http://coast.ca/	473 Main St, Kingston, NS B0P 0A3, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	coast.jpg
Nickerson Stamps	45.00235199999999	-64.92817	Business	Shops	"<b>Nickerson Stamps</b><br><i>941 Old French Rd, Kingston, NS B0P 1R0, Canada</i><br>Tel: (902) 760-0557<br><a href=""https://nickerson-stamps.com/"">https://nickerson-stamps.com/</a>"	(902) 760-0557	https://nickerson-stamps.com/	941 Old French Rd, Kingston, NS B0P 1R0, Canada								
Greenwood Auto Sales	44.96962999999999	-64.93988	Business	Professional Services	"<b>Greenwood Auto Sales</b><br><i>1121 Bridge St, Greenwood, NS B0P 1N0, Canada</i><br>Tel: (902) 765-1184<br><a href=""https://www.greenwoodautosales.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website&utm_content=homepage"">https://www.greenwoodautosales.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website&utm_content=homepage</a>"	(902) 765-1184	https://www.greenwoodautosales.ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website&utm_content=homepage	1121 Bridge St, Greenwood, NS B0P 1N0, Canada	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 12:00 T: 17:00	greenwood-auto-sales.jpg
Circle K	44.9694645	-64.9385698	Business	Shops	"<b>Circle K</b><br><i>741 Central Ave, Greenwood, NS B0P 1H0, Canada</i><br>Tel: (902) 765-2550<br><a href=""https://www.circlek.com/ca/atlantic/store-locator/CA/greenwood/741-central-ave/6002122?utm_source=google&utm_medium=local&utm_campaign=google-local"">https://www.circlek.com/ca/atlantic/store-locator/CA/greenwood/741-central-ave/6002122?utm_source=google&utm_medium=local&utm_campaign=google-local</a>"	(902) 765-2550	https://www.circlek.com/ca/atlantic/store-locator/CA/greenwood/741-central-ave/6002122?utm_source=google&utm_medium=local&utm_campaign=google-local	741 Central Ave, Greenwood, NS B0P 1H0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	circle-k.jpg
