name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
The Rice Bowl	45.0924081	-64.35509499999999	Business	Restaurant	"<b>The Rice Bowl</b><br><i>250 Main St, Wolfville, NS B4P 2J4, Canada</i><br>Tel: (902) 697-8899<br><a href=""https://thericebowlcatering.ca/"">https://thericebowlcatering.ca/</a>"	(902) 697-8899	https://thericebowlcatering.ca/	250 Main St, Wolfville, NS B4P 2J4, Canada								the-rice-bowl.jpg
Paddy's Brewpub & Rosie's Restaurant	45.0916543	-64.3631601	Business	Bar	"<b>Paddy's Brewpub & Rosie's Restaurant</b><br><i>460 Main St, Wolfville, NS B4P 2A1, Canada</i><br>Tel: (902) 542-0059<br><a href=""http://www.paddyswolfville.ca/"">http://www.paddyswolfville.ca/</a>"	(902) 542-0059	http://www.paddyswolfville.ca/	460 Main St, Wolfville, NS B4P 2A1, Canada	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	paddy-s-brewpub-rosie-s-restaurant.jpg
Cruisin' Gourmet	45.09199589999999	-64.3573878	Business	Restaurant	<b>Cruisin' Gourmet</b><br><i>310 Main St, Wolfville, NS B4P 2G5, Canada</i><br>Tel: (613) 266-6810	(613) 266-6810		310 Main St, Wolfville, NS B4P 2G5, Canada	closed	F: 11:30 T: 18:00	F: 11:30 T: 18:00	F: 11:30 T: 18:00	F: 11:30 T: 21:00	F: 07:30 T: 21:00	F: 07:30 T: 18:00	cruisin-gourmet.jpg
The Church Brewing Co	45.0916204	-64.3580392	Business	Restaurant	"<b>The Church Brewing Co</b><br><i>329 Main St, Wolfville, NS B4P 1C4, Canada</i><br>Tel: (902) 542-2337<br><a href=""http://www.churchbrewing.ca/"">http://www.churchbrewing.ca/</a>"	(902) 542-2337	http://www.churchbrewing.ca/	329 Main St, Wolfville, NS B4P 1C4, Canada	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 22:00	F: 11:30 T: 22:00	F: 11:30 T: 21:00	the-church-brewing-co.jpg
Noypi Kusina Ltd.	45.0922236	-64.36011359999999	Business	Restaurant	<b>Noypi Kusina Ltd.</b><br><i>10 Harbourside Dr, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 670-4521	(902) 670-4521		10 Harbourside Dr, Wolfville, NS B4P 2B8, Canada	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 19:00	noypi-kusina-ltd.jpg
The Real Scoop Ice Cream & Espresso Shop	45.09114069999999	-64.36001019999999	Business	Restaurant	"<b>The Real Scoop Ice Cream & Espresso Shop</b><br><i>10 Gaspereau Ave, Wolfville, NS B4P 2C2, Canada</i><br>Tel: (902) 697-2777<br><a href=""http://www.realscoop.ca/"">http://www.realscoop.ca/</a>"	(902) 697-2777	http://www.realscoop.ca/	10 Gaspereau Ave, Wolfville, NS B4P 2C2, Canada	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	F: 11:30 T: 21:00	the-real-scoop-ice-cream-espresso-shop.jpg
Juniper Food + Wine	45.091564	-64.36038289999999	Business	Restaurant	"<b>Juniper Food + Wine</b><br><i>389 Main St, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 542-3548<br><a href=""http://www.juniperluncheonette.com/"">http://www.juniperluncheonette.com/</a>"	(902) 542-3548	http://www.juniperluncheonette.com/	389 Main St, Wolfville, NS B4P 2B8, Canada	closed	closed	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	juniper-food-wine.jpg
Li's Wok & Grill	45.0924425	-64.3615446	Business	Restaurant	"<b>Li's Wok & Grill</b><br><i>112 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-4097<br><a href=""https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website"">https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website</a>"	(902) 542-4097	https://liswokgrill.com/?utm_source=google&utm_medium=maps&utm_campaign=website	112 Front St, Wolfville, NS B4P 1A4, Canada	closed	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	li-s-wok-grill.jpg
Pizza Lupa	45.092062	-64.3618403	Business	Restaurant	"<b>Pizza Lupa</b><br><i>117 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-3038<br><a href=""http://pizzalupa.ca/"">http://pizzalupa.ca/</a>"	(902) 542-3038	http://pizzalupa.ca/	117 Front St, Wolfville, NS B4P 1A4, Canada	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	pizza-lupa.jpg
Just Us! Grand Pré Café & Roastery	45.1052139	-64.2932321	Business	Cafe	"<b>Just Us! Grand Pré Café & Roastery</b><br><i>11865 Nova Scotia Trunk 1, Hortonville, NS B4P 2R3, Canada</i><br>Tel: (902) 542-7474<br><a href=""http://justuscoffee.com/"">http://justuscoffee.com/</a>"	(902) 542-7474	http://justuscoffee.com/	11865 Nova Scotia Trunk 1, Hortonville, NS B4P 2R3, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	just-us-grand-pre-cafe-roastery.jpg
Just Us! Wolfville Café	45.0916229	-64.3627138	Business	Cafe	"<b>Just Us! Wolfville Café</b><br><i>450 Main St, Wolfville, NS B4P 2A1, Canada</i><br>Tel: (902) 542-7474<br><a href=""http://www.justuscoffee.com/"">http://www.justuscoffee.com/</a>"	(902) 542-7474	http://www.justuscoffee.com/	450 Main St, Wolfville, NS B4P 2A1, Canada	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	just-us-wolfville-cafe.jpg
Horton Ridge Malt & Grain	45.1007087	-64.2853434	Business	Bar	"<b>Horton Ridge Malt & Grain</b><br><i>2504 Ridge Rd, Wolfville, NS B4P 0G2, Canada</i><br>Tel: (902) 697-3535<br><a href=""http://hortonridgemalt.com/"">http://hortonridgemalt.com/</a>"	(902) 697-3535	http://hortonridgemalt.com/	2504 Ridge Rd, Wolfville, NS B4P 0G2, Canada	F: 15:00 T: 21:00	F: 15:00 T: 21:00	F: 15:00 T: 21:00	F: 15:00 T: 21:00	F: 15:00 T: 21:00	F: 12:00 T: 21:00	F: 12:00 T: 21:00	horton-ridge-malt-grain.jpg
The Axe Lounge	45.08836369999999	-64.36444709999999	Business	Bar	<b>The Axe Lounge</b><br><i>30 Highland Ave, Wolfville, NS B4P 1Y7, Canada</i><br>Tel: (902) 585-2146	(902) 585-2146		30 Highland Ave, Wolfville, NS B4P 1Y7, Canada	closed	F: 16:00 T: 01:00	F: 16:00 T: 22:00	F: 16:00 T: 01:00	F: 16:00 T: 01:00	F: 16:00 T: 01:00	closed	the-axe-lounge.jpg
Mercator Vineyards	45.101147	-64.327752	Business	Bar	"<b>Mercator Vineyards</b><br><i>88 Dyke Rd, Wolfville, NS B0P 1M0, Canada</i><br>Tel: (902) 542-7770<br><a href=""https://mercatorwine.ca/"">https://mercatorwine.ca/</a>"	(902) 542-7770	https://mercatorwine.ca/	88 Dyke Rd, Wolfville, NS B0P 1M0, Canada								mercator-vineyards.jpg
Annapolis Cider Company	45.0918028	-64.3601944	Business	Bar	"<b>Annapolis Cider Company</b><br><i>388 Main St, Wolfville, NS B4P 2B8, Canada</i><br>Tel: (902) 697-2707<br><a href=""http://drinkannapolis.ca/"">http://drinkannapolis.ca/</a>"	(902) 697-2707	http://drinkannapolis.ca/	388 Main St, Wolfville, NS B4P 2B8, Canada	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 21:00	F: 10:00 T: 00:00	F: 10:00 T: 21:00	F: 10:00 T: 20:00	annapolis-cider-company.jpg
Your Independent Grocer Main Street	45.09181399999999	-64.360685	Business	Shops	"<b>Your Independent Grocer Main Street</b><br><i>396 Main St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-9680<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	(902) 542-9680	https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws	396 Main St, Wolfville, NS B4P 1A4, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 09:00 T: 19:00	your-independent-grocer-main-street.jpg
Grand Pre Bagels	45.0984624	-64.3046123	Business	Food	"<b>Grand Pre Bagels</b><br><i>1961 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br><a href=""https://www.grandprebagels.ca/"">https://www.grandprebagels.ca/</a>"		https://www.grandprebagels.ca/	1961 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada	closed	closed	closed	closed	closed	F: 12:00 T: 16:00	closed	grand-pre-bagels.jpg
Fireworks FX	45.0911648	-64.3027465	Business	Shops	"<b>Fireworks FX</b><br><i>1794 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (800) 717-2292<br><a href=""https://www.fireworksfx.com/"">https://www.fireworksfx.com/</a>"	(800) 717-2292	https://www.fireworksfx.com/	1794 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	closed	closed	fireworks-fx.jpg
Horlings Plants	45.0809593	-64.2992706	Business	Shops	"<b>Horlings Plants</b><br><i>1498 Grand Pré Rd, Wolfville, NS B4P 2R3, Canada</i><br>Tel: (902) 690-5507<br><a href=""http://www.horlingsplants.ca/"">http://www.horlingsplants.ca/</a>"	(902) 690-5507	http://www.horlingsplants.ca/	1498 Grand Pré Rd, Wolfville, NS B4P 2R3, Canada								horlings-plants.jpg
Randall House Museum	45.0920203	-64.3553373	Landmark	Museum	"<b>Randall House Museum</b><br><i>259 Main St, Wolfville, NS B4P 1C6, Canada</i><br>Tel: (902) 542-9775<br><a href=""http://wolfvillehs.ednet.ns.ca/"">http://wolfvillehs.ednet.ns.ca/</a>"	(902) 542-9775	http://wolfvillehs.ednet.ns.ca/	259 Main St, Wolfville, NS B4P 1C6, Canada	closed	closed	closed	closed	F: 11:00 T: 15:00	F: 11:00 T: 15:00	F: 11:00 T: 15:00	randall-house-museum.jpg
The Clayground Studio	45.091917	-64.358781	Business	Shops	"<b>The Clayground Studio</b><br><i>348 Main St, Wolfville, NS B4P 2E8, Canada</i><br>Tel: (902) 542-2169<br><a href=""https://www.theclaygroundstudio.com/"">https://www.theclaygroundstudio.com/</a>"	(902) 542-2169	https://www.theclaygroundstudio.com/	348 Main St, Wolfville, NS B4P 2E8, Canada	closed	closed	F: 12:00 T: 17:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 10:00 T: 18:00	F: 12:00 T: 17:00	the-clayground-studio.jpg
Applewicks Craft Shoppe	45.091533	-64.3585034	Business	Shops	"<b>Applewicks Craft Shoppe</b><br><i>341 Main St, Wolfville, NS B4P 2C2, Canada</i><br>Tel: (902) 542-3520<br><a href=""https://www.larchehomefires.org/our-products"">https://www.larchehomefires.org/our-products</a>"	(902) 542-3520	https://www.larchehomefires.org/our-products	341 Main St, Wolfville, NS B4P 2C2, Canada								applewicks-craft-shoppe.jpg
Herbin Jewellers	45.09133	-64.362905	Business	Shops	"<b>Herbin Jewellers</b><br><i>453 Main St, Wolfville, NS B4P 1E3, Canada</i><br>Tel: (902) 542-5705<br><a href=""https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville"">https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville</a>"	(902) 542-5705	https://www.herbinjewellers.com/#utm_source=google&utm_medium=local&utm_campaign=Wolfville	453 Main St, Wolfville, NS B4P 1E3, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 18:00	F: 10:00 T: 17:00	closed	herbin-jewellers.jpg
CR Palmeter Enterprises Ltd	45.0948028	-64.2462692	Business	Shops	<b>CR Palmeter Enterprises Ltd</b><br><i>12725 Old 1 Hwy, Avonport, NS B0P 1P0, Canada</i><br>Tel: (902) 542-7277	(902) 542-7277		12725 Old 1 Hwy, Avonport, NS B0P 1P0, Canada	F: 07:00 T: 18:00	F: 07:00 T: 18:00	F: 07:00 T: 18:00	F: 07:00 T: 18:00	F: 07:00 T: 18:00	F: 07:00 T: 16:00	closed	cr-palmeter-enterprises-ltd.jpg
Wolfville Integrated Health Care	45.09348790000001	-64.3651465	Business	Shops	"<b>Wolfville Integrated Health Care</b><br><i>189 Dykeland St #3, Wolfville, NS B4P 1A3, Canada</i><br>Tel: (902) 542-2000<br><a href=""https://www.wolfvillehealthcare.com/"">https://www.wolfvillehealthcare.com/</a>"	(902) 542-2000	https://www.wolfvillehealthcare.com/	189 Dykeland St #3, Wolfville, NS B4P 1A3, Canada	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 20:30	F: 08:00 T: 14:00	closed	wolfville-integrated-health-care.jpg
Tangled Garden	45.1053358	-64.2963796	Business	Shops	"<b>Tangled Garden</b><br><i>11827 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-9811<br><a href=""https://tangledgarden.ca/"">https://tangledgarden.ca/</a>"	(902) 542-9811	https://tangledgarden.ca/	11827 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 11:00 T: 17:00	tangled-garden.jpg
Reid's Meats & Kwik-Way	45.077136	-64.317548	Business	Shops	<b>Reid's Meats & Kwik-Way</b><br><i>1751 Melanson Rd, Wolfville, NS B4P 0K2, Canada</i><br>Tel: (902) 542-2108	(902) 542-2108		1751 Melanson Rd, Wolfville, NS B4P 0K2, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	reid-s-meats-kwik-way.jpg
Boutique Grand-Pré	45.1087394	-64.31005689999999	Business	Shops	"<b>Boutique Grand-Pré</b><br><i>2205 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-3322<br><a href=""https://www.boutiquegrandpre.ca/"">https://www.boutiquegrandpre.ca/</a>"	(902) 542-3322	https://www.boutiquegrandpre.ca/	2205 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	boutique-grand-pre.jpg
The Bag Muse	45.0864978	-64.33699969999999	Business	Shops	<b>The Bag Muse</b><br><i>136 Maple Ave, Wolfville, NS B4P 2L9, Canada</i><br>Tel: (902) 979-1908	(902) 979-1908		136 Maple Ave, Wolfville, NS B4P 2L9, Canada								the-bag-muse.jpg
Levy S G & Sons Ltd	45.07390179999999	-64.3186652	Business	Shops	<b>Levy S G & Sons Ltd</b><br><i>1104 Gaspereau River Rd, Wolfville, NS B4P 0K5, Canada</i><br>Tel: (902) 542-3350	(902) 542-3350		1104 Gaspereau River Rd, Wolfville, NS B4P 0K5, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 12:00	closed	levy-s-g-sons-ltd.jpg
Anderson's Farm Stand	45.07445049999999	-64.32216369999999	Business	Shops	<b>Anderson's Farm Stand</b><br><i>Gaspereau River Rd, Wolfville, NS B4P 0K6, Canada</i>			Gaspereau River Rd, Wolfville, NS B4P 0K6, Canada	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	anderson-s-farm-stand.jpg
L'Acadie Vineyards	45.0667826	-64.33211399999999	Landmark	Historic	"<b>L'Acadie Vineyards</b><br><i>310 Slayter Rd, Gaspereau, NS B4P 2R1, Canada</i><br>Tel: (902) 542-8463<br><a href=""http://www.lacadievineyards.ca/"">http://www.lacadievineyards.ca/</a>"	(902) 542-8463	http://www.lacadievineyards.ca/	310 Slayter Rd, Gaspereau, NS B4P 2R1, Canada	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 12:00 T: 16:00	l-acadie-vineyards.jpg
K & S Bait Shop	45.09846400000001	-64.257522	Business	Shops	<b>K & S Bait Shop</b><br><i>396 Oak Island Rd, Avonport, NS B0P 1P0, Canada</i><br>Tel: (902) 670-0436	(902) 670-0436		396 Oak Island Rd, Avonport, NS B0P 1P0, Canada	F: 05:00 T: 22:00	F: 05:00 T: 22:00	F: 05:00 T: 22:00	F: 05:00 T: 22:00	F: 05:00 T: 22:00	F: 05:00 T: 22:00	F: 05:00 T: 22:00	k-s-bait-shop.jpg
Gaspereau Valley Fibres - Yarn Shop	45.07090299999999	-64.33500599999999	Business	Shops	"<b>Gaspereau Valley Fibres - Yarn Shop</b><br><i>830 Gaspereau River Rd, Wolfville, NS B4P 2N5, Canada</i><br>Tel: (902) 542-2656<br><a href=""http://www.gaspereauvalleyfibres.ca/"">http://www.gaspereauvalleyfibres.ca/</a>"	(902) 542-2656	http://www.gaspereauvalleyfibres.ca/	830 Gaspereau River Rd, Wolfville, NS B4P 2N5, Canada	closed	F: 11:00 T: 16:00	F: 11:00 T: 16:00	F: 11:00 T: 16:00	F: 11:00 T: 16:00	F: 11:00 T: 16:00	closed	gaspereau-valley-fibres-yarn-shop.jpg
Stickerology 101	45.0834615	-64.3491938	Business	Shops	<b>Stickerology 101</b><br><i>221 Gaspereau Ave, Wolfville, NS B4P 2E7, Canada</i><br>Tel: (902) 300-9849	(902) 300-9849		221 Gaspereau Ave, Wolfville, NS B4P 2E7, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	
Shoppers Drug Mart	45.091038	-64.361932	Business	Health	"<b>Shoppers Drug Mart</b><br><i>433 Main St, Wolfville, NS B4P 0C4, Canada</i><br>Tel: (902) 542-2248<br><a href=""https://www.shoppersdrugmart.ca/en/stores/158-shoppers-drug-mart-wolfville/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM"">https://www.shoppersdrugmart.ca/en/stores/158-shoppers-drug-mart-wolfville/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM</a>"	(902) 542-2248	https://www.shoppersdrugmart.ca/en/stores/158-shoppers-drug-mart-wolfville/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM	433 Main St, Wolfville, NS B4P 0C4, Canada	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	shoppers-drug-mart.jpg
Buds And Bygones	45.09099399999999	-64.359416	Business	Shops	"<b>Buds And Bygones</b><br><i>11 Gaspereau Ave, Wolfville, NS B4P 2C3, Canada</i><br>Tel: (902) 542-7623<br><a href=""http://www.wolfvilleflowers.com/"">http://www.wolfvilleflowers.com/</a>"	(902) 542-7623	http://www.wolfvilleflowers.com/	11 Gaspereau Ave, Wolfville, NS B4P 2C3, Canada	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	closed	buds-and-bygones.jpg
Tiny House Tattoo	45.0894364	-64.3580459	Business	Shops	"<b>Tiny House Tattoo</b><br><i>5 Winter St #2, Wolfville, NS B4P 1K5, Canada</i><br>Tel: (902) 300-7578<br><a href=""http://miyoshikondo.com/"">http://miyoshikondo.com/</a>"	(902) 300-7578	http://miyoshikondo.com/	5 Winter St #2, Wolfville, NS B4P 1K5, Canada								tiny-house-tattoo.jpg
