name	lat	lng	desc	category	subcategory	image_file	teaser_file	in_person_file	teaser_description	in_person_radius	in_person_duration	in_person_file_type	color	icon	_layout
Mulberries Bistro	45.09015890000001	-64.37402949999999	"<b>Mulberries Bistro</b><br><i>620 Main St, Wolfville, NS B4P 1E8, Canada</i><br>Tel: (902) 542-7696<br><a href=""https://www.tattingstoneinn.com/mulberriesbistro"">https://www.tattingstoneinn.com/mulberriesbistro</a>"	Food & Beverages	Food & Beverages	mulberries-bistro.jpg				None	None	None			image
Pizzeria Robust	45.0961757	-64.4086121	"<b>Pizzeria Robust</b><br><i>980 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 697-2700<br><a href=""https://www.instagram.com/pizzeriarobust"">https://www.instagram.com/pizzeriarobust</a>"	Food & Beverages	Food & Beverages	pizzeria-robust.jpg				None	None	None			image
Longfellow Restaurant	45.1026823	-64.3050834	"<b>Longfellow Restaurant</b><br><i>11668 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 697-2163<br><a href=""https://www.theevangeline.ca/longfellow-restaurant"">https://www.theevangeline.ca/longfellow-restaurant</a>"	Food & Beverages	Food & Beverages	longfellow-restaurant.jpg				None	None	None			image
The Kitchen at Planters Ridge	45.1136121	-64.413026	"<b>The Kitchen at Planters Ridge</b><br><i>1441 Church St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-2711<br><a href=""https://plantersridge.ca/contact/"">https://plantersridge.ca/contact/</a>"	Food & Beverages	Food & Beverages	the-kitchen-at-planters-ridge.jpg				None	None	None			image
Planters Ridge Winery	45.1138771	-64.41312239999999	"<b>Planters Ridge Winery</b><br><i>1441 Church St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-2711<br><a href=""https://www.plantersridge.ca/shop"">https://www.plantersridge.ca/shop</a>"	Structure	Structure	planters-ridge-winery.jpg				None	None	None			image
The Axe Lounge	45.08836369999999	-64.36444709999999	<b>The Axe Lounge</b><br><i>30 Highland Ave, Wolfville, NS B4P 1Y7, Canada</i><br>Tel: (902) 585-2146	Bar	Bar	the-axe-lounge.jpg				None	None	None			image
Gaspereau Vineyards	45.06887999999999	-64.3571051	"<b>Gaspereau Vineyards</b><br><i>2239 White Rock Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 697-2083<br><a href=""https://gaspereauwine.ca/"">https://gaspereauwine.ca/</a>"	Bar	Bar	gaspereau-vineyards.jpg				None	None	None			image
Mercator Vineyards	45.101147	-64.327752	"<b>Mercator Vineyards</b><br><i>88 Dyke Rd, Wolfville, NS B0P 1M0, Canada</i><br>Tel: (902) 542-7770<br><a href=""https://mercatorwine.ca/"">https://mercatorwine.ca/</a>"	Bar	Bar	mercator-vineyards.jpg				None	None	None			image
Bay of Fundy Brewing Co.	45.0964379	-64.4063452	"<b>Bay of Fundy Brewing Co.</b><br><i>1116 Kars St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-7462<br><a href=""https://www.bayoffundybrewing.com/"">https://www.bayoffundybrewing.com/</a>"	Bar	Bar	bay-of-fundy-brewing-co.jpg				None	None	None			image
Rafters Bar	45.0726294	-64.4016006	<b>Rafters Bar</b><br><i>153 Greenwich Rd S #153, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 542-1327	Bar	Bar	rafters-bar.jpg				None	None	None			image
Your Independent Grocer Main Street	45.09181399999999	-64.360685	"<b>Your Independent Grocer Main Street</b><br><i>396 Main St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-9680<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/0634?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	Shopping/Retail	Shopping/Retail	your-independent-grocer-main-street.jpg				None	None	None			image
Grand Pre Bagels	45.0984624	-64.3046123	"<b>Grand Pre Bagels</b><br><i>1961 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br><a href=""https://www.grandprebagels.ca/"">https://www.grandprebagels.ca/</a>"	Food	Food	grand-pre-bagels.jpg				None	None	None			image
Wolfville Integrated Health Care	45.09348790000001	-64.3651465	"<b>Wolfville Integrated Health Care</b><br><i>189 Dykeland St #3, Wolfville, NS B4P 1A3, Canada</i><br>Tel: (902) 542-2000<br><a href=""https://www.wolfvillehealthcare.com/"">https://www.wolfvillehealthcare.com/</a>"	Shopping/Retail	Shopping/Retail	wolfville-integrated-health-care.jpg				None	None	None			image
Stirling's Farm Market (Greenwich)	45.085153	-64.382674	"<b>Stirling's Farm Market (Greenwich)</b><br><i>10328 Evangeline Trl, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 542-2789<br><a href=""http://www.stirlingfruitfarms.ca/"">http://www.stirlingfruitfarms.ca/</a>"	Shopping/Retail	Shopping/Retail	stirling-s-farm-market-greenwich.jpg				None	None	None			image
Circle K	45.0850574	-64.39712709999999	"<b>Circle K</b><br><i>10095 Nova Scotia Trunk 1, Greenwich, NS B4P 0M7, Canada</i><br>Tel: (902) 542-2722<br><a href=""https://www.circlek.com/ca/atlantic/store-locator/CA/greenwich/10095-hwy-1/6002070?utm_source=google&utm_medium=local&utm_campaign=google-local"">https://www.circlek.com/ca/atlantic/store-locator/CA/greenwich/10095-hwy-1/6002070?utm_source=google&utm_medium=local&utm_campaign=google-local</a>"	Shopping/Retail	Shopping/Retail	circle-k.jpg				None	None	None			image
Workplace Essentials Ltd	45.0968048	-64.4080835	"<b>Workplace Essentials Ltd</b><br><i>Box 25, 1087 Middle St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (800) 565-2605<br><a href=""http://www.workplaceessentials.ca/"">http://www.workplaceessentials.ca/</a>"	Shopping/Retail	Shopping/Retail	workplace-essentials-ltd.jpg				None	None	None			image
Studio 14 Gifts & Gallery	45.0833205	-64.4006471	"<b>Studio 14 Gifts & Gallery</b><br><i>10032 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 697-1414<br><a href=""http://www.facebook.com/studio14giftsandgallery"">http://www.facebook.com/studio14giftsandgallery</a>"	Recreation	Recreation	studio-14-gifts-gallery.jpg				None	None	None			image
Dabro Farms	45.06122690000001	-64.37582069999999	<b>Dabro Farms</b><br><i>105 Gaspereau River Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (587) 979-0758	Shopping/Retail	Shopping/Retail	dabro-farms.jpg				None	None	None			image
Fireworks FX	45.0911648	-64.3027465	"<b>Fireworks FX</b><br><i>1794 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (800) 717-2292<br><a href=""https://www.fireworksfx.com/"">https://www.fireworksfx.com/</a>"	Shopping/Retail	Shopping/Retail	fireworks-fx.jpg				None	None	None			image
Lantz Truck Body Ltd	45.0906381	-64.4173098	<b>Lantz Truck Body Ltd</b><br><i>Belcher Wolfville, NS Canada, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-9797	Shopping/Retail	Shopping/Retail					None	None	None			text
McConnell's Sod Supply Ltd.	45.07805800000001	-64.413491	"<b>McConnell's Sod Supply Ltd.</b><br><i>311 Sunnyside Rd, Greenwich, NS B4P 0N4, Canada</i><br>Tel: (902) 542-2791<br><a href=""http://www.mcconnellssod.com/"">http://www.mcconnellssod.com/</a>"	Personal Services	Personal Services	mcconnell-s-sod-supply-ltd.jpg				None	None	None			image
Horlings Plants	45.0809593	-64.2992706	"<b>Horlings Plants</b><br><i>1498 Grand Pré Rd, Wolfville, NS B4P 2R3, Canada</i><br>Tel: (902) 690-5507<br><a href=""http://www.horlingsplants.ca/"">http://www.horlingsplants.ca/</a>"	Shopping/Retail	Shopping/Retail	horlings-plants.jpg				None	None	None			image
L'Acadie Vineyards	45.0667826	-64.33211399999999	"<b>L'Acadie Vineyards</b><br><i>310 Slayter Rd, Gaspereau, NS B4P 2R1, Canada</i><br>Tel: (902) 542-8463<br><a href=""http://www.lacadievineyards.ca/"">http://www.lacadievineyards.ca/</a>"	Structure	Structure	l-acadie-vineyards.jpg				None	None	None			image
Fox Hill Cheese House	45.1124759	-64.39864690000002	"<b>Fox Hill Cheese House</b><br><i>1678 Church St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-3599<br><a href=""http://www.foxhillcheesehouse.com/"">http://www.foxhillcheesehouse.com/</a>"	Shopping/Retail	Shopping/Retail	fox-hill-cheese-house.jpg				None	None	None			image
Rafuse Home Hardware Building Centre	45.09441229999999	-64.3647317	"<b>Rafuse Home Hardware Building Centre</b> — Branch of a chain store offering products like paint, tools, grills & home-improvement supplies.<br><i>180 Dykeland St, Wolfville, NS B4P 1A2, Canada</i><br>Tel: (902) 542-2211<br><a href=""https://www.homehardware.ca/en/store/30958?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=30958"">https://www.homehardware.ca/en/store/30958?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=30958</a>"	Shopping/Retail	Shopping/Retail	rafuse-home-hardware-building-centre.jpg				None	None	None			image
Reid's Meats & Kwik-Way	45.077136	-64.317548	<b>Reid's Meats & Kwik-Way</b><br><i>1751 Melanson Rd, Wolfville, NS B4P 0K2, Canada</i><br>Tel: (902) 542-2108	Shopping/Retail	Shopping/Retail	reid-s-meats-kwik-way.jpg				None	None	None			image
Gaspereau Valley Fibres - Yarn Shop	45.07090299999999	-64.33500599999999	"<b>Gaspereau Valley Fibres - Yarn Shop</b><br><i>830 Gaspereau River Rd, Wolfville, NS B4P 2N5, Canada</i><br>Tel: (902) 542-2656<br><a href=""http://www.gaspereauvalleyfibres.ca/"">http://www.gaspereauvalleyfibres.ca/</a>"	Shopping/Retail	Shopping/Retail	gaspereau-valley-fibres-yarn-shop.jpg				None	None	None			image
Blomidon Nurseries	45.08363809999999	-64.3989058	"<b>Blomidon Nurseries</b><br><i>10060 Nova Scotia Trunk 1, Wolfville, NS B4P 0M8, Canada</i><br>Tel: (902) 542-3346<br><a href=""http://www.blomidonnurseries.com/"">http://www.blomidonnurseries.com/</a>"	Shopping/Retail	Shopping/Retail	blomidon-nurseries.jpg				None	None	None			image
Mariposa Interiors	45.09233429999999	-64.3610496	"<b>Mariposa Interiors</b><br><i>112 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-7881<br><a href=""http://www.mariposainteriors.ca/"">http://www.mariposainteriors.ca/</a>"	Personal Services	Personal Services					None	None	None			text
Wolfville Cheese Shop	45.0916691	-64.3614116	"<b>Wolfville Cheese Shop</b><br><i>416 Main St, Wolfville, NS B4P 2A7, Canada</i><br>Tel: (902) 542-5992<br><a href=""https://www.thewolfvillecheeseshop.com/"">https://www.thewolfvillecheeseshop.com/</a>"	Shopping/Retail	Shopping/Retail	wolfville-cheese-shop.jpg				None	None	None			image
NSLC Beer, Wine, Spirits	45.092329	-64.362246	"<b>NSLC Beer, Wine, Spirits</b><br><i>122 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-3433<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	Shopping/Retail	Shopping/Retail	nslc-beer-wine-spirits.jpg				None	None	None			image
Sister Lotus	45.09030200000001	-64.3622717	"<b>Sister Lotus</b><br><i>21 D Linden Ave, Wolfville, NS B4P 2A5, Canada</i><br>Tel: (902) 680-8839<br><a href=""https://www.sisterlotus.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18313806600437894108"">https://www.sisterlotus.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18313806600437894108</a>"	Shopping/Retail	Shopping/Retail	sister-lotus.jpg				None	None	None			image
Valley Discount Activewear	45.1019993	-64.417581	"<b>Valley Discount Activewear</b><br><i>15 Cooperage Ln, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 385-4803<br><a href=""http://valley-discount-activewear.square.site/"">http://valley-discount-activewear.square.site/</a>"	Shopping/Retail	Shopping/Retail	valley-discount-activewear.jpg				None	None	None			image
Sehkahnee's Ascension Product Grooming And Accessories	45.09191089999999	-64.3621866	<b>Sehkahnee's Ascension Product Grooming And Accessories</b><br><i>2 Central Ave, Wolfville, NS B4P 2A6, Canada</i><br>Tel: (902) 542-5251	Personal Services	Personal Services	sehkahnee-s-ascension-product-grooming-and-accessories.jpg				None	None	None			image
Angel's Hairstyling	45.097445	-64.4113409	<b>Angel's Hairstyling</b><br><i>1056 High St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-7258	Personal Services	Personal Services					None	None	None			text
Hair by Chantal Minnaar	45.06245759999999	-64.3517498	"<b>Hair by Chantal Minnaar</b><br><i>2747 Greenfield Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (403) 609-5141<br><a href=""http://www.vagaro.com/hairbychantalminnaar"">http://www.vagaro.com/hairbychantalminnaar</a>"	Personal Services	Personal Services	hair-by-chantal-minnaar.jpg				None	None	None			image
Images & Attitudes Hair Design	45.053598	-64.387794	<b>Images & Attitudes Hair Design</b><br><i>3288 Black River Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 670-3634	Personal Services	Personal Services					None	None	None			text
Andrew H. McCain Arena	45.0924029	-64.3687027	"<b>Andrew H. McCain Arena</b><br><i>Wolfville, NS B4P 1E5, Canada</i><br>Tel: (902) 585-1568<br><a href=""https://fitness.acadiau.ca/"">https://fitness.acadiau.ca/</a>"	Health & Wellness	Health & Wellness	andrew-h-mccain-arena.jpg				None	None	None			image
Tidal Training Club	45.0933219	-64.36397749999999	"<b>Tidal Training Club</b><br><i>33 Elm Ave, Wolfville, NS B4P 2A1, Canada</i><br><a href=""http://www.tidaltrainingclub.com/"">http://www.tidaltrainingclub.com/</a>"	Health & Wellness	Health & Wellness	tidal-training-club.jpg				None	None	None			image
Planters' Barracks Country Inn	45.1045919	-64.38346299999999	<b>Planters' Barracks Country Inn</b> — Charming rooms with river & farmland views in a refined adults-only inn offering free breakfast.<br><i>1464 Starrs Point Rd, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 697-3303	Accommodations	Accommodations	planters-barracks-country-inn.jpg				None	None	None			image
River Valley Guest Cottage	45.076339	-64.3177549	<b>River Valley Guest Cottage</b><br><i>24 Gaspereau River Rd, Wolfville, NS B4P 0K2, Canada</i><br>Tel: (902) 542-7304	Accommodations	Accommodations	river-valley-guest-cottage.jpg				None	None	None			image
Acadia University Summer Accommodations	45.0868137	-64.366237	"<b>Acadia University Summer Accommodations</b><br><i>39 University Ave, Wolfville, NS B4P 2P3, Canada</i><br>Tel: (902) 585-1321<br><a href=""https://www2.acadiau.ca/destination-accommodations.html"">https://www2.acadiau.ca/destination-accommodations.html</a>"	Accommodations	Accommodations	acadia-university-summer-accommodations.jpg				None	None	None			image
XTR	45.0678652	-64.3522512	<b>XTR</b><br><i>548 Gaspereau River Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 542-1129	Repair	Repair	xtr.jpg				None	None	None			image
Irving Oil	45.084827	-64.397437	"<b>Irving Oil</b><br><i>10095 Nova Scotia Trunk 1, Greenwich, NS B4P 2R2, Canada</i><br>Tel: (902) 542-2722<br><a href=""https://www.irvingoil.com/location/irving-oil-26891?utm_source=G&utm_medium=lpm&utm_campaign=irving"">https://www.irvingoil.com/location/irving-oil-26891?utm_source=G&utm_medium=lpm&utm_campaign=irving</a>"	Repair	Repair	irving-oil.jpg				None	None	None			image
Irving Oil	45.103039	-64.305362	"<b>Irving Oil</b><br><i>11671 Nova Scotia Trunk 1, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-9210<br><a href=""https://www.irvingoil.com/location/irving-oil-26886?utm_source=G&utm_medium=lpm&utm_campaign=irving"">https://www.irvingoil.com/location/irving-oil-26886?utm_source=G&utm_medium=lpm&utm_campaign=irving</a>"	Repair	Repair	irving-oil.jpg				None	None	None			image
Wolfville Historical Society	45.09202500000001	-64.3553341	"<b>Wolfville Historical Society</b><br><i>259 Main St, Wolfville, NS B4P 1C6, Canada</i><br>Tel: (902) 542-9775<br><a href=""https://wolfvillehs.ednet.ns.ca/"">https://wolfvillehs.ednet.ns.ca/</a>"	Recreation	Recreation	wolfville-historical-society.jpg				None	None	None			image
Grand-Pré National Historic Site	45.1086062	-64.310137	"<b>Grand-Pré National Historic Site</b> — Exhibits about Acadian history & gardens with a church & a statue of Longfellow heroine Evangeline.<br><i>2205 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-3631<br><a href=""https://parks.canada.ca/GrandPre"">https://parks.canada.ca/GrandPre</a>"	Structure	Structure	grand-pre-national-historic-site.jpg				None	None	None			image
Blacksmith Shop at Grand-Pré National Historic Site	45.1090302	-64.314053	<b>Blacksmith Shop at Grand-Pré National Historic Site</b><br><i>Kings County, NS B0P 1M0, Canada</i>	Recreation	Recreation	blacksmith-shop-at-grand-pre-national-historic-site.jpg				None	None	None			image
Alex Colville Wolfville Gallery	45.09142439999999	-64.36076	<b>Alex Colville Wolfville Gallery</b><br><i>399 Main St, Wolfville, NS B4P 2B8, Canada</i>	Recreation	Recreation					None	None	None			text
Vaughan Memorial Library	45.0899278	-64.3652827	"<b>Vaughan Memorial Library</b><br><i>50 Acadia St, Wolfville, NS B4P 2R6, Canada</i><br>Tel: (902) 585-1249<br><a href=""https://library.acadiau.ca/"">https://library.acadiau.ca/</a>"	Gov Services	Gov Services	vaughan-memorial-library.jpg				None	None	None			image
Little Library	45.0810168	-64.36934769999999	<b>Little Library</b><br><i>7 Sunset Terrace, Wolfville, NS B4P 1S5, Canada</i>	Gov Services	Gov Services	little-library.jpg				None	None	None			image
Little Library	45.0889487	-64.37878239999999	<b>Little Library</b><br><i>101 Bigelow St, Wolfville, NS B4P 0A8, Canada</i>	Gov Services	Gov Services	little-library.jpg				None	None	None			image
Little Library	45.1055998	-64.4080018	<b>Little Library</b><br><i>135 Collins Rd, Port Williams, NS B0P 1T0, Canada</i>	Gov Services	Gov Services	little-library.jpg				None	None	None			image
Port Williams - Murdoch C. Smith Memorial Library	45.0987166	-64.4108979	"<b>Port Williams - Murdoch C. Smith Memorial Library</b><br><i>1045 Main St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-3005<br><a href=""http://www.valleylibrary.ca/branch/port-williams-murdoch-c-smith-memorial-library"">http://www.valleylibrary.ca/branch/port-williams-murdoch-c-smith-memorial-library</a>"	Gov Services	Gov Services					None	None	None			text
Wolfville Baptist Church	45.0908333	-64.36388889999999	"<b>Wolfville Baptist Church</b><br><i>487 Main St, Wolfville, NS B4P 1Y6, Canada</i><br>Tel: (902) 542-5524<br><a href=""https://www.wolfvillebaptist.ca/"">https://www.wolfvillebaptist.ca/</a>"	Other	Other	wolfville-baptist-church.jpg				None	None	None			image
Port Williams United Baptist Church	45.0982145	-64.4106829	"<b>Port Williams United Baptist Church</b><br><i>1031 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-3495<br><a href=""http://www.pwubc.org/"">http://www.pwubc.org/</a>"	Other	Other	port-williams-united-baptist-church.jpg				None	None	None			image
Covenanter Church	45.0997354	-64.3048477	"<b>Covenanter Church</b><br><i>1989 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 681-0366<br><a href=""http://orchardvalleyunited.ca/small-group-ministries/covenanter-church/"">http://orchardvalleyunited.ca/small-group-ministries/covenanter-church/</a>"	Structure	Structure	covenanter-church.jpg				None	None	None			image
International Revival Assembly (IRA) - Malayalam Church	45.0902	-64.3647498	"<b>International Revival Assembly (IRA) - Malayalam Church</b><br><i>10 Highland Ave, Wolfville, NS B4P 2R6, Canada</i><br>Tel: (902) 989-6307<br><a href=""https://www.internationalrevivalassembly.org/"">https://www.internationalrevivalassembly.org/</a>"	Other	Other	international-revival-assembly-ira-malayalam-church.jpg				None	None	None			image
Gaspereau United Baptist Church	45.065807	-64.352313	<b>Gaspereau United Baptist Church</b><br><i>2828 Greenfield Rd, Gaspereau, NS B4P 2R1, Canada</i>	Other	Other					None	None	None			text
St. Charles des Mines Memorial Chapel	45.1098625	-64.3122553	"<b>St. Charles des Mines Memorial Chapel</b><br><i>2241 Grand Pré Rd, Grand Pré, NS B0P 1M0, Canada</i><br><a href=""https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=267"">https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=267</a>"	Other	Other	st-charles-des-mines-memorial-chapel.jpg				None	None	None			image
First Kings Cong Christian Church	45.097465	-64.413946	<b>First Kings Cong Christian Church</b><br><i>1011 High St, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-0439	Other	Other					None	None	None			text
Robie Tufts Nature Centre	45.0923969	-64.3630818	<b>Robie Tufts Nature Centre</b><br><i>117 Front St, Wolfville, NS B4P 2A1, Canada</i>	Structure	Structure	robie-tufts-nature-centre.jpg				None	None	None			image
The Landscape of Grand Pré View Park	45.10340799999999	-64.3112323	"<b>The Landscape of Grand Pré View Park</b><br><i>111 Old Post Rd #109, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 697-2575<br><a href=""https://www.landscapeofgrandpre.ca/"">https://www.landscapeofgrandpre.ca/</a>"	Structure	Structure	the-landscape-of-grand-pre-view-park.jpg				None	None	None			image
Wolfville Sign	45.0927858	-64.35925999999999	<b>Wolfville Sign</b><br><i>360 Main St #20, Wolfville, NS B4P 2B8, Canada</i>	Structure	Structure	wolfville-sign.jpg				None	None	None			image
Magic Winery Bus Limited	45.09135149999999	-64.356441	"<b>Magic Winery Bus Limited</b><br><i>11 Willow Ave, Wolfville, NS B4P 1A1, Canada</i><br>Tel: (902) 670-0340<br><a href=""http://www.magicwinerybus.ca/"">http://www.magicwinerybus.ca/</a>"	Structure	Structure	magic-winery-bus-limited.jpg				None	None	None			image
Rotary Park	45.09110500000001	-64.354169	<b>Rotary Park</b><br><i>7 Victoria Ave, Wolfville, NS B4P 2H4, Canada</i>	Recreation	Recreation	rotary-park.jpg				None	None	None			image
Harriet Irving Botanical Gardens	45.0874934	-64.3683242	"<b>Harriet Irving Botanical Gardens</b><br><i>32 University Ave, Wolfville, NS B4P 2R6, Canada</i><br>Tel: (902) 585-1917<br><a href=""http://botanicalgardens.acadiau.ca/"">http://botanicalgardens.acadiau.ca/</a>"	Structure	Structure	harriet-irving-botanical-gardens.jpg				None	None	None			image
Gaspereau River Tubing Endpoint	45.0679654	-64.35326359999999	<b>Gaspereau River Tubing Endpoint</b><br><i>2869 Greenfield Rd, Wolfville, NS B4P 2R1, Canada</i>	Structure	Structure					None	None	None			text
Benjamin Bridge Vineyards	45.0634697	-64.38105829999999	"<b>Benjamin Bridge Vineyards</b><br><i>1966 White Rock Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 542-1560<br><a href=""http://benjaminbridge.com/"">http://benjaminbridge.com/</a>"	Structure	Structure	benjamin-bridge-vineyards.jpg				None	None	None			image
Domaine de Grand Pré	45.10162	-64.3078633	"<b>Domaine de Grand Pré</b><br><i>11611 Evangeline Trl, Grand Pré, NS B0P 1M0, Canada</i><br>Tel: (902) 542-1753<br><a href=""http://grandprewines.com/"">http://grandprewines.com/</a>"	Structure	Structure	domaine-de-grand-pre.jpg				None	None	None			image
Herbin Cross	45.1102195	-64.3105688	"<b>Herbin Cross</b><br><i>100 Miner Ln, Grand Pré, NS B0P 1M0, Canada</i><br><a href=""https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=267"">https://www.pc.gc.ca/apps/dfhd/page_nhs_eng.aspx?id=267</a>"	Structure	Structure	herbin-cross.jpg				None	None	None			image
The Wolfville Watershed Nature Preserve	45.0533175	-64.3306009	"<b>The Wolfville Watershed Nature Preserve</b><br><i>00 Forest Hill Rd, Wolfville, NS B4P 2R1, Canada</i><br>Tel: (902) 425-5263<br><a href=""https://nsnt.ca/focus-areas/wolfville-watershed/"">https://nsnt.ca/focus-areas/wolfville-watershed/</a>"	Structure	Structure	the-wolfville-watershed-nature-preserve.jpg				None	None	None			image
