name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Ravlyk sushi	49.2571972	23.8478818	Business	Restaurant	"<b>Ravlyk sushi</b><br><i>Tarasa Shevchenka St, 63а, Stryi, L'vivs'ka oblast, Ukraine, 82401</i><br>Tel: 096 068 9129<br><a href=""https://www.instagram.com/ravlyk.sushi/?next=%2F"">https://www.instagram.com/ravlyk.sushi/?next=%2F</a>"	096 068 9129	https://www.instagram.com/ravlyk.sushi/?next=%2F	Tarasa Shevchenka St, 63а, Stryi, L'vivs'ka oblast, Ukraine, 82401	F: 11:00 T: 22:30	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	ravlyk-sushi.jpg
Kombo Pizza	49.2588008	23.8433518	Business	Restaurant	"<b>Kombo Pizza</b><br><i>V'yacheslava Chornovola Ave, 7, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 066 872 5469<br><a href=""https://kombo.co.ua/"">https://kombo.co.ua/</a>"	066 872 5469	https://kombo.co.ua/	V'yacheslava Chornovola Ave, 7, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	kombo-pizza.jpg
Khinkalʹnya	49.2560691	23.8499183	Business	Restaurant	<b>Khinkalʹnya</b><br><i>Narodna St, 10, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 073 134 4645	073 134 4645		Narodna St, 10, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 11:00 T: 22:00	khinkalnya.jpg
Time out	49.2584354	23.8476833	Business	Restaurant	"<b>Time out</b><br><i>Olesnyts'koho St, 11, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 066 107 6871<br><a href=""https://time-out6.ps.me/?fbclid=PAQ0xDSwK8izBleHRuA2FlbQIxMQABp2hKlIXGz1WQMe8AArpXCJhnisl--KDgYnzq7kI4VxF0DiPVTfx8temvxMog_aem_v1g7Y7-ozAjmXqgwAVVpJQ"">https://time-out6.ps.me/?fbclid=PAQ0xDSwK8izBleHRuA2FlbQIxMQABp2hKlIXGz1WQMe8AArpXCJhnisl--KDgYnzq7kI4VxF0DiPVTfx8temvxMog_aem_v1g7Y7-ozAjmXqgwAVVpJQ</a>"	066 107 6871	https://time-out6.ps.me/?fbclid=PAQ0xDSwK8izBleHRuA2FlbQIxMQABp2hKlIXGz1WQMe8AArpXCJhnisl--KDgYnzq7kI4VxF0DiPVTfx8temvxMog_aem_v1g7Y7-ozAjmXqgwAVVpJQ	Olesnyts'koho St, 11, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 10:00 T: 22:00	time-out.jpg
"""Smachnyy Shlyakh"" Simeyna Cheburechna"	49.2592403	23.842495	Business	Restaurant	"<b>""Smachnyy Shlyakh"" Simeyna Cheburechna</b><br><i>V'yacheslava Chornovola Ave, 2, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br>Tel: 093 498 2939"	093 498 2939		V'yacheslava Chornovola Ave, 2, Stryi, L'vivs'ka oblast, Ukraine, 82404	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 10:00 T: 21:00	smachnyy-shlyakh-simeyna-cheburechna.jpg
Піцерія IQ Pizza	49.25750790000001	23.8493557	Business	Restaurant	"<b>Піцерія IQ Pizza</b><br><i>Tarasa Shevchenka St, 34, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 068 115 1010<br><a href=""https://www.iqpizza.com.ua/"">https://www.iqpizza.com.ua/</a>"	068 115 1010	https://www.iqpizza.com.ua/	Tarasa Shevchenka St, 34, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	iq-pizza.jpg
Motilla del Palancar	49.2593889	23.8418056	Business	Restaurant	<b>Motilla del Palancar</b><br><i>Vokzalna St, 11, Stryi, L'vivs'ka oblast, Ukraine, 82400</i>			Vokzalna St, 11, Stryi, L'vivs'ka oblast, Ukraine, 82400								
"""Opal"""	49.2550697	23.8520499	Business	Restaurant	"<b>""Opal""</b><br><i>Nebesnoyi Sotni Vulytsya, 4, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 067 704 4156<br><a href=""https://list.in.ua/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%B8/166454/%D0%9E%D0%BF%D0%B0%D0%BB-%D0%A1%D1%82%D1%80%D0%B8%D0%B9"">https://list.in.ua/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%B8/166454/%D0%9E%D0%BF%D0%B0%D0%BB-%D0%A1%D1%82%D1%80%D0%B8%D0%B9</a>"	067 704 4156	https://list.in.ua/%D0%A0%D0%B5%D1%81%D1%82%D0%BE%D1%80%D0%B0%D0%BD%D0%B8/166454/%D0%9E%D0%BF%D0%B0%D0%BB-%D0%A1%D1%82%D1%80%D0%B8%D0%B9	Nebesnoyi Sotni Vulytsya, 4, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 21:00	F: 10:00 T: 23:00	F: 10:00 T: 23:00	F: 10:00 T: 23:00	F: 10:00 T: 23:00	F: 10:00 T: 23:00	F: 10:00 T: 23:00	opal.jpg
"Фаст-фуд ""Гурман"" Майдан Ринок fastfood Gurman"	49.256156	23.85236	Business	Restaurant	"<b>Фаст-фуд ""Гурман"" Майдан Ринок fastfood Gurman</b><br><i>Vulytsya Maydan Rynok, 2, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 063 771 7452"	063 771 7452		Vulytsya Maydan Rynok, 2, Stryi, L'vivs'ka oblast, Ukraine, 82400								fastfood-gurman.jpg
Сімейна ресторація FREEDOM	49.2570126	23.8528994	Business	Restaurant	"<b>Сімейна ресторація FREEDOM</b><br><i>Lyudkevycha St, 14, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br>Tel: 093 602 1125<br><a href=""https://freedom.skymarket.online/"">https://freedom.skymarket.online/</a>"	093 602 1125	https://freedom.skymarket.online/	Lyudkevycha St, 14, Stryi, L'vivs'ka oblast, Ukraine, 82404	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 12:00 T: 22:00	freedom.jpg
Gabar	49.2575011	23.8528727	Business	Restaurant	<b>Gabar</b><br><i>Valova St, 14, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 093 486 9234	093 486 9234		Valova St, 14, Stryi, L'vivs'ka oblast, Ukraine, 82400								gabar.jpg
Кебабця	49.2582756	23.8522472	Business	Restaurant	"<b>Кебабця</b><br><i>Valova St, 6, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 063 770 0987<br><a href=""https://kebabtsia.com/"">https://kebabtsia.com/</a>"	063 770 0987	https://kebabtsia.com/	Valova St, 6, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	x-06a39343bd.jpg
Mahnoliya	49.2539613	23.854142	Business	Restaurant	<b>Mahnoliya</b><br><i>Markiyana Shashkevycha St, 1, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 050 506 3500	050 506 3500		Markiyana Shashkevycha St, 1, Stryi, L'vivs'ka oblast, Ukraine, 82400	closed	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	
Berehynya	49.25729130000001	23.8531862	Business	Restaurant	<b>Berehynya</b><br><i>Valova St, 13, Stryi, L'vivs'ka oblast, Ukraine, 82400</i>			Valova St, 13, Stryi, L'vivs'ka oblast, Ukraine, 82400								berehynya.jpg
Перша Пекарня Твого Міста Стрий	49.2569834	23.85342859999999	Business	Food	"<b>Перша Пекарня Твого Міста Стрий</b><br><i>Valova St, 19, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 097 708 1090<br><a href=""https://www.instagram.com/persha_pekarnya_tvogo_mista/?hl=uk"">https://www.instagram.com/persha_pekarnya_tvogo_mista/?hl=uk</a>"	097 708 1090	https://www.instagram.com/persha_pekarnya_tvogo_mista/?hl=uk	Valova St, 19, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 09:00 T: 20:00	x-6107628da0.jpg
Zastavna	49.2589929	23.8520888	Business	Restaurant	<b>Zastavna</b><br><i>Tarasa Shevchenka St, Stryi, L'vivs'ka oblast, Ukraine, 82404</i>			Tarasa Shevchenka St, Stryi, L'vivs'ka oblast, Ukraine, 82404								
Tut неаполітанська піца	49.2568842	23.8544636	Business	Restaurant	"<b>Tut неаполітанська піца</b><br><i>Bohdana Khmel'nyts'koho St, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br><a href=""https://tutneapolitanpizza.choiceqr.com/"">https://tutneapolitanpizza.choiceqr.com/</a>"		https://tutneapolitanpizza.choiceqr.com/	Bohdana Khmel'nyts'koho St, Stryi, L'vivs'ka oblast, Ukraine, 82404	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	tut.jpg
Mr.Burger	49.2553697	23.8558721	Business	Restaurant	<b>Mr.Burger</b><br><i>Vulytsya Uspensʹka, 33, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 093 849 4538	093 849 4538		Vulytsya Uspensʹka, 33, Stryi, L'vivs'ka oblast, Ukraine, 82400								mr-burger.jpg
Kafe	49.2595676	23.8531104	Business	Restaurant	<b>Kafe</b><br><i>Tarasa Shevchenka St, 105, Stryi, L'vivs'ka oblast, Ukraine, 82400</i>			Tarasa Shevchenka St, 105, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 03:00	F: 10:00 T: 03:00	F: 10:00 T: 03:00	F: 10:00 T: 03:00	F: 10:00 T: 03:00	F: 10:00 T: 03:00	F: 10:00 T: 03:00	kafe.jpg
Kafe Krokus	49.25437400000001	23.8301983	Business	Restaurant	"<b>Kafe Krokus</b><br><i>Symona Petlyury St, 2, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 067 445 1062<br><a href=""https://list.in.ua/%D0%9A%D0%B0%D1%84%D0%B5/70107/%D0%9A%D1%80%D0%BE%D0%BA%D1%83%D1%81-%D0%A1%D1%82%D1%80%D0%B8%D0%B9"">https://list.in.ua/%D0%9A%D0%B0%D1%84%D0%B5/70107/%D0%9A%D1%80%D0%BE%D0%BA%D1%83%D1%81-%D0%A1%D1%82%D1%80%D0%B8%D0%B9</a>"	067 445 1062	https://list.in.ua/%D0%9A%D0%B0%D1%84%D0%B5/70107/%D0%9A%D1%80%D0%BE%D0%BA%D1%83%D1%81-%D0%A1%D1%82%D1%80%D0%B8%D0%B9	Symona Petlyury St, 2, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	kafe-krokus.jpg
Sushi Тake Out	49.2603406	23.8530552	Business	Restaurant	"<b>Sushi Тake Out</b><br><i>Tarasa Shevchenka St, 107, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 096 950 6452<br><a href=""https://sushi-take-out.com.ua/"">https://sushi-take-out.com.ua/</a>"	096 950 6452	https://sushi-take-out.com.ua/	Tarasa Shevchenka St, 107, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	sushi-ake-out.jpg
FIRE PLATZ	49.25462290000001	23.8294213	Business	Bar	"<b>FIRE PLATZ</b><br><i>Задній двір, 2поверх, Symona Petlyury St, 2, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br>Tel: 095 410 8415<br><a href=""http://instagram.com/fire_platz"">http://instagram.com/fire_platz</a>"	095 410 8415	http://instagram.com/fire_platz	Задній двір, 2поверх, Symona Petlyury St, 2, Stryi, L'vivs'ka oblast, Ukraine, 82404								fire-platz.jpg
TistoBar By 612km	49.25973010000001	23.8555412	Business	Restaurant	"<b>TistoBar By 612km</b><br><i>Andriya Korchaka St, 7, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br>Tel: 096 612 6120<br><a href=""https://www.tistobar.com/"">https://www.tistobar.com/</a>"	096 612 6120	https://www.tistobar.com/	Andriya Korchaka St, 7, Stryi, L'vivs'ka oblast, Ukraine, 82404	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 02:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	closed	tistobar-by-612km.jpg
Time Out Street Food	49.2571248	23.8580639	Business	Restaurant	<b>Time Out Street Food</b><br><i>Zelena St, 27, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 096 122 9775	096 122 9775		Zelena St, 27, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	time-out-street-food.jpg
Hotel Magnet	49.2516517	23.8586826	Business	Accommodation	"<b>Hotel Magnet</b> — Straightforward hotel offering free breakfast, an international restaurant & 2 24-hour bars.<br><i>Markiyana Shashkevycha St, 21, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 066 880 9610<br><a href=""http://www.hotelmagnet.com.ua/"">http://www.hotelmagnet.com.ua/</a>"	066 880 9610	http://www.hotelmagnet.com.ua/	Markiyana Shashkevycha St, 21, Stryi, L'vivs'ka oblast, Ukraine, 82400	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	hotel-magnet.jpg
«Смачний Шлях» сімейна чебуречна м.Стрий	49.2570456	23.858701	Business	Restaurant	<b>«Смачний Шлях» сімейна чебуречна м.Стрий</b><br><i>Vulytsya Uspensʹka, 50, Stryi, L'vivs'ka oblast, Ukraine, 82402</i><br>Tel: 096 484 8302	096 484 8302		Vulytsya Uspensʹka, 50, Stryi, L'vivs'ka oblast, Ukraine, 82402	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	closed	x-4d5c6ace8a.jpg
Dacha	49.2439371	23.8505824	Business	Restaurant	"<b>Dacha</b><br><i>Holovins'koho St, 8, Stryi, L'vivs'ka oblast, Ukraine, 82402</i><br>Tel: 077 113 2270<br><a href=""http://restoran-dacha.choiceqr.com/"">http://restoran-dacha.choiceqr.com/</a>"	077 113 2270	http://restoran-dacha.choiceqr.com/	Holovins'koho St, 8, Stryi, L'vivs'ka oblast, Ukraine, 82402	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 22:00	dacha.jpg
Smachno Yak U Mamy	49.257751	23.8600809	Business	Restaurant	<b>Smachno Yak U Mamy</b><br><i>Vulytsya Uspensʹka, 41а, Stryi, L'vivs'ka oblast, Ukraine, 82402</i>			Vulytsya Uspensʹka, 41а, Stryi, L'vivs'ka oblast, Ukraine, 82402								
Turkish Döner	49.2434702	23.8381376	Business	Restaurant	<b>Turkish Döner</b><br><i>Skolivska St, 25-Б, Stryi, L'vivs'ka oblast, Ukraine, 82401</i>			Skolivska St, 25-Б, Stryi, L'vivs'ka oblast, Ukraine, 82401	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	F: 09:00 T: 22:00	turkish-doner.jpg
Kiosk	49.24314199999999	23.8369893	Business	Restaurant	<b>Kiosk</b><br><i>Saksahans'koho St, Stryi, L'vivs'ka oblast, Ukraine, 82401</i>			Saksahans'koho St, Stryi, L'vivs'ka oblast, Ukraine, 82401	F: 06:00 T: 19:00	F: 06:00 T: 19:00	F: 06:00 T: 19:00	F: 06:00 T: 19:00	F: 06:00 T: 19:00	F: 06:00 T: 19:00	F: 07:00 T: 12:00	kiosk.jpg
Kompleksni Obidy U Mar'yany	49.25832260000001	23.8611339	Business	Restaurant	<b>Kompleksni Obidy U Mar'yany</b><br><i>Vulytsya Uspensʹka, 64, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 066 088 8067	066 088 8067		Vulytsya Uspensʹka, 64, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	closed	
Stryysʹka Pitsa	49.2621141	23.8586788	Business	Restaurant	"<b>Stryysʹka Pitsa</b><br><i>Tarasa Shevchenka St, 173, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 098 216 2688<br><a href=""https://lovepizza.com.ua/"">https://lovepizza.com.ua/</a>"	098 216 2688	https://lovepizza.com.ua/	Tarasa Shevchenka St, 173, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	stryyska-pitsa.jpg
"Simeyna Kondytersʹka - Pekarnya ""Tortenyatko"""	49.26127409999999	23.8614452	Business	Food	"<b>Simeyna Kondytersʹka - Pekarnya ""Tortenyatko""</b><br><i>Bohdana Khmel'nyts'koho St, 68, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 068 626 8301<br><a href=""https://www.instagram.com/torteniatko.bakery?igsh=MTBrejNsc3BzZDM3OQ=="">https://www.instagram.com/torteniatko.bakery?igsh=MTBrejNsc3BzZDM3OQ==</a>"	068 626 8301	https://www.instagram.com/torteniatko.bakery?igsh=MTBrejNsc3BzZDM3OQ==	Bohdana Khmel'nyts'koho St, 68, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	simeyna-kondyterska-pekarnya-tortenyatko.jpg
Kraft	49.265103	23.86308	Business	Restaurant	<b>Kraft</b><br><i>L'vivska St, 33, Stryi, L'vivs'ka oblast, Ukraine, 82400</i>			L'vivska St, 33, Stryi, L'vivs'ka oblast, Ukraine, 82400								
Craft	49.2655742	23.86335189999999	Business	Restaurant	<b>Craft</b><br><i>Sichovykh Stril'tsiv St, 2а, Stryi, L'vivs'ka oblast, Ukraine, 82400</i>			Sichovykh Stril'tsiv St, 2а, Stryi, L'vivs'ka oblast, Ukraine, 82400								craft.jpg
Дачне	49.26693040000001	23.8614462	Business	Restaurant	"<b>Дачне</b><br><i>Hryhoriya Kossaka St, 1, Stryi, L'vivs'ka oblast, Ukraine, 82404</i><br>Tel: 099 489 9751<br><a href=""https://dachne-kebab.choiceqr.com/"">https://dachne-kebab.choiceqr.com/</a>"	099 489 9751	https://dachne-kebab.choiceqr.com/	Hryhoriya Kossaka St, 1, Stryi, L'vivs'ka oblast, Ukraine, 82404	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 16:00 T: 21:00	x-fe2fb32ebe.jpg
Піцерія IQ Pizza	49.2683719	23.8588025	Business	Restaurant	"<b>Піцерія IQ Pizza</b><br><i>Sichovykh Stril'tsiv St, 10, Stryi, L'vivs'ka oblast, Ukraine, 82400</i><br>Tel: 068 115 1010<br><a href=""https://iqpizza.com.ua/"">https://iqpizza.com.ua/</a>"	068 115 1010	https://iqpizza.com.ua/	Sichovykh Stril'tsiv St, 10, Stryi, L'vivs'ka oblast, Ukraine, 82400	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	iq-pizza.jpg
