name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
IndiBytes	44.981003	-63.4908258	Business	Restaurant	"<b>IndiBytes</b><br><i>1046 NS-2, Lantz, NS B2S 0J2, Canada</i><br>Tel: (437) 237-1412<br><a href=""https://indibytes.square.site/"">https://indibytes.square.site/</a>"	(437) 237-1412	https://indibytes.square.site/	1046 NS-2, Lantz, NS B2S 0J2, Canada	closed	F: 09:00 T: 20:00	F: 09:00 T: 20:00	F: 09:00 T: 08:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 18:00	indibytes.jpg
Roundaboutpizza	44.9699544	-63.50581709999999	Business	Restaurant	<b>Roundaboutpizza</b><br><i>174 Elmsdale Rd, Elmsdale, NS B2S 1H7, Canada</i>			174 Elmsdale Rd, Elmsdale, NS B2S 1H7, Canada								
The Beefy Weiner	44.9691131	-63.5021698	Business	Restaurant	"<b>The Beefy Weiner</b><br><i>813 Hwy 2, Elmsdale, NS B2T 1M5, Canada</i><br><a href=""https://www.facebook.com/Thebeefyweiner"">https://www.facebook.com/Thebeefyweiner</a>"		https://www.facebook.com/Thebeefyweiner	813 Hwy 2, Elmsdale, NS B2T 1M5, Canada	closed	closed	F: 12:00 T: 18:00	F: 12:00 T: 18:00	F: 12:00 T: 18:00	F: 12:00 T: 18:00	F: 12:00 T: 18:00	the-beefy-weiner.jpg
Martha's Pizza || Elmsdale	44.96566730000001	-63.50736320000001	Business	Restaurant	"<b>Martha's Pizza || Elmsdale</b><br><i>727 Hwy 2 Unit 1, Elmsdale, NS B2S 1A8, Canada</i><br>Tel: (902) 883-8484<br><a href=""https://marthaspizza2.com/elmsdale"">https://marthaspizza2.com/elmsdale</a>"	(902) 883-8484	https://marthaspizza2.com/elmsdale	727 Hwy 2 Unit 1, Elmsdale, NS B2S 1A8, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 00:00	F: 11:00 T: 00:00	F: 12:00 T: 21:00	martha-s-pizza-elmsdale.jpg
Millstone Public House East Hants	44.9862541	-63.4826565	Business	Bar	"<b>Millstone Public House East Hants</b><br><i>1135 NS-2, Lantz, NS B2S 1P5, Canada</i><br>Tel: (902) 883-8055<br><a href=""https://www.millstonepublichouse.com/"">https://www.millstonepublichouse.com/</a>"	(902) 883-8055	https://www.millstonepublichouse.com/	1135 NS-2, Lantz, NS B2S 1P5, Canada	F: 11:30 T: 22:00	F: 11:30 T: 22:00	F: 11:30 T: 23:00	F: 11:30 T: 23:00	F: 11:30 T: 23:00	F: 11:30 T: 23:00	F: 11:30 T: 22:00	millstone-public-house-east-hants.jpg
Daddy Green's Pizza	44.986553	-63.481661	Business	Restaurant	"<b>Daddy Green's Pizza</b><br><i>1147 Hwy 2, Lantz, NS B2S 1P5, Canada</i><br>Tel: (902) 883-8855<br><a href=""https://www.daddygreenspizza.com/menu"">https://www.daddygreenspizza.com/menu</a>"	(902) 883-8855	https://www.daddygreenspizza.com/menu	1147 Hwy 2, Lantz, NS B2S 1P5, Canada	closed	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 12:00 T: 23:00	F: 13:00 T: 21:00	daddy-green-s-pizza.jpg
Rob Bitar's Ristorante	44.96395	-63.50983789999999	Business	Restaurant	"<b>Rob Bitar's Ristorante</b><br><i>689 NS-2, Elmsdale, NS B2S 1A8, Canada</i><br>Tel: (902) 883-7475<br><a href=""http://bitars.ca/"">http://bitars.ca/</a>"	(902) 883-7475	http://bitars.ca/	689 NS-2, Elmsdale, NS B2S 1A8, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	rob-bitar-s-ristorante.jpg
Pete'za Perfect	44.9599764	-63.5158552	Business	Restaurant	"<b>Pete'za Perfect</b><br><i>601 NS-2 Unit E, Elmsdale, NS B2S 1A7, Canada</i><br>Tel: (902) 259-7383<br><a href=""https://petezaperfect.ca/"">https://petezaperfect.ca/</a>"	(902) 259-7383	https://petezaperfect.ca/	601 NS-2 Unit E, Elmsdale, NS B2S 1A7, Canada	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 22:00	pete-za-perfect.jpg
Jessy's Pizza Elmsdale	44.9592207	-63.51710879999999	Business	Restaurant	"<b>Jessy's Pizza Elmsdale</b><br><i>589 NS-2, Elmsdale, NS B2S 1A3, Canada</i><br>Tel: (902) 883-9888<br><a href=""https://jessyspizza.ca/"">https://jessyspizza.ca/</a>"	(902) 883-9888	https://jessyspizza.ca/	589 NS-2, Elmsdale, NS B2S 1A3, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 12:00 T: 22:00	jessy-s-pizza-elmsdale.jpg
Lin Garden Restaurant	44.9569177	-63.5207941	Business	Restaurant	<b>Lin Garden Restaurant</b><br><i>537 NS-2, Elmsdale, NS B2S 1A3, Canada</i><br>Tel: (902) 259-3338	(902) 259-3338		537 NS-2, Elmsdale, NS B2S 1A3, Canada	closed	F: 11:30 T: 20:00	F: 11:30 T: 20:00	F: 11:30 T: 20:00	F: 11:30 T: 20:00	F: 11:30 T: 20:00	F: 15:30 T: 20:00	lin-garden-restaurant.jpg
Chick N' Go	44.954442	-63.5223896	Business	Restaurant	<b>Chick N' Go</b><br><i>501 NS-2, Enfield, NS B2T 0P7, Canada</i>			501 NS-2, Enfield, NS B2T 0P7, Canada								chick-n-go.jpg
Real Tasty Thai Food	44.9538365	-63.52205189999999	Business	Restaurant	"<b>Real Tasty Thai Food</b><br><i>485 Hwy 2, Enfield, NS B2T 1M4, Canada</i><br>Tel: (782) 254-0453<br><a href=""https://facebook.com/RealTastyThaiFood"">https://facebook.com/RealTastyThaiFood</a>"	(782) 254-0453	https://facebook.com/RealTastyThaiFood	485 Hwy 2, Enfield, NS B2T 1M4, Canada	closed	F: 12:00 T: 19:00	F: 12:00 T: 19:00	F: 12:00 T: 19:00	F: 12:00 T: 19:00	F: 16:00 T: 19:00	closed	real-tasty-thai-food.jpg
Able Roots Cafe	44.9715539	-63.51816109999999	Business	Cafe	"<b>Able Roots Cafe</b><br><i>201 Park Rd, Elmsdale, NS B2S 0G3, Canada</i><br>Tel: (902) 883-9404<br><a href=""https://www.corridorability.ca/ablerootscafe"">https://www.corridorability.ca/ablerootscafe</a>"	(902) 883-9404	https://www.corridorability.ca/ablerootscafe	201 Park Rd, Elmsdale, NS B2S 0G3, Canada	F: 09:00 T: 15:00	F: 09:00 T: 15:00	F: 09:00 T: 15:00	F: 09:00 T: 15:00	F: 09:00 T: 15:00	closed	closed	able-roots-cafe.jpg
Starbucks	44.97521	-63.50681	Business	Cafe	<b>Starbucks</b><br><i>251 NS-214, Elmsdale, NS B2S 1J1, Canada</i><br>Tel: (782) 358-9858	(782) 358-9858		251 NS-214, Elmsdale, NS B2S 1J1, Canada	F: 05:30 T: 22:00	F: 05:30 T: 22:00	F: 05:30 T: 22:00	F: 05:30 T: 22:00	F: 05:30 T: 22:00	F: 05:30 T: 22:00	F: 05:30 T: 21:00	starbucks.jpg
The cooking people	44.98711659999999	-63.4819322	Business	Food	<b>The cooking people</b><br><i>3 NS-2, Lantz, NS B2S 1N1, Canada</i>			3 NS-2, Lantz, NS B2S 1N1, Canada								
Proof'd breads and bakery	44.9538727	-63.52286819999999	Business	Food	<b>Proof'd breads and bakery</b><br><i>485 NS-2, Elmsdale, NS B2T 0P7, Canada</i><br>Tel: (902) 410-4190	(902) 410-4190		485 NS-2, Elmsdale, NS B2T 0P7, Canada	closed	closed	closed	closed	closed	F: 10:00 T: 14:00	F: 10:00 T: 14:00	proof-d-breads-and-bakery.jpg
Jym Line Glassware Ltd	44.974598	-63.516394	Business	Shops	"<b>Jym Line Glassware Ltd</b><br><i>23 Venture Crescent, Elmsdale, NS B2S 0B1, Canada</i><br>Tel: (902) 883-3244<br><a href=""https://www.jymline.com/"">https://www.jymline.com/</a>"	(902) 883-3244	https://www.jymline.com/	23 Venture Crescent, Elmsdale, NS B2S 0B1, Canada	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:00	closed	closed	jym-line-glassware-ltd.jpg
Cores Worldwide Inc	44.992538	-63.52344300000001	Business	Shops	"<b>Cores Worldwide Inc</b><br><i>674 NS-214, Belnan, NS B2S 2N2, Canada</i><br>Tel: (902) 883-1611<br><a href=""http://www.coresworldwide.com/"">http://www.coresworldwide.com/</a>"	(902) 883-1611	http://www.coresworldwide.com/	674 NS-214, Belnan, NS B2S 2N2, Canada								
Petro-Canada	44.9805089	-63.5086846	Business	Automotive	"<b>Petro-Canada</b><br><i>291 NS-214, Elmsdale, NS B2S 2L1, Canada</i><br>Tel: (902) 883-9372<br><a href=""https://www.petro-canada.ca/en/personal/gas-station-locations/291-highway-214-elmsdale?utm_source=G&utm_medium=lpm&utm_campaign=suncor"">https://www.petro-canada.ca/en/personal/gas-station-locations/291-highway-214-elmsdale?utm_source=G&utm_medium=lpm&utm_campaign=suncor</a>"	(902) 883-9372	https://www.petro-canada.ca/en/personal/gas-station-locations/291-highway-214-elmsdale?utm_source=G&utm_medium=lpm&utm_campaign=suncor	291 NS-214, Elmsdale, NS B2S 2L1, Canada	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	petro-canada.jpg
Biotech Orthotic Design Inc	44.9737206	-63.516346	Business	Shops	"<b>Biotech Orthotic Design Inc</b><br><i>139 Park Rd, Elmsdale, NS B2S 2L3, Canada</i><br>Tel: (902) 883-7521<br><a href=""http://www.biotechorthotics.com/"">http://www.biotechorthotics.com/</a>"	(902) 883-7521	http://www.biotechorthotics.com/	139 Park Rd, Elmsdale, NS B2S 2L3, Canada	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	closed	closed	biotech-orthotic-design-inc.jpg
NAPA AUTOPRO - Mcneill's AUTOPRO Elmsdale	44.9648353	-63.5086921	Business	Shops	"<b>NAPA AUTOPRO - Mcneill's AUTOPRO Elmsdale</b><br><i>707 NS-2, Elmsdale, NS B2S 1A8, Canada</i><br>Tel: (902) 883-9191<br><a href=""https://www.donshell.ca/?utm_source=G&utm_medium=local&utm_campaign=google-local"">https://www.donshell.ca/?utm_source=G&utm_medium=local&utm_campaign=google-local</a>"	(902) 883-9191	https://www.donshell.ca/?utm_source=G&utm_medium=local&utm_campaign=google-local	707 NS-2, Elmsdale, NS B2S 1A8, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	napa-autopro-mcneill-s-autopro-elmsdale.jpg
NSLC Beer, Wine, Spirits, Cannabis	44.98118899999999	-63.5089661	Business	Shops	"<b>NSLC Beer, Wine, Spirits, Cannabis</b><br><i>293 Highway #214, Elmsdale, NS B2S 2L1, Canada</i><br>Tel: (902) 883-2101<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	(902) 883-2101	http://www.mynslc.com/	293 Highway #214, Elmsdale, NS B2S 2L1, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 12:00 T: 17:00	nslc-beer-wine-spirits-cannabis.jpg
East Coast Kitchens	44.9782047	-63.51184349999999	Business	Services	"<b>East Coast Kitchens</b><br><i>69 Park Rd #2, Elmsdale, NS B2S 3K5, Canada</i><br>Tel: (902) 883-2400<br><a href=""http://eastcoastkitchens.ca/"">http://eastcoastkitchens.ca/</a>"	(902) 883-2400	http://eastcoastkitchens.ca/	69 Park Rd #2, Elmsdale, NS B2S 3K5, Canada	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	F: 13:00 T: 17:00	closed	closed	east-coast-kitchens.jpg
RONA Elmsdale	44.9791702	-63.50421749999999	Business	Shops	"<b>RONA Elmsdale</b><br><i>84 Mason Ln, Elmsdale, NS B2S 3J3, Canada</i><br>Tel: (902) 883-7156<br><a href=""https://www.rona.ca/en/store/nova-scotia/elmsdale/rona-elmsdale-03485?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website"">https://www.rona.ca/en/store/nova-scotia/elmsdale/rona-elmsdale-03485?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website</a>"	(902) 883-7156	https://www.rona.ca/en/store/nova-scotia/elmsdale/rona-elmsdale-03485?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website	84 Mason Ln, Elmsdale, NS B2S 3J3, Canada	F: 07:00 T: 19:00	F: 07:00 T: 19:00	F: 07:00 T: 19:00	F: 07:00 T: 19:00	F: 07:00 T: 19:00	F: 08:00 T: 17:00	F: 09:00 T: 17:00	rona-elmsdale.jpg
Canadian Tire	44.97830769999999	-63.504746	Business	Shops	"<b>Canadian Tire</b><br><i>269 Highway 214 #100, Elmsdale, NS B2S 3J3, Canada</i><br>Tel: (902) 883-1771<br><a href=""https://www.canadiantire.ca/en/store-details/ns/elmsdale-ns-619.html?utm_source=google&utm_medium=lss&utm_content=619"">https://www.canadiantire.ca/en/store-details/ns/elmsdale-ns-619.html?utm_source=google&utm_medium=lss&utm_content=619</a>"	(902) 883-1771	https://www.canadiantire.ca/en/store-details/ns/elmsdale-ns-619.html?utm_source=google&utm_medium=lss&utm_content=619	269 Highway 214 #100, Elmsdale, NS B2S 3J3, Canada	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 09:00 T: 18:00	F: 09:00 T: 17:00	canadian-tire.jpg
Dollarama	44.9779962	-63.5048404	Business	Shops	"<b>Dollarama</b><br><i>Shopping Centre, 269 NS-214, Elmsdale, NS B2S 1K1, Canada</i><br>Tel: (888) 365-4266<br><a href=""https://www.dollarama.com/en-CA/locations/ns/elmsdale-269-highway-214?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama"">https://www.dollarama.com/en-CA/locations/ns/elmsdale-269-highway-214?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama</a>"	(888) 365-4266	https://www.dollarama.com/en-CA/locations/ns/elmsdale-269-highway-214?utm_source=G&utm_medium=LPM&utm_campaign=Dollarama	Shopping Centre, 269 NS-214, Elmsdale, NS B2S 1K1, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 10:00 T: 18:00	dollarama.jpg
Circle K	44.97505959999999	-63.50763259999999	Business	Shops	"<b>Circle K</b><br><i>248 NS-214, Elmsdale, NS B2S 1J9, Canada</i><br>Tel: (902) 883-3100<br><a href=""https://www.circlek.com/ca/atlantic/store-locator/CA/elmsdale/248-highway-214/6002085?utm_source=google&utm_medium=local&utm_campaign=google-local"">https://www.circlek.com/ca/atlantic/store-locator/CA/elmsdale/248-highway-214/6002085?utm_source=google&utm_medium=local&utm_campaign=google-local</a>"	(902) 883-3100	https://www.circlek.com/ca/atlantic/store-locator/CA/elmsdale/248-highway-214/6002085?utm_source=google&utm_medium=local&utm_campaign=google-local	248 NS-214, Elmsdale, NS B2S 1J9, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	
Canmac Powersports Inc	44.970044	-63.5183905	Business	Services	"<b>Canmac Powersports Inc</b><br><i>250 Park Rd, Elmsdale, NS B2S 0G2, Canada</i><br>Tel: (902) 883-7108<br><a href=""http://www.canmacwatercraft.ca/"">http://www.canmacwatercraft.ca/</a>"	(902) 883-7108	http://www.canmacwatercraft.ca/	250 Park Rd, Elmsdale, NS B2S 0G2, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	canmac-powersports-inc.jpg
OK Tire	44.9694862	-63.51863090000001	Business	Shops	"<b>OK Tire</b><br><i>268 Park Rd, Elmsdale, NS B2S 0G2, Canada</i><br>Tel: (902) 883-7121<br><a href=""http://www.oktire.com/stores/ok-tire-elmsdale"">http://www.oktire.com/stores/ok-tire-elmsdale</a>"	(902) 883-7121	http://www.oktire.com/stores/ok-tire-elmsdale	268 Park Rd, Elmsdale, NS B2S 0G2, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	ok-tire.jpg
Goodfellow Inc	44.9651883	-63.50673339999999	Business	Shops	"<b>Goodfellow Inc</b><br><i>727 NS-2, Elmsdale, NS B2S 1A8, Canada</i><br>Tel: (902) 883-2256<br><a href=""https://www.goodfellowinc.com/en/"">https://www.goodfellowinc.com/en/</a>"	(902) 883-2256	https://www.goodfellowinc.com/en/	727 NS-2, Elmsdale, NS B2S 1A8, Canada								
Quest Kitchens Inc.	44.9617763	-63.51347800000001	Business	Services	"<b>Quest Kitchens Inc.</b><br><i>640 Hwy 2, Elmsdale, NS B2S 1C9, Canada</i><br>Tel: (902) 225-1895<br><a href=""http://www.questkitchens.ca/"">http://www.questkitchens.ca/</a>"	(902) 225-1895	http://www.questkitchens.ca/	640 Hwy 2, Elmsdale, NS B2S 1C9, Canada								quest-kitchens-inc.jpg
Pay Dirt Auto	45.024026	-63.5517511	Business	Shops	<b>Pay Dirt Auto</b><br><i>7310 Nova Scotia Trunk 14, Nine Mile River, NS B2S 2V1, Canada</i><br>Tel: (902) 456-1271	(902) 456-1271		7310 Nova Scotia Trunk 14, Nine Mile River, NS B2S 2V1, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 11:00 T: 15:00	closed	pay-dirt-auto.jpg
Bumper to Bumper_Sangster's Automotive Supplies	44.9613851	-63.5142749	Business	Shops	"<b>Bumper to Bumper_Sangster's Automotive Supplies</b><br><i>622 Hwy 2, Elmsdale, NS B2S 1C9, Canada</i><br>Tel: (902) 883-7040<br><a href=""https://local.bumpertobumper.ca/en/store/ns/elmsdale/622-highway-2/?utm_medium=listings&utm_source=gmb&utm_campaign=94E2507D-A18B-E311-AA0A-003048D20663"">https://local.bumpertobumper.ca/en/store/ns/elmsdale/622-highway-2/?utm_medium=listings&utm_source=gmb&utm_campaign=94E2507D-A18B-E311-AA0A-003048D20663</a>"	(902) 883-7040	https://local.bumpertobumper.ca/en/store/ns/elmsdale/622-highway-2/?utm_medium=listings&utm_source=gmb&utm_campaign=94E2507D-A18B-E311-AA0A-003048D20663	622 Hwy 2, Elmsdale, NS B2S 1C9, Canada	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 15:00	closed	bumper-to-bumper-sangster-s-automotive-supplies.jpg
Elmsdale Design & Print	44.9602815	-63.5153336	Business	Shops	"<b>Elmsdale Design & Print</b><br><i>601 Hwy 2 #1, Elmsdale, NS B2S 1A8, Canada</i><br>Tel: (902) 883-8898<br><a href=""https://www.edponline.ca/"">https://www.edponline.ca/</a>"	(902) 883-8898	https://www.edponline.ca/	601 Hwy 2 #1, Elmsdale, NS B2S 1A8, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	closed	elmsdale-design-print.jpg
