name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
The Hungry Traveler Cafe	44.3769964	-64.3099373	Business	Cafe	"<b>The Hungry Traveler Cafe</b><br><i>15 King St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 518-2535<br><a href=""https://www.thehungrytravelercafe.com/"">https://www.thehungrytravelercafe.com/</a>"	(902) 518-2535	https://www.thehungrytravelercafe.com/	15 King St, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	F: 08:00 T: 14:30	the-hungry-traveler-cafe.jpg
Boathouse Bites	44.374478	-64.31559109999999	Business	Restaurant	"<b>Boathouse Bites</b><br><i>93 Tannery Rd, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 930-2149<br><a href=""http://boathousebites.com/"">http://boathousebites.com/</a>"	(902) 930-2149	http://boathousebites.com/	93 Tannery Rd, Lunenburg, NS B0J 2C0, Canada	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 18:00	boathouse-bites.jpg
Bar Salvador	44.3764942	-64.30936419999999	Business	Bar	"<b>Bar Salvador</b><br><i>125 Montague St, Lunenburg, NS B4N 1R6, Canada</i><br><a href=""http://www.barsalvador.com/"">http://www.barsalvador.com/</a>"		http://www.barsalvador.com/	125 Montague St, Lunenburg, NS B4N 1R6, Canada	F: 16:00 T: 20:00	closed	closed	F: 16:00 T: 21:00	F: 16:00 T: 22:00	F: 16:00 T: 22:00	F: 14:00 T: 20:00	bar-salvador.jpg
Sushi by the Cove	44.3764151	-64.308716	Business	Restaurant	"<b>Sushi by the Cove</b><br><i>139 Montague St, Lunenburg, NS B4N 1R6, Canada</i><br>Tel: (902) 634-3500<br><a href=""https://sushibythecove.ca/"">https://sushibythecove.ca/</a>"	(902) 634-3500	https://sushibythecove.ca/	139 Montague St, Lunenburg, NS B4N 1R6, Canada	F: 16:00 T: 20:00	closed	F: 11:30 T: 17:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	sushi-by-the-cove.jpg
Tide and Trail Outfitters Ltd	44.3757131	-64.3087688	Business	Bar	"<b>Tide and Trail Outfitters Ltd</b><br><i>146 Bluenose Dr Unit 101, Lunenburg, NS B2W 3P6, Canada</i><br>Tel: (902) 634-8961<br><a href=""https://www.tideandtrail.ca/"">https://www.tideandtrail.ca/</a>"	(902) 634-8961	https://www.tideandtrail.ca/	146 Bluenose Dr Unit 101, Lunenburg, NS B2W 3P6, Canada	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	tide-and-trail-outfitters-ltd.jpg
NYCGYRO	44.37576679999999	-64.3232446	Business	Restaurant	<b>NYCGYRO</b><br><i>103 Victoria Road, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 670-6766	(902) 670-6766		103 Victoria Road, Lunenburg, NS B0J 2C0, Canada	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 20:00	nycgyro.jpg
The Clubhouse	44.3680832	-64.3129012	Business	Restaurant	"<b>The Clubhouse</b><br><i>18 Cove Rd, Lunenburg, NS B4V 0T4, Canada</i><br>Tel: (902) 634-7196<br><a href=""http://bluenosegolfclub.com/"">http://bluenosegolfclub.com/</a>"	(902) 634-7196	http://bluenosegolfclub.com/	18 Cove Rd, Lunenburg, NS B4V 0T4, Canada	F: 11:30 T: 19:00	F: 11:30 T: 19:00	F: 11:30 T: 19:00	F: 11:30 T: 19:00	F: 11:30 T: 20:00	F: 11:30 T: 19:00	F: 11:30 T: 19:00	the-clubhouse.jpg
The Pizza Cut	44.3773005	-64.3396547	Business	Restaurant	"<b>The Pizza Cut</b><br><i>11261 Nova Scotia Trunk 3 RR 2, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-8399<br><a href=""http://thepizzacut.com/"">http://thepizzacut.com/</a>"	(902) 634-8399	http://thepizzacut.com/	11261 Nova Scotia Trunk 3 RR 2, Lunenburg, NS B0J 2C0, Canada	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	F: 11:00 T: 20:00	the-pizza-cut.jpg
Lunenburg Yacht Club & Restaurant	44.4116363	-64.3227615	Business	Bar	"<b>Lunenburg Yacht Club & Restaurant</b><br><i>734 Hermans Island Rd, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-3745<br><a href=""http://www.lyc.ca/"">http://www.lyc.ca/</a>"	(902) 634-3745	http://www.lyc.ca/	734 Hermans Island Rd, Lunenburg, NS B0J 2C0, Canada	closed	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 11:00 T: 14:00	lunenburg-yacht-club-restaurant.jpg
Jade Niwa Asian Cuisine	44.4056776	-64.3445211	Business	Restaurant	"<b>Jade Niwa Asian Cuisine</b><br><i>10117 Nova Scotia Trunk 3, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 640-6789<br><a href=""https://www.jadeniwa.ca/"">https://www.jadeniwa.ca/</a>"	(902) 640-6789	https://www.jadeniwa.ca/	10117 Nova Scotia Trunk 3, Lunenburg, NS B0J 2C0, Canada	F: 12:00 T: 20:00	closed	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	jade-niwa-asian-cuisine.jpg
Laughing Whale Coffee Bar	44.3772981	-64.30985319999999	Business	Cafe	"<b>Laughing Whale Coffee Bar</b><br><i>263 Lincoln St, Corner of Lincoln &, King St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 527-3154<br><a href=""https://laughingwhalecoffee.com/"">https://laughingwhalecoffee.com/</a>"	(902) 527-3154	https://laughingwhalecoffee.com/	263 Lincoln St, Corner of Lincoln &, King St, Lunenburg, NS B0J 2C0, Canada	closed	F: 08:30 T: 16:00	F: 08:30 T: 16:00	F: 08:30 T: 16:00	F: 08:30 T: 16:00	F: 09:30 T: 16:00	closed	laughing-whale-coffee-bar.jpg
The Barn Lunenburg Old Towne	44.3766576	-64.3100178	Business	Cafe	"<b>The Barn Lunenburg Old Towne</b><br><i>9 King St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 204-6689<br><a href=""https://thebarncoffee.com/"">https://thebarncoffee.com/</a>"	(902) 204-6689	https://thebarncoffee.com/	9 King St, Lunenburg, NS B0J 2C0, Canada	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	the-barn-lunenburg-old-towne.jpg
Kissing Bridge Sweets and Meats	44.3867819	-64.3213899	Business	Cafe	"<b>Kissing Bridge Sweets and Meats</b><br><i>302 Kissing Bridge Rd, First Peninsula, NS B0J 2C0, Canada</i><br>Tel: (902) 904-2451<br><a href=""http://kissingbridgesweetsandmeats.com/"">http://kissingbridgesweetsandmeats.com/</a>"	(902) 904-2451	http://kissingbridgesweetsandmeats.com/	302 Kissing Bridge Rd, First Peninsula, NS B0J 2C0, Canada								kissing-bridge-sweets-and-meats.jpg
The Knot Pub	44.378632	-64.316889	Business	Bar	"<b>The Knot Pub</b> — This long-time hangout with nautical decor offers classic pub grub, a full bar & dart boards.<br><i>4 Dufferin St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-3334<br><a href=""https://www.theknotpub.ca/"">https://www.theknotpub.ca/</a>"	(902) 634-3334	https://www.theknotpub.ca/	4 Dufferin St, Lunenburg, NS B0J 2C0, Canada	closed	F: 10:00 T: 01:00	F: 10:00 T: 01:00	F: 10:00 T: 01:00	F: 10:00 T: 01:00	F: 10:00 T: 01:00	closed	the-knot-pub.jpg
Khushal	44.37797899999999	-64.3144311	Business	Bar	<b>Khushal</b><br><i>Lunenburg, NS B0J 2C0, Canada</i>			Lunenburg, NS B0J 2C0, Canada								
The Main Gaff Lounge & Eatery	44.3775243	-64.31069699999999	Business	Bar	<b>The Main Gaff Lounge & Eatery</b><br><i>229 Lincoln St, Lunenburg, NS B0J 2C0, Canada</i>			229 Lincoln St, Lunenburg, NS B0J 2C0, Canada								
Francis' Your Independent Grocer Lunenburg	44.375299	-64.324957	Business	Shops	"<b>Francis' Your Independent Grocer Lunenburg</b><br><i>143 Victoria Road, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-3751<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/0685?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/0685?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	(902) 634-3751	https://www.yourindependentgrocer.ca/store-locator/details/0685?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws	143 Victoria Road, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 09:00 T: 20:00	francis-your-independent-grocer-lunenburg.jpg
Cook & Cocoa	44.33957420000001	-64.34333629999999	Business	Food	"<b>Cook & Cocoa</b><br><i>2043 Hwy 332, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 514-6544<br><a href=""https://cookandcocoa.my.canva.site/home"">https://cookandcocoa.my.canva.site/home</a>"	(902) 514-6544	https://cookandcocoa.my.canva.site/home	2043 Hwy 332, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	
NAPA Auto Parts - BLL Enterprises Inc.	44.3772467	-64.3204705	Business	Shops	"<b>NAPA Auto Parts - BLL Enterprises Inc.</b><br><i>40 Victoria Road, Lunenburg, NS B4V 2N1, Canada</i><br>Tel: (902) 634-3045<br><a href=""https://www.napacanada.com/en/ns/lunenburg/store/1007793?utm_source=G&utm_medium=local&utm_campaign=google-local"">https://www.napacanada.com/en/ns/lunenburg/store/1007793?utm_source=G&utm_medium=local&utm_campaign=google-local</a>"	(902) 634-3045	https://www.napacanada.com/en/ns/lunenburg/store/1007793?utm_source=G&utm_medium=local&utm_campaign=google-local	40 Victoria Road, Lunenburg, NS B4V 2N1, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 12:00	closed	napa-auto-parts-bll-enterprises-inc.jpg
The Water Market	44.376237	-64.329837	Business	Shops	"<b>The Water Market</b><br><i>237 Victoria Road, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-4755<br><a href=""https://www.southshorewatermarket.com/"">https://www.southshorewatermarket.com/</a>"	(902) 634-4755	https://www.southshorewatermarket.com/	237 Victoria Road, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 19:00	F: 08:00 T: 19:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	F: 08:00 T: 18:00	closed	the-water-market.jpg
NSLC Beer, Wine, Spirits, Cannabis	44.3756729	-64.3247897	Business	Shops	"<b>NSLC Beer, Wine, Spirits, Cannabis</b><br><i>143 Victoria Road, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-4353<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	(902) 634-4353	http://www.mynslc.com/	143 Victoria Road, Lunenburg, NS B0J 2C0, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 12:00 T: 17:00	nslc-beer-wine-spirits-cannabis.jpg
West Nova Fuels	44.3761837	-64.3193319	Business	Shops	"<b>West Nova Fuels</b><br><i>73 Falkland St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-3835<br><a href=""https://westnovasuperline.ca/"">https://westnovasuperline.ca/</a>"	(902) 634-3835	https://westnovasuperline.ca/	73 Falkland St, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	F: 08:00 T: 16:30	closed	closed	west-nova-fuels.jpg
Village Nursery	44.3734944	-64.3212556	Business	Shops	"<b>Village Nursery</b><br><i>63 Knickle Rd, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 543-5649<br><a href=""http://www.villagenursery.ca/"">http://www.villagenursery.ca/</a>"	(902) 543-5649	http://www.villagenursery.ca/	63 Knickle Rd, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	village-nursery.jpg
Lunenburg Fish Company Ltd	44.37596500000001	-64.307096	Business	Shops	<b>Lunenburg Fish Company Ltd</b><br><i>194 Montague St, Lunenburg, NS B2W 3P6, Canada</i><br>Tel: (902) 634-3470	(902) 634-3470		194 Montague St, Lunenburg, NS B2W 3P6, Canada								lunenburg-fish-company-ltd.jpg
Frank's Corner Automotive	44.378178	-64.3432885	Business	Shops	"<b>Frank's Corner Automotive</b><br><i>11313 Nova Scotia Trunk 3, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-4636<br><a href=""http://www.facebook.com/frankscornerauto"">http://www.facebook.com/frankscornerauto</a>"	(902) 634-4636	http://www.facebook.com/frankscornerauto	11313 Nova Scotia Trunk 3, Lunenburg, NS B0J 2C0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	closed	closed	frank-s-corner-automotive.jpg
North Sails Lunenburg Sail Loft	44.37654360000001	-64.3079362	Business	Shops	"<b>North Sails Lunenburg Sail Loft</b><br><i>150 Pelham St, Lunenburg, NS B2W 3P6, Canada</i><br>Tel: (902) 634-3343<br><a href=""https://northsails.com/sailing/en/locations/lunenburg-nova-scotia"">https://northsails.com/sailing/en/locations/lunenburg-nova-scotia</a>"	(902) 634-3343	https://northsails.com/sailing/en/locations/lunenburg-nova-scotia	150 Pelham St, Lunenburg, NS B2W 3P6, Canada	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	F: 08:00 T: 16:00	closed	closed	north-sails-lunenburg-sail-loft.jpg
Charlotte Roblee Upholstery	44.3772726	-64.3181061	Business	Shops	"<b>Charlotte Roblee Upholstery</b><br><i>37 Falkland St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 634-8666<br><a href=""https://www.facebook.com/profile.php?id=100052263956278"">https://www.facebook.com/profile.php?id=100052263956278</a>"	(902) 634-8666	https://www.facebook.com/profile.php?id=100052263956278	37 Falkland St, Lunenburg, NS B0J 2C0, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 16:30	closed	closed	
Musique Royale	44.3782336	-64.31231149999999	Business	Shops	"<b>Musique Royale</b><br><i>64 Townsend St, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (902) 703-0739<br><a href=""http://musiqueroyale.com/events/"">http://musiqueroyale.com/events/</a>"	(902) 703-0739	http://musiqueroyale.com/events/	64 Townsend St, Lunenburg, NS B0J 2C0, Canada								
Circle K	44.3761745	-64.3254955	Business	Shops	"<b>Circle K</b><br><i>150 Victoria St, Lunenburg, NS B3A 1V8, Canada</i><br>Tel: (902) 634-3641<br><a href=""https://www.circlek.com/ca/atlantic/store-locator/CA/lunenburg/150-victoria-street/6002049?utm_source=google&utm_medium=local&utm_campaign=google-local"">https://www.circlek.com/ca/atlantic/store-locator/CA/lunenburg/150-victoria-street/6002049?utm_source=google&utm_medium=local&utm_campaign=google-local</a>"	(902) 634-3641	https://www.circlek.com/ca/atlantic/store-locator/CA/lunenburg/150-victoria-street/6002049?utm_source=google&utm_medium=local&utm_campaign=google-local	150 Victoria St, Lunenburg, NS B3A 1V8, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 23:59	circle-k.jpg
Wildertools by Rick Marchand	44.383304	-64.32424499999999	Business	Shops	"<b>Wildertools by Rick Marchand</b><br><i>69 Maple Ave, Lunenburg, NS B0J 2C0, Canada</i><br>Tel: (226) 783-8771<br><a href=""http://www.wildertools.com/"">http://www.wildertools.com/</a>"	(226) 783-8771	http://www.wildertools.com/	69 Maple Ave, Lunenburg, NS B0J 2C0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	closed	wildertools-by-rick-marchand.jpg
