name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Highbury Gardens RV Park	45.049734	-64.478398	Nature	Camping	"<b>Highbury Gardens RV Park</b><br><i>121 New Canaan Rd, Kentville, NS B4N 4K1, Canada</i><br>Tel: (902) 678-8011<br><a href=""https://highburygardens.com/"">https://highburygardens.com/</a>"	(902) 678-8011	https://highburygardens.com/	121 New Canaan Rd, Kentville, NS B4N 4K1, Canada	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	F: 09:00 T: 21:00	highbury-gardens-rv-park.jpg
Abraham Gesner Monument	45.0988525	-64.4762488	Nature	Park	<b>Abraham Gesner Monument</b><br><i>Kings County, NS B0P 1T0, Canada</i>			Kings County, NS B0P 1T0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 24:00	abraham-gesner-monument.jpg
Oakdene Park	45.0842697	-64.4920199	Nature	Park	"<b>Oakdene Park</b><br><i>46 Campbell Rd, Kentville, NS B4N 1Y1, Canada</i><br>Tel: (902) 679-2539<br><a href=""https://www.kentville.ca/parks-and-recreation/parks/oakdene-park"">https://www.kentville.ca/parks-and-recreation/parks/oakdene-park</a>"	(902) 679-2539	https://www.kentville.ca/parks-and-recreation/parks/oakdene-park	46 Campbell Rd, Kentville, NS B4N 1Y1, Canada	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	oakdene-park.jpg
Kentville Centre Square	45.0776457	-64.4954978	Nature	Park	"<b>Kentville Centre Square</b><br><i>389 Main St, Kentville, NS B4N 1H7, Canada</i><br><a href=""https://kentville.ca/"">https://kentville.ca/</a>"		https://kentville.ca/	389 Main St, Kentville, NS B4N 1H7, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 24:00	kentville-centre-square.jpg
Port Williams Park	45.1009466	-64.4103396	Nature	Park	"<b>Port Williams Park</b><br><i>1084 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-4411<br><a href=""https://www.portwilliams.com/community/port-williams-community-park"">https://www.portwilliams.com/community/port-williams-community-park</a>"	(902) 542-4411	https://www.portwilliams.com/community/port-williams-community-park	1084 NS-358, Port Williams, NS B0P 1T0, Canada	F: 09:00 T: 13:00	F: 09:00 T: 13:00	F: 09:00 T: 13:00	F: 09:00 T: 13:00	F: 09:00 T: 13:00	closed	closed	port-williams-park.jpg
Port Williams Picnic Park	45.109512	-64.43277160000001	Nature	Park	<b>Port Williams Picnic Park</b><br><i>1105 Church St, Port Williams, NS B0P 1T0, Canada</i>			1105 Church St, Port Williams, NS B0P 1T0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 24:00	
Kentville Trail System	45.0785922	-64.50527939999999	Nature	Park	<b>Kentville Trail System</b><br><i>575 W Main St, Kentville, NS B4N 1L9, Canada</i>			575 W Main St, Kentville, NS B4N 1L9, Canada								kentville-trail-system.jpg
Hancock Brook	45.0831243	-64.4152132	Nature	Natural Feature	<b>Hancock Brook</b><br><i>Hancock Brook, Kings County, NS B4P 0N5, Canada</i>			Hancock Brook, Kings County, NS B4P 0N5, Canada								
Hellgate Falls	45.0445556	-64.40912589999999	Nature	Natural Feature	<b>Hellgate Falls</b><br><i>Hellgate Falls, Kings County, NS B4P 2R2, Canada</i>			Hellgate Falls, Kings County, NS B4P 2R2, Canada								hellgate-falls.jpg
McGowan Brook	45.1165249	-64.4484787	Nature	Natural Feature	<b>McGowan Brook</b><br><i>McGowan Brook, Kings County, NS B0P 1T0, Canada</i>			McGowan Brook, Kings County, NS B0P 1T0, Canada								
Upper Dyke	45.1146816	-64.46600459999999	Nature	Natural Feature	<b>Upper Dyke</b><br><i>Upper Dyke, Kings County, NS B0P 1J0, Canada</i>			Upper Dyke, Kings County, NS B0P 1J0, Canada								
Middle Dyke	45.11490189999999	-64.4653052	Nature	Natural Feature	<b>Middle Dyke</b><br><i>Middle Dyke, Kings County, NS B0P 1J0, Canada</i>			Middle Dyke, Kings County, NS B0P 1J0, Canada								
Golf Links Brook	45.0832833	-64.4320278	Nature	Natural Feature	<b>Golf Links Brook</b><br><i>Golf Links Brook, Kings County, NS B0P 1T0, Canada</i>			Golf Links Brook, Kings County, NS B0P 1T0, Canada								
Mill Brook	45.0833766	-64.4822062	Nature	Natural Feature	<b>Mill Brook</b><br><i>Mill Brook, Kentville, NS B4N 5R2, Canada</i>			Mill Brook, Kentville, NS B4N 5R2, Canada								
The Hellgate	45.0478718	-64.4127232	Nature	Natural Feature	<b>The Hellgate</b><br><i>The Hellgate, Kings County, NS B4P 2R2, Canada</i>			The Hellgate, Kings County, NS B4P 2R2, Canada								the-hellgate.jpg
White Rock Pond	45.0530502	-64.4045757	Nature	Natural Feature	<b>White Rock Pond</b><br><i>White Rock Pond, Kings County, NS B4P 2R1, Canada</i>			White Rock Pond, Kings County, NS B4P 2R1, Canada								white-rock-pond.jpg
Wolfville Ridge	45.06681239999999	-64.3911651	Nature	Natural Feature	<b>Wolfville Ridge</b><br><i>Wolfville Ridge, Kings County, NS B4P 2R2, Canada</i>			Wolfville Ridge, Kings County, NS B4P 2R2, Canada								
