name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
New Minas Big Stop Restaurant	45.05692899999999	-64.470508	Business	Restaurant	"<b>New Minas Big Stop Restaurant</b><br><i>5477 Prospect Rd, New Minas, NS B4N 3K9, Canada</i><br>Tel: (902) 681-0224<br><a href=""https://www.irvingoil.com/en-CA/location/irving-oil-26266?utm_source=G&utm_medium=lpm&utm_campaign=irving"">https://www.irvingoil.com/en-CA/location/irving-oil-26266?utm_source=G&utm_medium=lpm&utm_campaign=irving</a>"	(902) 681-0224	https://www.irvingoil.com/en-CA/location/irving-oil-26266?utm_source=G&utm_medium=lpm&utm_campaign=irving	5477 Prospect Rd, New Minas, NS B4N 3K9, Canada	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 20:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 20:00	new-minas-big-stop-restaurant.jpg
The Noodle Guy	45.0956835	-64.408247	Business	Restaurant	"<b>The Noodle Guy</b><br><i>964 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 697-3906<br><a href=""http://thenoodle.ca/"">http://thenoodle.ca/</a>"	(902) 697-3906	http://thenoodle.ca/	964 NS-358, Port Williams, NS B0P 1T0, Canada	F: 10:00 T: 15:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	F: 10:00 T: 19:00	closed	the-noodle-guy.jpg
Tim Hortons	45.07865049999999	-64.4967344	Business	Cafe	"<b>Tim Hortons</b> — Canadian chain for signature premium-blend coffee, plus light fare, pastries & breakfast sandwiches.<br><i>70 Aberdeen St, Kentville, NS B4N 2N3, Canada</i><br>Tel: (902) 678-7394<br><a href=""https://locations.timhortons.ca/en/ns/kentville/70-aberdeen-st"">https://locations.timhortons.ca/en/ns/kentville/70-aberdeen-st</a>"	(902) 678-7394	https://locations.timhortons.ca/en/ns/kentville/70-aberdeen-st	70 Aberdeen St, Kentville, NS B4N 2N3, Canada	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	F: 05:00 T: 23:00	tim-hortons.jpg
Country Style	45.077994	-64.505045	Business	Cafe	"<b>Country Style</b><br><i>Ultramar Gas Station, 11 Park St, Kentville, NS B4N 1L9, Canada</i><br>Tel: (902) 678-5554<br><a href=""https://www.countrystyle.com/stores/?utm_source=G&utm_medium=LPM&utm_campaign=MTY"">https://www.countrystyle.com/stores/?utm_source=G&utm_medium=LPM&utm_campaign=MTY</a>"	(902) 678-5554	https://www.countrystyle.com/stores/?utm_source=G&utm_medium=LPM&utm_campaign=MTY	Ultramar Gas Station, 11 Park St, Kentville, NS B4N 1L9, Canada	F: 07:00 T: 14:00	F: 07:00 T: 14:00	F: 07:00 T: 14:00	F: 07:00 T: 17:00	F: 07:00 T: 17:00	F: 08:00 T: 12:00	F: 08:00 T: 12:00	country-style.jpg
Oaken Barrel cookhouse	45.0853579	-64.38700949999999	Business	Restaurant	"<b>Oaken Barrel cookhouse</b><br><i>10272 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada</i><br><a href=""https://www.facebook.com/share/1FKBMxV4rC/"">https://www.facebook.com/share/1FKBMxV4rC/</a>"		https://www.facebook.com/share/1FKBMxV4rC/	10272 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada	closed	closed	closed	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	F: 11:00 T: 19:00	oaken-barrel-cookhouse.jpg
Big Wedge New Minas	45.071241	-64.43713269999999	Business	Restaurant	<b>Big Wedge New Minas</b><br><i>9384 Commercial St, New Minas, NS B4N 3E9, Canada</i><br>Tel: (902) 681-3344	(902) 681-3344		9384 Commercial St, New Minas, NS B4N 3E9, Canada	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 22:00	big-wedge-new-minas.jpg
The Port Pub And Bistro	45.0968284	-64.4059371	Business	Bar	"<b>The Port Pub And Bistro</b><br><i>980 Terrys Creek Rd, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-5555<br><a href=""http://www.theportpub.com/"">http://www.theportpub.com/</a>"	(902) 542-5555	http://www.theportpub.com/	980 Terrys Creek Rd, Port Williams, NS B0P 1T0, Canada	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 21:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	the-port-pub-and-bistro.jpg
Paddy's Irish Brewpub & Rosie's Restaurant	45.0781708	-64.4966507	Business	Bar	"<b>Paddy's Irish Brewpub & Rosie's Restaurant</b><br><i>42 Aberdeen St, Kentville, NS B4N 2N1, Canada</i><br>Tel: (902) 678-3199<br><a href=""http://www.paddyskentville.ca/"">http://www.paddyskentville.ca/</a>"	(902) 678-3199	http://www.paddyskentville.ca/	42 Aberdeen St, Kentville, NS B4N 2N1, Canada	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 22:00	F: 08:00 T: 23:00	F: 08:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 22:00	paddy-s-irish-brewpub-rosie-s-restaurant.jpg
KenWo Golf Club	45.0705485	-64.4290185	Business	Restaurant	"<b>KenWo Golf Club</b><br><i>9514 Commercial St, New Minas, NS B4N 3E9, Canada</i><br>Tel: (902) 681-5388<br><a href=""http://www.ken-wo.com/"">http://www.ken-wo.com/</a>"	(902) 681-5388	http://www.ken-wo.com/	9514 Commercial St, New Minas, NS B4N 3E9, Canada	F: 06:00 T: 21:00	F: 06:00 T: 21:00	F: 06:00 T: 21:00	F: 06:00 T: 21:00	F: 06:00 T: 21:00	F: 06:00 T: 21:00	F: 06:00 T: 21:00	kenwo-golf-club.jpg
Cora Breakfast and Lunch	45.0686799	-64.4563193	Business	Restaurant	"<b>Cora Breakfast and Lunch</b><br><i>9049 Commercial St, New Minas, NS B4N 5A4, Canada</i><br>Tel: (902) 365-3335<br><a href=""https://www.chezcora.com/fr/restaurants-dejeuner/nouvelle-ecosse/Cora-New-Minas?utm_source=G&utm_medium=local&utm_campaign=google-local"">https://www.chezcora.com/fr/restaurants-dejeuner/nouvelle-ecosse/Cora-New-Minas?utm_source=G&utm_medium=local&utm_campaign=google-local</a>"	(902) 365-3335	https://www.chezcora.com/fr/restaurants-dejeuner/nouvelle-ecosse/Cora-New-Minas?utm_source=G&utm_medium=local&utm_campaign=google-local	9049 Commercial St, New Minas, NS B4N 5A4, Canada	F: 06:00 T: 15:00	F: 06:00 T: 15:00	F: 06:00 T: 15:00	F: 06:00 T: 15:00	F: 06:00 T: 15:00	F: 06:00 T: 15:00	F: 07:00 T: 15:00	cora-breakfast-and-lunch.jpg
KAO	45.067752	-64.461007	Business	Restaurant	"<b>KAO</b><br><i>8986 Commercial St, New Minas, NS B4N 3E2, Canada</i><br>Tel: (902) 681-6388<br><a href=""https://kaorestaurant.wixsite.com/kaorestaurant"">https://kaorestaurant.wixsite.com/kaorestaurant</a>"	(902) 681-6388	https://kaorestaurant.wixsite.com/kaorestaurant	8986 Commercial St, New Minas, NS B4N 3E2, Canada	closed	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	kao.jpg
Double Dragon Restaurant	45.0675828	-64.459595	Business	Restaurant	"<b>Double Dragon Restaurant</b><br><i>9006 Commercial St, New Minas, NS B4N 3E2, Canada</i><br>Tel: (902) 681-2263<br><a href=""http://www.doubledragonns.com/"">http://www.doubledragonns.com/</a>"	(902) 681-2263	http://www.doubledragonns.com/	9006 Commercial St, New Minas, NS B4N 3E2, Canada	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	F: 16:00 T: 20:00	double-dragon-restaurant.jpg
Dairy Queen Grill & Chill	45.06792120000001	-64.45490420000002	Business	Shops	"<b>Dairy Queen Grill & Chill</b> — Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.<br><i>9071 Commercial St, New Minas, NS B4N 3E6, Canada</i><br>Tel: (902) 681-1812<br><a href=""https://www.dairyqueen.com/en-ca/locations/ns/new-minas/9071-commercial-st/2074/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NDU2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D"">https://www.dairyqueen.com/en-ca/locations/ns/new-minas/9071-commercial-st/2074/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NDU2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D</a>"	(902) 681-1812	https://www.dairyqueen.com/en-ca/locations/ns/new-minas/9071-commercial-st/2074/?utm_source=organic&utm_campaign=yext%2F&y_source=1_ODk5NDU2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D	9071 Commercial St, New Minas, NS B4N 3E6, Canada	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	dairy-queen-grill-chill.jpg
KFC	45.06743719999999	-64.4581694	Business	Restaurant	"<b>KFC</b> — Restaurant chain known for its buckets of fried chicken, plus combo meals & sides.<br><i>9024 Commercial St, New Minas, NS B4N 3E2, Canada</i><br>Tel: (902) 681-7905<br><a href=""http://kfc.ca/?utm_source=gbp&utm_medium=yext"">http://kfc.ca/?utm_source=gbp&utm_medium=yext</a>"	(902) 681-7905	http://kfc.ca/?utm_source=gbp&utm_medium=yext	9024 Commercial St, New Minas, NS B4N 3E2, Canada	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	F: 10:00 T: 00:00	kfc.jpg
Pita Pit	45.06946299999999	-64.44259439999999	Business	Restaurant	"<b>Pita Pit</b><br><i>9293 Commercial St, New Minas, NS B4N 3G2, Canada</i><br>Tel: (902) 681-7482<br><a href=""https://pitapit.ca/"">https://pitapit.ca/</a>"	(902) 681-7482	https://pitapit.ca/	9293 Commercial St, New Minas, NS B4N 3G2, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 11:00 T: 20:00	pita-pit.jpg
Firehouse Subs New Minas	45.06912689999999	-64.44059229999999	Business	Restaurant	"<b>Firehouse Subs New Minas</b><br><i>30 Silver Fox Ave, New Minas, NS B4N 0E4, Canada</i><br>Tel: (902) 365-2701<br><a href=""https://www.firehousesubs.com/"">https://www.firehousesubs.com/</a>"	(902) 365-2701	https://www.firehousesubs.com/	30 Silver Fox Ave, New Minas, NS B4N 0E4, Canada	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	firehouse-subs-new-minas.jpg
McDonald's	45.0676068	-64.4479179	Business	Cafe	"<b>McDonald's</b> — Classic, long-running fast-food chain known for its burgers & fries.<br><i>9197 Commercial St, New Minas, NS B4N 3G1, Canada</i><br>Tel: (902) 681-8227<br><a href=""https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTk4NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D"">https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTk4NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D</a>"	(902) 681-8227	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTk4NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	9197 Commercial St, New Minas, NS B4N 3G1, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 24:00	mcdonald-s.jpg
Newmar Cuisine Ltd.	45.0683579	-64.44013819999999	Business	Restaurant	<b>Newmar Cuisine Ltd.</b><br><i>54 Silver Fox Ave, New Minas, NS B4N 0E4, Canada</i>			54 Silver Fox Ave, New Minas, NS B4N 0E4, Canada								
Pizza Hut	45.068851	-64.43930399999999	Business	Restaurant	"<b>Pizza Hut</b> — Popular delivery, carry-out & dine-in chain known for pizza, wings & pasta, plus sides & desserts.<br><i>52 Silver Fox Ave, New Minas, NS B4N 0E4, Canada</i><br>Tel: (902) 681-5200<br><a href=""https://www.pizzahut.ca/huts/ca-1/R64901/"">https://www.pizzahut.ca/huts/ca-1/R64901/</a>"	(902) 681-5200	https://www.pizzahut.ca/huts/ca-1/R64901/	52 Silver Fox Ave, New Minas, NS B4N 0E4, Canada	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 23:00	F: 11:00 T: 23:00	F: 11:00 T: 22:00	pizza-hut.jpg
Nayya Pizza & Grill	45.0667046	-64.4479944	Business	Restaurant	<b>Nayya Pizza & Grill</b><br><i>9198 Commercial St Unit 105, New Minas, NS B4N 3E5, Canada</i><br>Tel: (902) 681-4000	(902) 681-4000		9198 Commercial St Unit 105, New Minas, NS B4N 3E5, Canada	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	nayya-pizza-grill.jpg
barBURRITO	45.0679536	-64.4395962	Business	Restaurant	"<b>barBURRITO</b><br><i>54 Silver Fox Ave, New Minas, NS B4N 0E4, Canada</i><br>Tel: (902) 680-4156<br><a href=""https://www.barburrito.ca/location/new-minas/?utm_source=GMB_704&utm_medium=organic"">https://www.barburrito.ca/location/new-minas/?utm_source=GMB_704&utm_medium=organic</a>"	(902) 680-4156	https://www.barburrito.ca/location/new-minas/?utm_source=GMB_704&utm_medium=organic	54 Silver Fox Ave, New Minas, NS B4N 0E4, Canada	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 21:00	barburrito.jpg
M&M Food Market	45.0663637	-64.442829	Business	Shops	"<b>M&M Food Market</b><br><i>9256 Commercial St, New Minas, NS B4N 4A9, Canada</i><br>Tel: (902) 681-2372<br><a href=""https://mmfoodmarket.com/store_locations/123?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing"">https://mmfoodmarket.com/store_locations/123?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing</a>"	(902) 681-2372	https://mmfoodmarket.com/store_locations/123?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing	9256 Commercial St, New Minas, NS B4N 4A9, Canada	F: 09:30 T: 19:00	F: 09:30 T: 19:00	F: 09:30 T: 19:00	F: 09:30 T: 20:00	F: 09:30 T: 20:00	F: 09:00 T: 19:00	F: 11:00 T: 18:00	m-m-food-market.jpg
Indo Asian Food Mart	45.06707050000001	-64.4527174	Business	Shops	"<b>Indo Asian Food Mart</b><br><i>9114 Commercial St Unit 3, New Minas, NS B4N 3E5, Canada</i><br>Tel: (902) 680-2643<br><a href=""https://www.facebook.com/IndiansOnlineStore/"">https://www.facebook.com/IndiansOnlineStore/</a>"	(902) 680-2643	https://www.facebook.com/IndiansOnlineStore/	9114 Commercial St Unit 3, New Minas, NS B4N 3E5, Canada	F: 10:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 11:00 T: 22:00	F: 10:00 T: 22:00	F: 10:00 T: 22:00	F: 11:00 T: 21:00	indo-asian-food-mart.jpg
Nippers, British Fish & Chips	45.0675629	-64.45437849999999	Business	Restaurant	"<b>Nippers, British Fish & Chips</b><br><i>9081 Commercial St, New Minas, NS B4N 3E6, Canada</i><br>Tel: (902) 692-1018<br><a href=""https://www.facebook.com/profile.php?id=100063554504019&mibextid=LQQJ4d"">https://www.facebook.com/profile.php?id=100063554504019&mibextid=LQQJ4d</a>"	(902) 692-1018	https://www.facebook.com/profile.php?id=100063554504019&mibextid=LQQJ4d	9081 Commercial St, New Minas, NS B4N 3E6, Canada	closed	closed	closed	closed	F: 11:30 T: 18:00	F: 11:30 T: 16:00	closed	nippers-british-fish-chips.jpg
Bento Sushi	45.0668788	-64.4561138	Business	Restaurant	"<b>Bento Sushi</b><br><i>9064 Commercial St, New Minas, NS B4N 3E4, Canada</i><br><a href=""https://www.bentosushi.com/"">https://www.bentosushi.com/</a>"		https://www.bentosushi.com/	9064 Commercial St, New Minas, NS B4N 3E4, Canada								bento-sushi.jpg
BARIIS HALAL & PIZZA HOUSE	45.0681435	-64.4594223	Business	Restaurant	"<b>BARIIS HALAL & PIZZA HOUSE</b><br><i>9005 Commercial St, New Minas, NS B4N 3E2, Canada</i><br>Tel: (902) 292-9852<br><a href=""https://www.bariishalalpizza.com/"">https://www.bariishalalpizza.com/</a>"	(902) 292-9852	https://www.bariishalalpizza.com/	9005 Commercial St, New Minas, NS B4N 3E2, Canada	closed	closed	F: 08:00 T: 23:30	F: 08:00 T: 00:00	closed	closed	closed	bariis-halal-pizza-house.jpg
Kelly’s Deli Xpress	45.0683209	-64.4612057	Business	Restaurant	"<b>Kelly’s Deli Xpress</b><br><i>8981 Commercial St, New Minas, NS B4N 3E2, Canada</i><br>Tel: (902) 679-3049<br><a href=""https://www.facebook.com/p/Kellys-Deli-Xpress-New-Minas-61572158197391/"">https://www.facebook.com/p/Kellys-Deli-Xpress-New-Minas-61572158197391/</a>"	(902) 679-3049	https://www.facebook.com/p/Kellys-Deli-Xpress-New-Minas-61572158197391/	8981 Commercial St, New Minas, NS B4N 3E2, Canada	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 20:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	closed	kellys-deli-xpress.jpg
Capt. Submarine	45.068872	-64.46413059999999	Business	Restaurant	"<b>Capt. Submarine</b><br><i>8927 Commercial St, New Minas, NS B4N 3E1, Canada</i><br><a href=""https://captsub.com/"">https://captsub.com/</a>"		https://captsub.com/	8927 Commercial St, New Minas, NS B4N 3E1, Canada								
Big Mike Pizza	45.0680732	-64.4653762	Business	Restaurant	"<b>Big Mike Pizza</b><br><i>8912 Commercial St, New Minas, NS B4N 3C9, Canada</i><br>Tel: (902) 681-6006<br><a href=""https://www.facebook.com/Bigmikepizza?mibextid=LQQJ4d"">https://www.facebook.com/Bigmikepizza?mibextid=LQQJ4d</a>"	(902) 681-6006	https://www.facebook.com/Bigmikepizza?mibextid=LQQJ4d	8912 Commercial St, New Minas, NS B4N 3C9, Canada	F: 15:00 T: 22:30	F: 15:00 T: 22:30	F: 15:00 T: 22:30	F: 15:00 T: 22:30	F: 15:00 T: 23:00	F: 15:00 T: 23:00	F: 15:00 T: 22:30	big-mike-pizza.jpg
Cumin Kitchen and Drink	45.068817	-64.47059999999999	Business	Restaurant	"<b>Cumin Kitchen and Drink</b><br><i>21 Roy Ave, New Minas, NS B4N 3R7, Canada</i><br>Tel: (902) 713-5010<br><a href=""http://www.cuminkitchenanddrink.com/"">http://www.cuminkitchenanddrink.com/</a>"	(902) 713-5010	http://www.cuminkitchenanddrink.com/	21 Roy Ave, New Minas, NS B4N 3R7, Canada	F: 07:30 T: 19:00	F: 07:30 T: 19:00	F: 07:30 T: 19:00	F: 07:30 T: 19:00	F: 07:30 T: 19:00	F: 10:00 T: 19:00	closed	cumin-kitchen-and-drink.jpg
Home Food	45.0713046	-64.4725235	Business	Restaurant	<b>Home Food</b><br><i>8769 Commercial St, New Minas, NS B4N 3C4, Canada</i><br>Tel: (902) 412-1868	(902) 412-1868		8769 Commercial St, New Minas, NS B4N 3C4, Canada								
