name	lat	lng	category	subcategory	description	phone	website	address	hours_mon	hours_tue	hours_wed	hours_thu	hours_fri	hours_sat	hours_sun	image_file
Aroma Mocha Cafe	44.7429034	-65.51790919999999	Business	Cafe	<b>Aroma Mocha Cafe</b><br><i>324 St George St, Annapolis Royal, NS B0S 1K0, Canada</i><br>Tel: (902) 385-6799	(902) 385-6799		324 St George St, Annapolis Royal, NS B0S 1K0, Canada	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 16:00	F: 09:00 T: 18:00	F: 09:00 T: 16:00	closed	aroma-mocha-cafe.jpg
Elm Tree Cafe	44.7410278	-65.513888	Business	Cafe	"<b>Elm Tree Cafe</b><br><i>441 St George St, Annapolis Royal, NS B0S 0A8, Canada</i><br>Tel: (902) 532-2484<br><a href=""http://www.historicgardens.com/"">http://www.historicgardens.com/</a>"	(902) 532-2484	http://www.historicgardens.com/	441 St George St, Annapolis Royal, NS B0S 0A8, Canada	F: 11:00 T: 16:00	F: 11:00 T: 16:00	closed	closed	F: 11:00 T: 16:00	F: 11:00 T: 16:00	F: 11:00 T: 16:00	elm-tree-cafe.jpg
Robins Donuts	44.76163649999999	-65.5031838	Business	Cafe	"<b>Robins Donuts</b><br><i>4718 Nova Scotia Trunk 1, Granville Ferry, NS B0S 1A0, Canada</i><br>Tel: (902) 532-0610<br><a href=""http://www.robinsdonuts.com/"">http://www.robinsdonuts.com/</a>"	(902) 532-0610	http://www.robinsdonuts.com/	4718 Nova Scotia Trunk 1, Granville Ferry, NS B0S 1A0, Canada	F: 06:00 T: 20:00	F: 06:00 T: 20:00	F: 06:00 T: 20:00	F: 06:00 T: 20:00	F: 06:00 T: 20:00	F: 07:00 T: 20:00	F: 08:00 T: 20:00	robins-donuts.jpg
Double D Cafe (CAFE ONLY)	44.761922	-65.5022109	Business	Cafe	<b>Double D Cafe (CAFE ONLY)</b><br><i>4730 Hwy 1, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-7434	(902) 532-7434		4730 Hwy 1, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	F: 08:00 T: 14:00	F: 08:00 T: 14:00	F: 08:00 T: 14:00	F: 08:00 T: 14:00	F: 09:00 T: 14:00	double-d-cafe-cafe-only.jpg
Mad Hatter Wine Bar	44.74515450000001	-65.5195169	Business	Bar	"<b>Mad Hatter Wine Bar</b><br><i>213 St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2070<br><a href=""https://m.facebook.com/profile.php?id=100057230719865"">https://m.facebook.com/profile.php?id=100057230719865</a>"	(902) 532-2070	https://m.facebook.com/profile.php?id=100057230719865	213 St George St, Annapolis Royal, NS B0S 1A0, Canada	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 20:00	F: 12:00 T: 21:00	F: 12:00 T: 22:00	F: 12:00 T: 22:00	F: 12:00 T: 20:00	mad-hatter-wine-bar.jpg
Miller's Your Independent Grocer Annapolis Royal	44.748366	-65.514088	Business	Shops	"<b>Miller's Your Independent Grocer Annapolis Royal</b><br><i>21 St Anthony St, Annapolis Royal, NS B0S 0B3, Canada</i><br>Tel: (902) 532-7791<br><a href=""https://www.yourindependentgrocer.ca/store-locator/details/1414?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws"">https://www.yourindependentgrocer.ca/store-locator/details/1414?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws</a>"	(902) 532-7791	https://www.yourindependentgrocer.ca/store-locator/details/1414?utm_source=G&utm_medium=LPM&utm_campaign=Loblaws	21 St Anthony St, Annapolis Royal, NS B0S 0B3, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 10:00 T: 18:00	miller-s-your-independent-grocer-annapolis-royal.jpg
Goat Island Bread Co.	44.7455836	-65.51864119999999	Business	Food	"<b>Goat Island Bread Co.</b><br><i>St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br><a href=""https://goatislandbreadco.square.site/"">https://goatislandbreadco.square.site/</a>"		https://goatislandbreadco.square.site/	St George St, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	closed	closed	closed	F: 09:00 T: 12:00	closed	goat-island-bread-co.jpg
NSLC Select	44.7453446	-65.516297	Business	Shops	"<b>NSLC Select</b><br><i>180 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2153<br><a href=""http://www.mynslc.com/"">http://www.mynslc.com/</a>"	(902) 532-2153	http://www.mynslc.com/	180 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 10:00 T: 21:00	F: 12:00 T: 17:00	nslc-select.jpg
Hutchin's Pharmacy	44.743052	-65.5185	Business	Health	"<b>Hutchin's Pharmacy</b><br><i>310 St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2356<br><a href=""https://www.hutchinspharmacy.com/"">https://www.hutchinspharmacy.com/</a>"	(902) 532-2356	https://www.hutchinspharmacy.com/	310 St George St, Annapolis Royal, NS B0S 1A0, Canada	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 18:00	F: 09:00 T: 17:00	closed	hutchin-s-pharmacy.jpg
Traditional Marine Outfitters	44.742226	-65.515822	Business	Shops	<b>Traditional Marine Outfitters</b><br><i>Annapolis Royal, NS B0S 0A8, Canada</i><br>Tel: (902) 532-2762	(902) 532-2762		Annapolis Royal, NS B0S 0A8, Canada								
The Green Barn Antiques	44.7428117	-65.51459539999999	Business	Shops	"<b>The Green Barn Antiques</b><br><i>140 Victoria St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-7842<br><a href=""http://www.thegreenbarn.ca/"">http://www.thegreenbarn.ca/</a>"	(902) 532-7842	http://www.thegreenbarn.ca/	140 Victoria St, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	F: 11:00 T: 17:00	closed	the-green-barn-antiques.jpg
Foodland - Annapolis Royal	44.746066	-65.516648	Business	Shops	"<b>Foodland - Annapolis Royal</b><br><i>155 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5700<br><a href=""https://foodland.ca/stores/foodland-annapolis-royal/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys"">https://foodland.ca/stores/foodland-annapolis-royal/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys</a>"	(902) 532-5700	https://foodland.ca/stores/foodland-annapolis-royal/?utm_source=G&utm_medium=lpm&utm_campaign=Sobeys	155 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 08:00 T: 21:00	F: 10:00 T: 18:00	foodland-annapolis-royal.jpg
Yard & Toy Power Products	44.732168	-65.49301729999999	Business	Shops	"<b>Yard & Toy Power Products</b><br><i>2 Cape Rd, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-0303<br><a href=""http://yardandtoy.ca/"">http://yardandtoy.ca/</a>"	(902) 532-0303	http://yardandtoy.ca/	2 Cape Rd, Annapolis Royal, NS B0S 1A0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	closed	
Frasers Pro Home Ctr	44.76262149999999	-65.5022722	Business	Shops	"<b>Frasers Pro Home Ctr</b><br><i>4733 Nova Scotia Trunk 1, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-1500<br><a href=""https://www.frasers.ca/annapolis.htm"">https://www.frasers.ca/annapolis.htm</a>"	(902) 532-1500	https://www.frasers.ca/annapolis.htm	4733 Nova Scotia Trunk 1, Annapolis Royal, NS B0S 1A0, Canada	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 08:00 T: 17:00	closed	frasers-pro-home-ctr.jpg
Charles Stewart Electrical	44.7296981	-65.4914725	Business	Shops	"<b>Charles Stewart Electrical</b><br><i>9551 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2424<br><a href=""http://www.charlesstewartelectrical.ca/"">http://www.charlesstewartelectrical.ca/</a>"	(902) 532-2424	http://www.charlesstewartelectrical.ca/	9551 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada	F: 08:30 T: 16:30	F: 08:30 T: 16:30	F: 08:30 T: 16:30	F: 08:30 T: 16:30	F: 08:30 T: 16:30	closed	closed	charles-stewart-electrical.jpg
Loose Ends Trading Co	44.74519799999999	-65.5171767	Business	Shops	"<b>Loose Ends Trading Co</b><br><i>195 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-7572<br><a href=""http://www.looseendstrading.com/"">http://www.looseendstrading.com/</a>"	(902) 532-7572	http://www.looseendstrading.com/	195 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 18:00	F: 10:00 T: 17:00	F: 12:00 T: 17:00	loose-ends-trading-co.jpg
Lequille Country Store	44.7293198	-65.4912469	Business	Shops	"<b>Lequille Country Store</b><br><i>9543 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5362<br><a href=""http://www.lequillecountrystore.com/"">http://www.lequillecountrystore.com/</a>"	(902) 532-5362	http://www.lequillecountrystore.com/	9543 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada	F: 06:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	F: 06:00 T: 23:00	lequille-country-store.jpg
Annapolis Home Hardware Building Centre	44.7463797	-65.51555379999999	Business	Shops	"<b>Annapolis Home Hardware Building Centre</b><br><i>132 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2319<br><a href=""https://www.homehardware.ca/en/store/32031?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=32031"">https://www.homehardware.ca/en/store/32031?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=32031</a>"	(902) 532-2319	https://www.homehardware.ca/en/store/32031?utm_source=google&utm_medium=organic_search&utm_campaign=local_seo&utm_content=32031	132 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 07:30 T: 17:30	F: 08:00 T: 17:00	F: 10:00 T: 15:00	annapolis-home-hardware-building-centre.jpg
Annapolis Tea Co.	44.7440849	-65.5197448	Business	Shops	<b>Annapolis Tea Co.</b><br><i>253 St George St, Annapolis Royal, NS B0S 1A0, Canada</i>			253 St George St, Annapolis Royal, NS B0S 1A0, Canada	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	F: 09:00 T: 17:00	
1 Scoop 2 Scoop	44.7433051	-65.5191856	Business	Shops	<b>1 Scoop 2 Scoop</b><br><i>286 St George St, Annapolis Royal, NS B0S 0B3, Canada</i><br>Tel: (902) 349-3929	(902) 349-3929		286 St George St, Annapolis Royal, NS B0S 0B3, Canada	F: 14:00 T: 19:00	F: 14:00 T: 19:00	F: 14:00 T: 19:00	closed	F: 14:00 T: 19:00	F: 12:00 T: 19:00	F: 13:00 T: 17:00	1-scoop-2-scoop.jpg
Decades Past Collectables	44.7433528	-65.5183169	Business	Shops	<b>Decades Past Collectables</b><br><i>259 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 312-1810	(902) 312-1810		259 St Anthony St, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	F: 10:00 T: 16:30	F: 10:00 T: 16:30	F: 10:00 T: 16:30	F: 10:00 T: 16:00	closed	decades-past-collectables.jpg
Maregold Bookstore	44.74504579999999	-65.51887529999999	Business	Shops	"<b>Maregold Bookstore</b><br><i>212 St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (709) 689-2794<br><a href=""http://www.maregold.com/"">http://www.maregold.com/</a>"	(709) 689-2794	http://www.maregold.com/	212 St George St, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	closed	maregold-bookstore.jpg
Jan’s Gems and Food Shop	44.7447685	-65.5181631	Business	Shops	<b>Jan’s Gems and Food Shop</b><br><i>11 St James St, Annapolis Royal, NS B0S 1A0, Canada</i>			11 St James St, Annapolis Royal, NS B0S 1A0, Canada	closed	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 13:00	closed	jans-gems-and-food-shop.jpg
Crown & Anchor - Elevated Living	44.7458541	-65.5178754	Business	Shops	"<b>Crown & Anchor - Elevated Living</b><br><i>24 Drury Ln, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 526-0959<br><a href=""http://www.crown-anchor.ca/"">http://www.crown-anchor.ca/</a>"	(902) 526-0959	http://www.crown-anchor.ca/	24 Drury Ln, Annapolis Royal, NS B0S 1A0, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 09:00 T: 16:00	F: 12:00 T: 16:00	crown-anchor-elevated-living.jpg
Port Royal Cheese	44.746211	-65.5186792	Business	Shops	<b>Port Royal Cheese</b><br><i>170 St George St, Annapolis Royal, NS B0S 0B3, Canada</i><br>Tel: (902) 955-3684	(902) 955-3684		170 St George St, Annapolis Royal, NS B0S 0B3, Canada	closed	closed	F: 10:00 T: 15:00	F: 10:00 T: 15:00	F: 10:00 T: 15:00	F: 09:00 T: 15:00	closed	port-royal-cheese.jpg
Great Expectations Books and Antiques	44.7464687	-65.51884199999999	Business	Shops	"<b>Great Expectations Books and Antiques</b><br><i>165 St George St, Annapolis Royal, NS B0S 0B3, Canada</i><br>Tel: (902) 532-0120<br><a href=""https://m.facebook.com/p/Great-Expectations-Books-Antiques-100057592234237/"">https://m.facebook.com/p/Great-Expectations-Books-Antiques-100057592234237/</a>"	(902) 532-0120	https://m.facebook.com/p/Great-Expectations-Books-Antiques-100057592234237/	165 St George St, Annapolis Royal, NS B0S 0B3, Canada	closed	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	closed	great-expectations-books-and-antiques.jpg
Heritage House Mercantile	44.7288831	-65.52688049999999	Business	Shops	<b>Heritage House Mercantile</b><br><i>3816 Nova Scotia Trunk 1, Annapolis Royal, NS B0S 1A0, Canada</i>			3816 Nova Scotia Trunk 1, Annapolis Royal, NS B0S 1A0, Canada								
Lockhart's Casuals & Workwear	44.7329496	-65.4949096	Business	Shops	<b>Lockhart's Casuals & Workwear</b><br><i>9647 Nova Scotia Trunk 8, Lequille, NS B0S 0B3, Canada</i><br>Tel: (902) 532-7706	(902) 532-7706		9647 Nova Scotia Trunk 8, Lequille, NS B0S 0B3, Canada	closed	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	F: 10:00 T: 16:00	closed	lockhart-s-casuals-workwear.jpg
Olympic.	44.76291459999999	-65.5019162	Business	Shops	<b>Olympic.</b><br><i>Annapolis County, NS B0S 1A0, Canada</i>			Annapolis County, NS B0S 1A0, Canada								
Thexton's Greenhouses	44.7306073	-65.49131	Business	Shops	"<b>Thexton's Greenhouses</b><br><i>9576 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-2403<br><a href=""https://www.facebook.com/Thextons-Greenhouses-548783018470394/"">https://www.facebook.com/Thextons-Greenhouses-548783018470394/</a>"	(902) 532-2403	https://www.facebook.com/Thextons-Greenhouses-548783018470394/	9576 Nova Scotia Trunk 8, Annapolis Royal, NS B0S 1A0, Canada								thexton-s-greenhouses.jpg
The Wooden Spool Fabric Shop Ltd.	44.76373	-65.49696999999999	Business	Shops	"<b>The Wooden Spool Fabric Shop Ltd.</b><br><i>4830 Hwy 1 #2, Granville Ferry, NS B0S 0B3, Canada</i><br>Tel: (902) 532-0326<br><a href=""https://www.woodenspool.ca/"">https://www.woodenspool.ca/</a>"	(902) 532-0326	https://www.woodenspool.ca/	4830 Hwy 1 #2, Granville Ferry, NS B0S 0B3, Canada	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	F: 10:00 T: 17:00	closed	the-wooden-spool-fabric-shop-ltd.jpg
Fairn Orchards	44.750941	-65.47179	Business	Shops	<b>Fairn Orchards</b><br><i>646 NS-201, Granville Ferry, NS B0S 1K0, Canada</i><br>Tel: (902) 532-2946	(902) 532-2946		646 NS-201, Granville Ferry, NS B0S 1K0, Canada	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 08:00 T: 17:00	F: 09:00 T: 17:00	fairn-orchards.jpg
S Y Golf	44.75067809999999	-65.4642495	Business	Shops	<b>S Y Golf</b><br><i>930 Harris Rd, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5551	(902) 532-5551		930 Harris Rd, Annapolis Royal, NS B0S 1A0, Canada								s-y-golf.jpg
Stone Meadow Gardens	44.72784619999999	-65.5738346	Business	Shops	"<b>Stone Meadow Gardens</b><br><i>4311 Granville Rd, Granville Ferry, NS B0S 1A0, Canada</i><br>Tel: (250) 304-8084<br><a href=""http://www.stonemeadowgardens.ca/"">http://www.stonemeadowgardens.ca/</a>"	(250) 304-8084	http://www.stonemeadowgardens.ca/	4311 Granville Rd, Granville Ferry, NS B0S 1A0, Canada	closed	closed	closed	closed	F: 09:00 T: 17:00	F: 09:00 T: 17:00	closed	stone-meadow-gardens.jpg
Annapolis Living and Learning	44.7417305	-65.515374	Business	Health	"<b>Annapolis Living and Learning</b><br><i>401 St George St, Annapolis Royal, NS B0S 0A8, Canada</i><br>Tel: (902) 532-0556<br><a href=""https://www.annapolislivingandlearning.com/"">https://www.annapolislivingandlearning.com/</a>"	(902) 532-0556	https://www.annapolislivingandlearning.com/	401 St George St, Annapolis Royal, NS B0S 0A8, Canada	F: 09:30 T: 12:30	F: 09:30 T: 12:30	F: 09:30 T: 12:30	F: 09:30 T: 12:30	F: 09:30 T: 12:30	closed	closed	annapolis-living-and-learning.jpg
Annapolis Royal Inn	44.732119	-65.52143889999999	Business	Accommodation	"<b>Annapolis Royal Inn</b> — Simple weatherboard inn offering free breakfast & parking, plus a hot tub & canoe/kayak rentals.<br><i>Annapolis County, NS B0S 0B3, Canada</i><br>Tel: (888) 857-8889<br><a href=""http://annapolisroyalinn.com/"">http://annapolisroyalinn.com/</a>"	(888) 857-8889	http://annapolisroyalinn.com/	Annapolis County, NS B0S 0B3, Canada								annapolis-royal-inn.jpg
Bailey House Inn	44.7467583	-65.5185556	Business	Accommodation	"<b>Bailey House Inn</b><br><i>150 St George St, Annapolis Royal, NS B0S 0B3, Canada</i><br>Tel: (902) 312-1144<br><a href=""https://baileyhouse.ca/"">https://baileyhouse.ca/</a>"	(902) 312-1144	https://baileyhouse.ca/	150 St George St, Annapolis Royal, NS B0S 0B3, Canada								bailey-house-inn.jpg
Hillsdale House Inn	44.7405463	-65.5110317	Business	Accommodation	"<b>Hillsdale House Inn</b> — Ornate B&B with antiques, cooked breakfast & outdoor games, set in an 1859 villa on 12-acre grounds.<br><i>519 St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (877) 839-2821<br><a href=""http://www.hillsdalehouseinn.ca/"">http://www.hillsdalehouseinn.ca/</a>"	(877) 839-2821	http://www.hillsdalehouseinn.ca/	519 St George St, Annapolis Royal, NS B0S 1A0, Canada	closed	closed	closed	closed	closed	closed	F: 00:00 T: 24:00	hillsdale-house-inn.jpg
At the Turret Bed & Breakfast	44.74242	-65.51611	Business	Accommodation	"<b>At the Turret Bed & Breakfast</b> — Upscale rooms in a 1902 Victorian home with a wraparound veranda & a turret seating area.<br><i>372 St George St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5770<br><a href=""http://www.attheturret.com/"">http://www.attheturret.com/</a>"	(902) 532-5770	http://www.attheturret.com/	372 St George St, Annapolis Royal, NS B0S 1A0, Canada								at-the-turret-bed-breakfast.jpg
Blackwood's Bread & Roses Inn	44.74330779999999	-65.51650169999999	Business	Accommodation	"<b>Blackwood's Bread & Roses Inn</b> — Elegant quarters with antique furnishings in a regal B&B offering ornate gardens & a formal lounge.<br><i>82 Victoria St, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5727<br><a href=""http://www.breadandrosesinn.ca/"">http://www.breadandrosesinn.ca/</a>"	(902) 532-5727	http://www.breadandrosesinn.ca/	82 Victoria St, Annapolis Royal, NS B0S 1A0, Canada								blackwood-s-bread-roses-inn.jpg
Granvalley Bed & Breakfast	44.7324	-65.566259	Business	Accommodation	<b>Granvalley Bed & Breakfast</b><br><i>4474 Granville Rd, Annapolis Royal, NS B0S 1A0, Canada</i><br>Tel: (902) 532-5678	(902) 532-5678		4474 Granville Rd, Annapolis Royal, NS B0S 1A0, Canada								granvalley-bed-breakfast.jpg
